cms_omds_lb.CMS_BEAM_COND.CMS_BRIL_LUMIPLTZ.LUMI_TOTINST,,,
28028,,,
ROW,WEIGHT,DIPTIME,LUMI_TOTINST
1,1,1446491114,5696.219
2,1,1446491115,5696.6973
3,1,1446491116,5696.395
4,1,1446491118,5694.824
5,1,1446491119,5697.7036
6,1,1446491121,5696.6
7,1,1446491122,5694.941
8,1,1446491124,5695.5513
9,1,1446491125,5695.589
10,1,1446491127,5695.631
11,1,1446491128,5696.2383
12,1,1446491130,5696.457
13,1,1446491131,5694.535
14,1,1446491132,5696.239
15,1,1446491134,5693.1357
16,1,1446491135,5694.5107
17,1,1446491137,5695.9263
18,1,1446491138,5693.437
19,1,1446491140,5695.454
20,1,1446491141,5694.8003
21,1,1446491143,5694.732
22,1,1446491144,5692.0645
23,1,1446491146,5695.2207
24,1,1446491147,5694.3896
25,1,1446491149,5693.2817
26,1,1446491150,5692.5566
27,1,1446491151,5694.841
28,1,1446491153,5691.65
29,1,1446491154,5693.677
30,1,1446491156,5692.0557
31,1,1446491157,5692.1367
32,1,1446491159,5692.2197
33,1,1446491160,5692.518
34,1,1446491162,5691.5986
35,1,1446491163,5692.1475
36,1,1446491165,5691.449
37,1,1446491166,5692.073
38,1,1446491167,5692.5195
39,1,1446491169,5693.295
40,1,1446491170,5691.2466
41,1,1446491172,5692.18
42,1,1446491173,5691.1006
43,1,1446491175,5690.2036
44,1,1446491176,5692.2427
45,1,1446491178,5691.1265
46,1,1446491179,5690.7725
47,1,1446491181,5691.577
48,1,1446491182,5691.382
49,1,1446491183,5691.819
50,1,1446491185,5690.4785
51,1,1446491186,5690.313
52,1,1446491188,5690.7407
53,1,1446491189,5692.577
54,1,1446491191,5691.4307
55,1,1446491192,5689.6406
56,1,1446491194,5690.2793
57,1,1446491195,5688.627
58,1,1446491197,5688.7104
59,1,1446491198,5688.7676
60,1,1446491200,5689.3555
61,1,1446491201,5691.263
62,1,1446491202,5688.746
63,1,1446491204,5691.7183
64,1,1446491205,5689.803
65,1,1446491207,5690.6826
66,1,1446491208,5689.0835
67,1,1446491210,5688.189
68,1,1446491211,5687.919
69,1,1446491213,5690.005
70,1,1446491214,5689.9087
71,1,1446491216,5688.9526
72,1,1446491217,5688.512
73,1,1446491218,5687.592
74,1,1446491220,5687.325
75,1,1446491221,5686.7803
76,1,1446491223,5688.2065
