cms_omds_lb.CMS_BEAM_COND.CMS_BRIL_LUMIPLTZ.LUMI_TOTINST,,,
12907,,,
ROW,WEIGHT,DIPTIME,LUMI_TOTINST
1,1,1439574204,165.7473
2,1,1439574205,165.6771
3,1,1439574207,165.64609
4,1,1439574208,165.34236
5,1,1439574210,165.53145
6,1,1439574211,165.65948
7,1,1439574213,165.92107
8,1,1439574214,165.64174
9,1,1439574215,165.7309
10,1,1439574217,165.59584
11,1,1439574218,165.63547
12,1,1439574220,165.79776
13,1,1439574221,165.4511
14,1,1439574223,165.25241
15,1,1439574224,165.90582
16,1,1439574226,165.698
17,1,1439574227,165.90268
18,1,1439574229,165.31758
19,1,1439574230,165.68835
20,1,1439574231,165.75462
21,1,1439574233,165.69751
22,1,1439574234,165.69568
23,1,1439574236,165.77188
24,1,1439574237,165.46368
25,1,1439574239,165.48956
26,1,1439574240,165.44336
27,1,1439574242,165.79971
28,1,1439574243,165.44553
29,1,1439574245,165.15752
30,1,1439574246,165.50192
31,1,1439574248,165.42789
32,1,1439574249,165.25163
33,1,1439574250,165.43843
34,1,1439574252,165.70377
35,1,1439574253,165.21712
36,1,1439574255,165.41289
37,1,1439574256,165.25824
38,1,1439574258,165.19347
39,1,1439574259,165.25716
40,1,1439574261,165.66609
41,1,1439574262,165.38261
42,1,1439574264,165.4385
43,1,1439574265,165.64278
44,1,1439574266,165.16168
45,1,1439574268,165.48518
46,1,1439574269,165.43866
47,1,1439574271,165.4942
48,1,1439574272,165.48094
49,1,1439574274,165.2779
50,1,1439574275,165.46513
51,1,1439574277,165.50526
52,1,1439574278,165.253
53,1,1439574280,165.48346
54,1,1439574281,165.79451
55,1,1439574282,165.0413
56,1,1439574284,165.46208
57,1,1439574285,165.28725
58,1,1439574287,165.39244
59,1,1439574288,165.07932
60,1,1439574290,165.17212
61,1,1439574291,165.22153
62,1,1439574293,165.32101
63,1,1439574294,165.2826
64,1,1439574296,165.12822
65,1,1439574297,165.25938
66,1,1439574299,165.29573
67,1,1439574300,165.01646
68,1,1439574301,165.27829
69,1,1439574303,165.14375
70,1,1439574304,165.33067
71,1,1439574306,165.24345
72,1,1439574307,165.15784
73,1,1439574309,165.08394
74,1,1439574310,165.30293
75,1,1439574312,165.2787
76,1,1439574313,165.01686
77,1,1439574315,164.8694
78,1,1439574316,165.0762
79,1,1439574317,165.10335
80,1,1439574319,165.16153
81,1,1439574320,165.33415
82,1,1439574322,165.4769
83,1,1439574323,164.9398
84,1,1439574325,164.90434
85,1,1439574326,165.15402
86,1,1439574328,165.03886
87,1,1439574329,165.13675
88,1,1439574331,165.14687
89,1,1439574332,165.14888
90,1,1439574333,165.04388
91,1,1439574335,165.02086
92,1,1439574336,165.01271
93,1,1439574338,165.19733
94,1,1439574339,165.12183
95,1,1439574341,164.84805
96,1,1439574342,165.13054
97,1,1439574344,165.0081
98,1,1439574345,164.78685
99,1,1439574347,165.0029
100,1,1439574348,165.0976
101,1,1439574349,165.2166
102,1,1439574351,165.17555
103,1,1439574352,165.01797
104,1,1439574354,165.18993
105,1,1439574355,165.1501
106,1,1439574357,164.77695
107,1,1439574358,165.09283
108,1,1439574360,165.09183
109,1,1439574361,165.01917
110,1,1439574363,164.89975
111,1,1439574364,165.10559
112,1,1439574366,164.89273
113,1,1439574367,165.28542
114,1,1439574368,164.94125
115,1,1439574370,164.87498
116,1,1439574371,164.86557
117,1,1439574373,164.74767
118,1,1439574374,165.048
119,1,1439574376,165.02042
120,1,1439574377,165.08925
121,1,1439574379,164.96461
122,1,1439574380,164.78119
123,1,1439574382,164.9458
124,1,1439574383,164.70677
125,1,1439574384,164.71072
126,1,1439574386,164.84741
127,1,1439574387,164.66765
128,1,1439574389,165.0424
129,1,1439574390,164.58014
130,1,1439574392,164.92569
131,1,1439574393,165.02621
132,1,1439574395,164.68636
133,1,1439574396,164.86891
134,1,1439574398,164.71396
135,1,1439574399,164.52177
136,1,1439574400,164.79196
137,1,1439574402,164.812
138,1,1439574403,164.63614
139,1,1439574405,164.66481
140,1,1439574406,164.90685
141,1,1439574408,164.46542
142,1,1439574409,164.85323
143,1,1439574411,164.74086
144,1,1439574412,165.06169
145,1,1439574414,164.56702
146,1,1439574415,165.01775
147,1,1439574417,164.94316
148,1,1439574418,164.89893
149,1,1439574419,164.538
150,1,1439574421,164.77907
151,1,1439574422,164.50035
152,1,1439574424,164.47673
153,1,1439574425,164.66586
154,1,1439574427,164.6818
155,1,1439574428,164.73645
156,1,1439574430,164.49153
157,1,1439574431,164.62343
158,1,1439574433,164.3959
159,1,1439574434,164.60487
160,1,1439574435,164.59242
161,1,1439574437,164.54984
162,1,1439574438,164.62947
163,1,1439574440,164.56157
164,1,1439574441,164.98288
165,1,1439574443,164.61523
166,1,1439574444,164.08488
167,1,1439574446,164.57144
168,1,1439574447,164.5407
169,1,1439574449,164.57819
170,1,1439574450,164.75563
171,1,1439574451,164.4749
172,1,1439574453,164.41289
173,1,1439574454,164.51598
174,1,1439574456,164.39706
175,1,1439574457,164.58789
176,1,1439574459,164.34062
177,1,1439574460,164.47983
178,1,1439574462,164.38376
179,1,1439574463,164.57991
180,1,1439574465,164.48222
181,1,1439574466,164.36429
182,1,1439574468,164.51141
183,1,1439574469,164.37444
184,1,1439574470,164.23668
185,1,1439574472,164.26332
186,1,1439574473,164.43391
187,1,1439574475,164.51485
188,1,1439574476,164.37213
189,1,1439574478,164.34421
190,1,1439574479,164.22696
191,1,1439574481,164.3091
192,1,1439574482,164.2161
193,1,1439574484,164.19403
194,1,1439574485,163.95442
195,1,1439574486,164.20381
196,1,1439574488,164.06976
197,1,1439574489,164.45676
198,1,1439574491,164.22383
199,1,1439574492,164.05998
200,1,1439574494,164.24149
201,1,1439574495,164.05377
202,1,1439574497,164.21153
203,1,1439574498,164.1986
204,1,1439574500,164.19135
205,1,1439574501,164.28145
206,1,1439574502,164.02745
207,1,1439574504,164.01608
208,1,1439574505,164.26035
209,1,1439574507,164.06354
210,1,1439574508,164.15932
211,1,1439574510,164.24237
212,1,1439574511,164.20656
213,1,1439574513,164.19543
214,1,1439574514,164.0162
215,1,1439574516,164.00449
216,1,1439574517,164.2322
217,1,1439574519,164.15306
218,1,1439574520,164.28404
219,1,1439574521,163.84511
220,1,1439574523,164.04819
221,1,1439574524,163.85545
222,1,1439574526,164.09572
223,1,1439574527,164.02797
224,1,1439574529,164.34694
225,1,1439574530,164.07684
226,1,1439574532,164.08096
227,1,1439574533,163.98335
228,1,1439574535,164.13881
229,1,1439574536,163.94284
230,1,1439574537,164.32141
231,1,1439574539,164.31737
232,1,1439574540,163.936
233,1,1439574542,164.22418
234,1,1439574543,163.8151
235,1,1439574545,164.28825
236,1,1439574546,163.97331
237,1,1439574548,164.22646
238,1,1439574549,163.92717
239,1,1439574551,163.99611
240,1,1439574552,164.04109
241,1,1439574553,164.00894
242,1,1439574555,164.0123
243,1,1439574556,163.81007
244,1,1439574558,163.95103
245,1,1439574559,163.95226
246,1,1439574561,164.08582
247,1,1439574562,163.53285
248,1,1439574564,163.9878
249,1,1439574565,164.0829
250,1,1439574567,163.92957
251,1,1439574568,163.74342
252,1,1439574569,163.72604
253,1,1439574571,163.74567
254,1,1439574572,163.97392
255,1,1439574574,163.76738
256,1,1439574575,164.04704
257,1,1439574577,163.88057
258,1,1439574578,163.85938
259,1,1439574580,164.04417
260,1,1439574581,163.88075
261,1,1439574583,163.93855
262,1,1439574584,163.59189
263,1,1439574586,163.81056
264,1,1439574587,163.95671
265,1,1439574588,163.8403
266,1,1439574590,163.698
267,1,1439574591,163.78183
268,1,1439574593,163.80312
269,1,1439574594,163.79991
270,1,1439574596,163.967
271,1,1439574597,163.60583
272,1,1439574599,163.75728
273,1,1439574600,163.74399
274,1,1439574602,163.83092
275,1,1439574603,163.9131
276,1,1439574604,163.87051
277,1,1439574606,163.84058
278,1,1439574607,163.69412
279,1,1439574609,163.799
280,1,1439574610,163.86876
281,1,1439574612,163.88481
282,1,1439574613,163.88731
283,1,1439574615,163.68912
284,1,1439574616,163.8215
285,1,1439574618,163.338
286,1,1439574619,163.54701
287,1,1439574620,163.82048
288,1,1439574622,163.66614
289,1,1439574623,163.75848
290,1,1439574625,163.71849
291,1,1439574626,163.5598
292,1,1439574628,163.55795
293,1,1439574629,163.78143
294,1,1439574631,163.70363
295,1,1439574632,163.58798
296,1,1439574634,163.52098
297,1,1439574635,163.66124
298,1,1439574637,163.47928
299,1,1439574638,163.37831
300,1,1439574639,163.55501
301,1,1439574641,163.5324
302,1,1439574642,163.71368
303,1,1439574644,163.72153
304,1,1439574645,163.52756
305,1,1439574647,163.54771
306,1,1439574648,163.51985
307,1,1439574650,163.60246
308,1,1439574651,163.66614
309,1,1439574653,163.65698
310,1,1439574654,163.37402
311,1,1439574655,163.51486
312,1,1439574657,163.10963
313,1,1439574658,163.67677
314,1,1439574660,163.59503
315,1,1439574661,163.46025
316,1,1439574663,163.28198
317,1,1439574664,163.79094
318,1,1439574666,163.60254
319,1,1439574667,163.30978
320,1,1439574669,163.47484
321,1,1439574670,163.59361
322,1,1439574671,163.25204
323,1,1439574673,163.66583
324,1,1439574674,163.39279
325,1,1439574676,163.14725
326,1,1439574677,163.16165
327,1,1439574679,163.33002
328,1,1439574680,163.37521
329,1,1439574682,163.32077
330,1,1439574683,163.18378
331,1,1439574685,163.43901
332,1,1439574686,163.30406
333,1,1439574688,163.43373
334,1,1439574689,163.36157
335,1,1439574690,163.1514
336,1,1439574692,163.12791
337,1,1439574693,163.35312
338,1,1439574695,163.30392
339,1,1439574696,163.3281
340,1,1439574698,163.09828
341,1,1439574699,163.5403
342,1,1439574701,163.26237
343,1,1439574702,163.38953
344,1,1439574704,163.5424
345,1,1439574705,163.3664
346,1,1439574706,163.08968
347,1,1439574708,163.49048
348,1,1439574709,163.29486
349,1,1439574711,163.05309
350,1,1439574712,163.16177
351,1,1439574714,163.2628
352,1,1439574715,163.14136
353,1,1439574717,163.14523
354,1,1439574718,163.2885
355,1,1439574720,163.28044
356,1,1439574721,163.25357
357,1,1439574722,163.3803
358,1,1439574724,163.16483
359,1,1439574725,163.25975
360,1,1439574727,162.98575
361,1,1439574728,163.27533
362,1,1439574730,163.27672
363,1,1439574731,163.19843
364,1,1439574733,163.02519
365,1,1439574734,162.8521
366,1,1439574736,163.25829
367,1,1439574737,162.95164
368,1,1439574739,163.21167
369,1,1439574740,163.05922
370,1,1439574741,163.01843
371,1,1439574743,163.21928
372,1,1439574744,163.08244
373,1,1439574746,163.28804
374,1,1439574747,163.25627
375,1,1439574749,163.30415
376,1,1439574750,162.94136
377,1,1439574752,163.12714
378,1,1439574753,163.08447
379,1,1439574755,163.13898
380,1,1439574756,162.7814
381,1,1439574757,162.99033
382,1,1439574759,163.03242
383,1,1439574760,162.95438
384,1,1439574762,162.63432
385,1,1439574763,163.05978
386,1,1439574765,162.92921
387,1,1439574766,162.98009
388,1,1439574768,162.89178
389,1,1439574769,163.10316
390,1,1439574771,163.08882
391,1,1439574772,162.97485
392,1,1439574773,162.89427
393,1,1439574775,163.1323
394,1,1439574776,162.8662
395,1,1439574778,163.1751
396,1,1439574779,163.13486
397,1,1439574781,163.0006
398,1,1439574782,162.90479
399,1,1439574784,162.72015
400,1,1439574785,163.02036
401,1,1439574787,162.90938
402,1,1439574788,162.9669
403,1,1439574789,162.74252
404,1,1439574791,162.86707
405,1,1439574792,162.72804
406,1,1439574794,162.7903
407,1,1439574795,162.72021
408,1,1439574797,162.77975
409,1,1439574798,162.7864
410,1,1439574800,162.70874
411,1,1439574801,163.0558
412,1,1439574803,163.01892
413,1,1439574804,162.79631
414,1,1439574806,162.91014
415,1,1439574807,162.87807
416,1,1439574808,162.95834
417,1,1439574810,162.53654
418,1,1439574811,162.57162
419,1,1439574813,162.61812
420,1,1439574814,162.83188
421,1,1439574816,162.65166
422,1,1439574817,162.82346
423,1,1439574819,162.70932
424,1,1439574820,162.71086
425,1,1439574822,162.79112
426,1,1439574823,162.74582
427,1,1439574824,162.72234
428,1,1439574826,162.6407
429,1,1439574827,162.67552
430,1,1439574829,162.89267
431,1,1439574830,162.91237
432,1,1439574832,163.04509
433,1,1439574833,162.69206
434,1,1439574835,162.6545
435,1,1439574836,162.65732
436,1,1439574838,162.61606
437,1,1439574839,162.7667
438,1,1439574840,162.63194
439,1,1439574842,162.58328
440,1,1439574843,162.81824
