cms_omds_lb.CMS_BEAM_COND.CMS_BRIL_LUMIPLTZ.LUMI_TOTINST,,,
51932,,,
ROW,WEIGHT,DIPTIME,LUMI_TOTINST
1,1,1465683740,7011.9355
2,1,1465683741,7006.4365
3,1,1465683743,7012.203
4,1,1465683744,7009.7524
5,1,1465683745,7011.7705
6,1,1465683747,7012.674
7,1,1465683748,7014.0435
8,1,1465683750,7014.6636
9,1,1465683751,7006.2935
10,1,1465683753,7008.6694
11,1,1465683754,7011.415
12,1,1465683756,7009.831
13,1,1465683757,7012.916
14,1,1465683759,7009.784
15,1,1465683760,7010.191
16,1,1465683761,7012.237
17,1,1465683763,7009.4297
18,1,1465683764,7011.47
19,1,1465683766,7008.784
20,1,1465683767,7012.3804
21,1,1465683769,7013.608
22,1,1465683770,7013.068
23,1,1465683772,7014.8423
24,1,1465683773,7015.399
25,1,1465683775,7012.9243
26,1,1465683776,7022.7275
27,1,1465683778,7137.11
28,1,1465683779,7168.946
29,1,1465683780,7166.5464
30,1,1465683782,7175.89
31,1,1465683783,7173.259
32,1,1465683785,7176.4165
33,1,1465683786,7175.349
34,1,1465683788,7176.1626
35,1,1465683789,7176.529
36,1,1465683791,7174.7837
37,1,1465683792,7175.5054
38,1,1465683794,7075.9756
39,1,1465683795,6900.469
40,1,1465683796,6872.9453
41,1,1465683798,6865.7114
42,1,1465683799,6863.9355
43,1,1465683801,6858.655
44,1,1465683802,6867.3047
45,1,1465683804,6855.936
46,1,1465683805,6858.973
47,1,1465683807,6856.323
48,1,1465683808,6870.6313
49,1,1465683810,7060.888
50,1,1465683811,7083.098
51,1,1465683812,6970.0454
52,1,1465683814,6955.0723
53,1,1465683815,6954.0557
54,1,1465683817,6949.634
55,1,1465683818,6949.0854
56,1,1465683820,6949.618
57,1,1465683821,6946.439
58,1,1465683823,6970.2314
59,1,1465683824,7410.053
60,1,1465683826,7763.577
61,1,1465683827,7774.2305
62,1,1465683828,7777.5093
63,1,1465683830,7776.937
64,1,1465683831,7776.498
65,1,1465683833,7773.7827
66,1,1465683834,7775.336
67,1,1465683836,7776.3584
68,1,1465683837,7780.306
69,1,1465683839,7779.736
70,1,1465683840,7766.6387
71,1,1465683842,7530.2705
72,1,1465683843,7509.55
73,1,1465683845,7511.6177
74,1,1465683846,7515.404
75,1,1465683847,7518.02
76,1,1465683849,7518.8584
77,1,1465683850,7516.526
78,1,1465683852,7514.416
79,1,1465683853,7513.3564
80,1,1465683855,7546.9854
81,1,1465683856,7768.3774
82,1,1465683858,7319.9805
83,1,1465683859,7059.3354
84,1,1465683861,7059.9004
85,1,1465683862,7063.5654
86,1,1465683863,7062.889
87,1,1465683865,7064.579
88,1,1465683866,7063.6
89,1,1465683868,7063.1235
90,1,1465683869,7067.4775
91,1,1465683871,7066.678
92,1,1465683872,7062.809
93,1,1465683874,7066.9653
94,1,1465683875,7064.6704
95,1,1465683877,7062.803
96,1,1465683878,7063.7104
97,1,1465683879,7061.4746
98,1,1465683881,7056.4844
99,1,1465683882,7060.83
100,1,1465683884,7059.2764
101,1,1465683885,7059.153
102,1,1465683887,7060.892
103,1,1465683888,7061.4507
104,1,1465683890,7058.5127
105,1,1465683891,7063.0625
106,1,1465683893,7060.199
107,1,1465683894,7061.6045
108,1,1465683896,7059.983
109,1,1465683897,7052.187
110,1,1465683898,7047.8037
111,1,1465683900,7050.024
112,1,1465683901,7051.233
113,1,1465683903,7048.0903
114,1,1465683904,7047.631
115,1,1465683906,7043.525
116,1,1465683907,7042.6333
117,1,1465683909,7068.6943
118,1,1465683910,7234.257
119,1,1465683912,7766.2495
120,1,1465683913,8025.137
121,1,1465683914,8029.4336
122,1,1465683916,8026.3867
123,1,1465683917,8026.1997
124,1,1465683919,8027.884
125,1,1465683920,8026.794
126,1,1465683922,8028.295
127,1,1465683923,8022.9976
128,1,1465683925,8023.3154
129,1,1465683926,8021.3594
130,1,1465683928,8023.4326
131,1,1465683929,8023.349
132,1,1465683930,8021.0786
133,1,1465683932,8022.045
134,1,1465683933,8022.0205
135,1,1465683935,8022.0254
136,1,1465683936,8023.1963
137,1,1465683938,8023.0337
138,1,1465683939,8019.8545
139,1,1465683941,8023.135
140,1,1465683942,8021.0986
141,1,1465683944,8023.4985
142,1,1465683945,8022.53
143,1,1465683947,8024.2866
144,1,1465683948,8024.675
145,1,1465683949,8024.8623
146,1,1465683951,8021.875
147,1,1465683952,8021.899
148,1,1465683954,8022.265
149,1,1465683955,8021.656
150,1,1465683957,8023.508
151,1,1465683958,8022.628
152,1,1465683960,8022.1523
153,1,1465683961,8021.6753
154,1,1465683963,8022.641
155,1,1465683964,8021.084
156,1,1465683965,8024.2563
157,1,1465683967,8023.138
158,1,1465683968,8023.075
159,1,1465683970,8025.0747
160,1,1465683971,8021.8364
161,1,1465683973,8022.258
162,1,1465683974,8022.255
163,1,1465683976,8019.5205
164,1,1465683977,8021.385
165,1,1465683979,8022.0566
166,1,1465683980,8022.6304
167,1,1465683981,8019.7505
168,1,1465683983,8020.438
169,1,1465683984,8019.991
170,1,1465683986,8020.726
171,1,1465683987,8020.308
172,1,1465683989,8021.8096
173,1,1465683990,8020.2944
174,1,1465683992,8018.3765
175,1,1465683993,8018.8564
176,1,1465683995,8017.8213
177,1,1465683996,8018.398
178,1,1465683997,8018.155
179,1,1465683999,8018.5156
180,1,1465684000,8015.239
181,1,1465684002,8015.7295
182,1,1465684003,8016.4707
183,1,1465684005,8018.5083
184,1,1465684006,8019.8706
185,1,1465684008,8017.006
186,1,1465684009,8016.1016
187,1,1465684011,8013.342
188,1,1465684012,8013.217
189,1,1465684014,8015.1406
190,1,1465684015,8014.1523
191,1,1465684016,8014.216
192,1,1465684018,8014.6523
193,1,1465684019,8013.287
194,1,1465684021,8013.118
195,1,1465684022,8012.425
196,1,1465684024,8013.6934
197,1,1465684025,8010.174
198,1,1465684027,8011.923
199,1,1465684028,8010.0015
200,1,1465684030,8010.735
201,1,1465684031,8010.004
202,1,1465684032,8009.37
203,1,1465684034,8008.611
204,1,1465684035,8009.866
205,1,1465684037,8007.777
206,1,1465684038,8008.027
207,1,1465684040,8007.139
208,1,1465684041,8006.7427
209,1,1465684043,8009.9785
210,1,1465684044,8011.1855
211,1,1465684046,8011.176
212,1,1465684047,8011.41
213,1,1465684048,8014.35
214,1,1465684050,8011.83
215,1,1465684051,8014.384
216,1,1465684053,8014.1826
217,1,1465684054,8011.8955
218,1,1465684056,8013.8384
219,1,1465684057,8011.2305
220,1,1465684059,8009.819
221,1,1465684060,8008.102
222,1,1465684062,8008.5723
223,1,1465684063,8010.0835
224,1,1465684065,8010.1685
225,1,1465684066,8011.284
226,1,1465684067,8009.242
227,1,1465684069,8011.6987
228,1,1465684070,8009.602
229,1,1465684072,8010.9873
230,1,1465684073,8009.7744
231,1,1465684075,8009.6943
232,1,1465684076,8009.833
233,1,1465684078,8011.2183
234,1,1465684079,8011.948
235,1,1465684081,8009.782
236,1,1465684082,8009.561
237,1,1465684083,8009.957
238,1,1465684085,8007.1675
239,1,1465684086,8008.6455
240,1,1465684088,8007.0854
241,1,1465684089,8007.992
242,1,1465684091,8008.6304
243,1,1465684092,8007.13
244,1,1465684094,8009.327
245,1,1465684095,8006.9424
246,1,1465684097,8007.293
247,1,1465684098,8005.279
248,1,1465684099,8006.302
249,1,1465684101,8005.5576
250,1,1465684102,8007.086
251,1,1465684104,8007.424
252,1,1465684105,8008.5625
253,1,1465684107,8004.555
254,1,1465684108,8006.039
255,1,1465684110,8005.1514
256,1,1465684111,8004.5557
257,1,1465684113,8005.159
258,1,1465684114,8005.0747
259,1,1465684116,8005.4478
260,1,1465684117,8004.211
261,1,1465684118,8002.8726
262,1,1465684120,8004.8105
263,1,1465684121,7995.836
264,1,1465684123,7998.816
265,1,1465684125,8000.3223
266,1,1465684126,8000.928
267,1,1465684128,7997.1045
268,1,1465684129,7997.655
269,1,1465684130,8001.382
270,1,1465684132,7998.927
271,1,1465684133,7998.163
272,1,1465684135,7996.343
273,1,1465684136,7997.437
274,1,1465684138,8003.087
275,1,1465684139,8003.7314
276,1,1465684141,8003.8296
277,1,1465684142,8004.398
278,1,1465684144,8004.3423
279,1,1465684145,7999.9204
280,1,1465684146,7998.892
281,1,1465684148,7999.296
282,1,1465684149,8000.7144
283,1,1465684151,8000.081
284,1,1465684152,7997.5596
285,1,1465684154,7996.8457
286,1,1465684155,7995.173
287,1,1465684157,7990.596
288,1,1465684158,7986.8096
289,1,1465684160,7985.647
290,1,1465684161,7984.9883
291,1,1465684162,7985.8716
292,1,1465684164,7982.6274
293,1,1465684165,7986.069
294,1,1465684167,7984.788
295,1,1465684168,7987.019
296,1,1465684170,7982.5723
297,1,1465684171,7983.435
298,1,1465684173,7983.864
299,1,1465684174,7986.877
300,1,1465684176,7985.4355
301,1,1465684177,7986.1396
302,1,1465684179,7984.511
303,1,1465684180,7984.0845
304,1,1465684181,7987.0615
305,1,1465684183,7986.764
306,1,1465684184,7986.5425
307,1,1465684186,7986.2905
308,1,1465684187,7987.42
309,1,1465684189,7985.4707
310,1,1465684190,7985.3413
311,1,1465684192,7986.709
312,1,1465684193,7986.005
313,1,1465684195,7984.918
314,1,1465684196,7984.984
315,1,1465684197,7982.7046
316,1,1465684199,7983.4297
317,1,1465684200,7981.3574
318,1,1465684202,7984.763
319,1,1465684203,7981.0815
320,1,1465684205,7981.074
321,1,1465684206,7979.2417
322,1,1465684208,7978.627
323,1,1465684209,7976.916
324,1,1465684211,7978.82
325,1,1465684212,7977.2134
326,1,1465684213,7979.8374
327,1,1465684215,7981.501
328,1,1465684216,7978.9272
329,1,1465684218,7982.1807
330,1,1465684219,7981.237
331,1,1465684221,7982.6265
332,1,1465684222,7983.2295
333,1,1465684224,7983.387
334,1,1465684225,7985.707
335,1,1465684227,7985.505
336,1,1465684228,7985.3525
337,1,1465684230,7983.903
338,1,1465684231,7984.3325
339,1,1465684232,7985.003
340,1,1465684234,7985.2207
341,1,1465684235,7985.457
342,1,1465684237,7985.761
343,1,1465684238,7986.1597
344,1,1465684240,7984.9463
345,1,1465684241,7984.8877
346,1,1465684243,7984.6113
347,1,1465684244,7984.435
348,1,1465684246,7985.52
349,1,1465684247,7982.922
350,1,1465684248,7984.8833
351,1,1465684250,7986.4727
352,1,1465684251,7985.9487
353,1,1465684253,7985.043
