cms_omds_lb.CMS_BEAM_COND.CMS_BRIL_LUMIPLTZ.LUMI_TOTINST,,,
13806,,,
ROW,WEIGHT,DIPTIME,LUMI_TOTINST
1,1,1465643104,308.33685
2,1,1465643106,308.53928
3,1,1465643107,307.804
4,1,1465643111,308.9911
5,1,1465643113,308.71408
6,1,1465643114,308.57065
7,1,1465643116,308.63495
8,1,1465643117,307.95212
9,1,1465643119,308.83713
10,1,1465643120,308.36377
11,1,1465643122,308.90912
12,1,1465643123,308.87604
13,1,1465643125,308.5289
14,1,1465643126,308.11224
15,1,1465643127,308.09158
16,1,1465643129,308.1702
17,1,1465643130,308.53317
18,1,1465643132,308.03296
19,1,1465643133,308.5084
20,1,1465643135,307.73682
21,1,1465643136,307.86176
22,1,1465643138,308.50034
23,1,1465643139,308.50653
24,1,1465643141,308.7704
25,1,1465643142,309.13898
26,1,1465643143,308.77438
27,1,1465643145,308.62775
28,1,1465643146,308.86212
29,1,1465643148,308.53644
30,1,1465643149,308.9924
31,1,1465643151,335.83438
32,1,1465643152,455.30902
33,1,1465643154,484.9631
34,1,1465643155,483.39395
35,1,1465643157,484.96545
36,1,1465643158,484.28326
37,1,1465643160,485.06778
38,1,1465643161,484.25848
39,1,1465643162,483.78702
40,1,1465643164,484.74112
41,1,1465643165,483.8182
42,1,1465643167,484.30652
43,1,1465643168,484.0996
44,1,1465643170,484.00787
45,1,1465643171,484.38855
46,1,1465643173,483.53372
47,1,1465643174,484.23163
48,1,1465643176,483.82794
49,1,1465643177,483.99515
50,1,1465643178,484.28018
51,1,1465643180,483.93942
52,1,1465643181,484.38745
53,1,1465643183,484.04276
54,1,1465643184,484.06046
55,1,1465643186,484.17328
56,1,1465643187,484.57446
57,1,1465643189,483.92163
58,1,1465643190,482.93744
59,1,1465643192,483.99878
60,1,1465643193,482.96854
61,1,1465643194,484.62494
62,1,1465643196,484.6518
63,1,1465643197,484.47015
64,1,1465643199,483.90686
65,1,1465643200,484.15134
66,1,1465643202,484.5338
67,1,1465643203,484.08087
68,1,1465643205,484.49222
69,1,1465643206,485.01422
70,1,1465643208,484.3995
71,1,1465643209,484.057
72,1,1465643211,483.90097
73,1,1465643212,484.97586
74,1,1465643213,484.47137
75,1,1465643215,484.17734
76,1,1465643216,484.15494
77,1,1465643218,484.43558
78,1,1465643219,484.92834
79,1,1465643221,484.18582
80,1,1465643222,484.90445
81,1,1465643224,484.27615
82,1,1465643225,484.37604
83,1,1465643227,484.9553
84,1,1465643228,483.40738
85,1,1465643229,483.73145
86,1,1465643231,482.3736
87,1,1465643232,483.5618
88,1,1465643234,482.23932
89,1,1465643235,483.09967
90,1,1465643237,481.90152
91,1,1465643238,481.69614
92,1,1465643240,481.9286
93,1,1465643241,481.44693
94,1,1465643243,481.55493
95,1,1465643244,481.9791
96,1,1465643245,482.23602
97,1,1465643247,481.75305
98,1,1465643248,481.77042
99,1,1465643250,482.40115
100,1,1465643251,481.90314
101,1,1465643253,482.75436
102,1,1465643254,483.0608
103,1,1465643256,483.0075
104,1,1465643257,482.8352
105,1,1465643259,483.30905
106,1,1465643260,483.78625
107,1,1465643261,483.02884
108,1,1465643263,483.47748
109,1,1465643264,483.32776
110,1,1465643266,483.07678
111,1,1465643267,482.63986
112,1,1465643269,482.8154
113,1,1465643270,482.71945
114,1,1465643272,482.51462
115,1,1465643273,482.06934
116,1,1465643275,483.03467
117,1,1465643276,562.96857
118,1,1465643278,714.87885
119,1,1465643279,728.6585
120,1,1465643280,729.68335
121,1,1465643282,728.61957
122,1,1465643283,729.92694
123,1,1465643285,728.75
124,1,1465643286,729.6934
125,1,1465643288,729.26917
126,1,1465643289,728.02673
127,1,1465643291,728.7551
128,1,1465643292,728.4125
129,1,1465643294,729.6012
130,1,1465643295,728.19434
131,1,1465643296,728.2453
132,1,1465643298,728.3142
133,1,1465643299,728.5151
134,1,1465643301,729.05414
135,1,1465643302,728.63226
136,1,1465643304,728.79767
137,1,1465643305,728.4418
138,1,1465643307,729.0302
139,1,1465643308,729.09125
140,1,1465643310,728.02563
141,1,1465643311,728.5806
142,1,1465643312,728.5758
143,1,1465643314,729.22095
144,1,1465643315,728.7933
145,1,1465643317,728.86676
146,1,1465643318,728.85394
147,1,1465643320,728.0181
148,1,1465643321,728.67316
149,1,1465643323,728.46655
150,1,1465643324,728.5596
151,1,1465643326,728.3049
152,1,1465643327,727.6717
153,1,1465643329,728.5242
154,1,1465643330,727.52686
155,1,1465643331,726.85645
156,1,1465643333,726.6441
157,1,1465643334,727.59784
158,1,1465643336,727.6759
159,1,1465643337,727.57495
160,1,1465643339,728.257
161,1,1465643340,727.13855
162,1,1465643342,728.3199
163,1,1465643343,728.25214
164,1,1465643345,728.0344
165,1,1465643346,728.525
166,1,1465643347,727.7993
167,1,1465643349,728.3676
168,1,1465643350,726.5499
169,1,1465643352,728.8229
170,1,1465643353,727.722
171,1,1465643355,727.28284
172,1,1465643356,727.4828
173,1,1465643358,726.359
174,1,1465643359,727.4158
175,1,1465643361,727.7601
176,1,1465643362,727.7953
177,1,1465643363,727.2839
178,1,1465643365,727.037
179,1,1465643366,728.2963
180,1,1465643368,727.13654
181,1,1465643369,727.52747
182,1,1465643371,728.1122
183,1,1465643372,734.6135
184,1,1465643374,744.43427
185,1,1465643375,750.0301
186,1,1465643377,738.96454
187,1,1465643378,720.7184
188,1,1465643380,716.7611
189,1,1465643381,718.37537
190,1,1465643382,726.7169
191,1,1465643384,728.07605
192,1,1465643385,719.7268
193,1,1465643387,715.2389
194,1,1465643388,719.98047
195,1,1465643390,726.06885
196,1,1465643391,727.43176
197,1,1465643393,726.2371
198,1,1465643394,723.4049
199,1,1465643396,721.70026
200,1,1465643397,723.5232
201,1,1465643398,722.69653
202,1,1465643400,723.2162
203,1,1465643401,788.7425
204,1,1465643403,1004.1243
205,1,1465643404,1048.1235
206,1,1465643406,1046.8374
207,1,1465643407,1048.199
208,1,1465643409,1044.4126
209,1,1465643410,1047.3707
210,1,1465643412,1042.0604
211,1,1465643413,1044.6189
212,1,1465643414,1046.3722
213,1,1465643416,1046.6307
214,1,1465643417,1047.8499
215,1,1465643419,1045.4396
216,1,1465643420,1048.6888
217,1,1465643422,1048.2852
218,1,1465643423,1048.4115
219,1,1465643425,1047.1644
220,1,1465643426,1047.494
221,1,1465643428,1046.124
222,1,1465643429,1044.6124
223,1,1465643431,1047.3207
224,1,1465643432,1048.2296
225,1,1465643433,1046.5697
226,1,1465643435,1046.8176
227,1,1465643436,1046.829
228,1,1465643438,1047.4482
229,1,1465643439,1046.0535
230,1,1465643441,1047.1144
231,1,1465643442,1046.8364
232,1,1465643444,1047.0565
233,1,1465643445,1046.2173
234,1,1465643447,1046.3727
235,1,1465643448,1048.8269
236,1,1465643449,1055.856
237,1,1465643451,1067.5645
238,1,1465643452,1072.6693
239,1,1465643454,1059.5646
240,1,1465643455,1050.0453
241,1,1465643457,1053.4022
242,1,1465643458,1046.8959
243,1,1465643460,1051.6361
244,1,1465643461,1058.5297
245,1,1465643463,1063.6699
246,1,1465643464,1054.7842
247,1,1465643465,1055.44
248,1,1465643467,1049.1061
249,1,1465643468,1050.7069
250,1,1465643470,1050.5948
251,1,1465643471,1051.0826
252,1,1465643473,1048.6763
253,1,1465643474,1048.9515
254,1,1465643476,1048.8004
255,1,1465643477,1047.4597
256,1,1465643479,1047.6788
257,1,1465643480,1047.2334
258,1,1465643481,1046.3821
259,1,1465643483,1045.1147
260,1,1465643484,1044.8325
261,1,1465643486,1043.7084
262,1,1465643487,1044.2019
263,1,1465643489,1044.1199
264,1,1465643490,1044.4746
265,1,1465643492,1043.914
266,1,1465643493,1044.05
267,1,1465643495,1042.2711
268,1,1465643496,1042.6661
269,1,1465643498,1041.846
270,1,1465643499,1043.0914
271,1,1465643500,1041.5614
272,1,1465643502,1041.9867
273,1,1465643503,1041.8829
274,1,1465643505,1042.021
275,1,1465643506,1043.7827
276,1,1465643508,1043.2115
277,1,1465643509,1044.0283
278,1,1465643511,1044.3494
279,1,1465643512,1043.0042
280,1,1465643514,1040.0107
281,1,1465643515,1040.289
282,1,1465643516,1042.8906
283,1,1465643518,1040.2245
284,1,1465643519,1040.7129
285,1,1465643521,1041.3112
286,1,1465643522,1042.0126
287,1,1465643524,1039.812
288,1,1465643525,1039.2407
289,1,1465643527,1080.8947
290,1,1465643528,1330.239
291,1,1465643530,1414.7162
292,1,1465643531,1415.8842
293,1,1465643532,1416.1085
294,1,1465643534,1416.2412
295,1,1465643535,1415.6738
296,1,1465643537,1416.1984
297,1,1465643538,1417.5938
298,1,1465643540,1418.3636
299,1,1465643541,1417.7781
300,1,1465643543,1417.6388
301,1,1465643544,1418.7924
302,1,1465643546,1418.9069
303,1,1465643547,1420.4028
304,1,1465643549,1417.3767
305,1,1465643550,1419.968
306,1,1465643551,1413.385
307,1,1465643553,1404.5348
308,1,1465643554,1404.1907
309,1,1465643556,1409.1683
310,1,1465643557,1414.638
311,1,1465643559,1413.3461
312,1,1465643560,1413.3613
313,1,1465643562,1414.6606
314,1,1465643563,1413.2816
315,1,1465643565,1410.4897
316,1,1465643566,1409.1417
317,1,1465643567,1409.2908
318,1,1465643569,1409.855
319,1,1465643570,1409.3636
320,1,1465643572,1412.1873
321,1,1465643573,1412.0902
322,1,1465643575,1414.3477
323,1,1465643576,1414.6572
324,1,1465643578,1415.6553
325,1,1465643579,1415.777
326,1,1465643581,1416.8204
327,1,1465643582,1417.7621
328,1,1465643583,1418.4806
329,1,1465643585,1418.913
330,1,1465643586,1419.668
331,1,1465643588,1419.6167
332,1,1465643589,1419.5009
333,1,1465643591,1418.6608
334,1,1465643592,1418.7563
335,1,1465643594,1417.941
336,1,1465643595,1417.3853
337,1,1465643597,1416.1082
338,1,1465643598,1415.625
339,1,1465643600,1415.74
340,1,1465643601,1413.9097
341,1,1465643602,1416.0027
342,1,1465643604,1414.8589
343,1,1465643605,1415.4058
344,1,1465643607,1413.8477
345,1,1465643608,1414.6401
346,1,1465643610,1411.738
347,1,1465643611,1413.3273
348,1,1465643613,1413.2946
349,1,1465643614,1413.2871
350,1,1465643616,1414.0524
351,1,1465643617,1412.214
352,1,1465643618,1414.4783
353,1,1465643620,1412.3055
354,1,1465643621,1413.146
355,1,1465643623,1412.9386
356,1,1465643624,1411.6727
357,1,1465643626,1411.8065
358,1,1465643627,1410.9873
359,1,1465643629,1413.2908
360,1,1465643630,1411.2916
361,1,1465643632,1412.7612
362,1,1465643633,1411.933
363,1,1465643634,1410.8594
364,1,1465643636,1411.4961
365,1,1465643637,1412.7808
366,1,1465643639,1413.2474
367,1,1465643640,1411.7363
368,1,1465643642,1412.8448
369,1,1465643643,1412.0593
370,1,1465643645,1411.655
371,1,1465643646,1412.2053
372,1,1465643648,1411.6886
373,1,1465643649,1412.0641
374,1,1465643651,1412.825
375,1,1465643652,1507.5381
376,1,1465643653,1749.4315
377,1,1465643655,1782.2988
378,1,1465643656,1782.4891
379,1,1465643658,1780.2863
380,1,1465643659,1781.4554
381,1,1465643661,1781.74
382,1,1465643662,1781.9191
383,1,1465643664,1782.2051
384,1,1465643665,1781.4355
385,1,1465643667,1783.0847
386,1,1465643668,1781.206
387,1,1465643669,1782.2185
388,1,1465643671,1782.9979
389,1,1465643672,1783.552
390,1,1465643674,1783.1349
391,1,1465643675,1783.5836
392,1,1465643677,1784.6846
393,1,1465643678,1785.3256
394,1,1465643680,1786.0616
395,1,1465643681,1785.7961
396,1,1465643683,1786.8047
397,1,1465643684,1788.0237
398,1,1465643685,1789.2047
399,1,1465643687,1790.082
400,1,1465643688,1788.8707
401,1,1465643690,1789.9055
402,1,1465643691,1787.3203
403,1,1465643693,1785.8899
404,1,1465643694,1785.1348
405,1,1465643696,1782.8395
406,1,1465643697,1783.5942
407,1,1465643699,1780.6973
408,1,1465643700,1780.3983
409,1,1465643701,1781.7128
410,1,1465643703,1781.2125
411,1,1465643704,1781.8256
412,1,1465643706,1779.3271
413,1,1465643707,1781.1755
414,1,1465643709,1780.5039
415,1,1465643710,1780.9613
416,1,1465643712,1780.6338
417,1,1465643713,1780.3835
418,1,1465643715,1782.0775
419,1,1465643716,1781.1129
420,1,1465643718,1782.5958
421,1,1465643719,1780.6693
422,1,1465643720,1783.7225
423,1,1465643722,1783.0807
424,1,1465643723,1784.8517
