cms_omds_lb.CMS_BEAM_COND.CMS_BRIL_LUMIPLTZ.LUMI_TOTINST,,,
17462,,,
ROW,WEIGHT,DIPTIME,LUMI_TOTINST
1,1,1463487035,.6824057
2,1,1463487036,.66334987
3,1,1463487037,.67827743
4,1,1463487039,.6552547
5,1,1463487040,.66255903
6,1,1463487042,.67828155
7,1,1463487043,.6598514
8,1,1463487045,.64333487
9,1,1463487046,.6579528
10,1,1463487048,.65874374
11,1,1463487049,.6766881
12,1,1463487051,.68288416
13,1,1463487052,.6747859
14,1,1463487053,.6643034
15,1,1463487055,.680181
16,1,1463487056,.6589
17,1,1463487058,.6563634
18,1,1463487059,.64746743
19,1,1463487061,.663665
20,1,1463487062,.6735138
21,1,1463487064,.66843235
22,1,1463487065,.6457222
23,1,1463487067,.6593771
24,1,1463487068,.6493726
25,1,1463487070,.66017383
26,1,1463487071,.6639912
27,1,1463487072,.6765376
28,1,1463487074,.657628
29,1,1463487075,.6584262
30,1,1463487077,.6835187
31,1,1463487078,.67240244
32,1,1463487080,.6789131
33,1,1463487081,.6638255
34,1,1463487083,.6706486
35,1,1463487084,.6612868
36,1,1463487086,.68446994
37,1,1463487087,.64588594
38,1,1463487088,.6522279
39,1,1463487090,.65667975
40,1,1463487091,.66859394
41,1,1463487093,.6639852
42,1,1463487094,.65938234
43,1,1463487096,.6746261
44,1,1463487097,.66430485
45,1,1463487099,.6657336
46,1,1463487100,.6565165
47,1,1463487102,.67303354
48,1,1463487103,.66207635
49,1,1463487104,.65557003
50,1,1463487106,.6909798
51,1,1463487107,.6685895
52,1,1463487109,.6579477
53,1,1463487110,.67240465
54,1,1463487112,.6530289
55,1,1463487113,.67288524
56,1,1463487115,.67097217
57,1,1463487116,.6752587
58,1,1463487118,.6689077
59,1,1463487119,.6544563
60,1,1463487120,.6762128
61,1,1463487122,.6549308
62,1,1463487123,.6673223
63,1,1463487125,.6838347
64,1,1463487126,.656524
65,1,1463487128,.6576367
66,1,1463487129,.66033614
67,1,1463487131,.66747767
68,1,1463487132,.65302616
69,1,1463487134,.68702054
70,1,1463487135,.65334123
71,1,1463487137,.659062
72,1,1463487138,.66620827
73,1,1463487139,.66811436
74,1,1463487141,.6697035
75,1,1463487142,.6817721
76,1,1463487144,.65318644
77,1,1463487145,.6741452
78,1,1463487147,.6635055
79,1,1463487148,.6755775
80,1,1463487150,.6857404
81,1,1463487151,.67542
82,1,1463487153,.6830416
83,1,1463487154,.6628733
84,1,1463487155,.65239435
85,1,1463487157,.6781211
86,1,1463487158,.6809784
87,1,1463487160,.6738314
88,1,1463487161,.6835222
89,1,1463487163,.6751008
90,1,1463487164,.6789105
91,1,1463487166,.6638212
92,1,1463487167,.6620769
93,1,1463487169,.6760572
94,1,1463487170,.6870107
95,1,1463487171,.703532
96,1,1463487173,.64652157
97,1,1463487174,.67922896
98,1,1463487176,.6609704
99,1,1463487177,.6841533
100,1,1463487179,.6978083
101,1,1463487180,.6706549
102,1,1463487182,.6724055
103,1,1463487183,.66891193
104,1,1463487185,.63683146
105,1,1463487186,.67430156
106,1,1463487188,.6658925
107,1,1463487189,.6696992
108,1,1463487190,.69113827
109,1,1463487192,.6671603
110,1,1463487193,.67240447
111,1,1463487195,.66414154
112,1,1463487196,.6549323
113,1,1463487198,.6676448
114,1,1463487199,.6735127
115,1,1463487201,.66287345
116,1,1463487202,.66811293
117,1,1463487204,.6495327
118,1,1463487205,.6689096
119,1,1463487206,.67446995
120,1,1463487208,.66796017
121,1,1463487209,.6579489
122,1,1463487211,.69384205
123,1,1463487212,.6771658
124,1,1463487214,.66287196
125,1,1463487215,.6438107
126,1,1463487217,.6806557
127,1,1463487218,.6463568
128,1,1463487220,.66318864
129,1,1463487221,.6512814
130,1,1463487222,.68241704
131,1,1463487224,.6528642
132,1,1463487225,.65794677
133,1,1463487227,.69335985
134,1,1463487228,.6630321
135,1,1463487230,.659219
136,1,1463487231,.67144495
137,1,1463487233,.6751097
138,1,1463487234,.6620841
139,1,1463487236,.66367024
140,1,1463487237,.67112947
141,1,1463487239,.6574771
142,1,1463487240,.6687533
143,1,1463487241,.6773231
144,1,1463487243,.69098234
145,1,1463487244,.6573166
146,1,1463487246,.6603338
147,1,1463487247,.66350865
148,1,1463487249,.6733556
149,1,1463487250,.66509545
150,1,1463487252,.6666854
151,1,1463487253,.6736794
152,1,1463487255,.6709705
153,1,1463487256,.6690607
154,1,1463487257,.65953153
155,1,1463487259,.68050605
156,1,1463487260,.669707
157,1,1463487262,.6706573
158,1,1463487263,.66493666
159,1,1463487265,.64381087
160,1,1463487266,.66843796
161,1,1463487268,.6596968
162,1,1463487269,.6520733
163,1,1463487271,.6576375
164,1,1463487272,.6477842
165,1,1463487273,.6766858
166,1,1463487275,.67144865
167,1,1463487276,.6620794
168,1,1463487278,.658424
169,1,1463487279,.65906245
170,1,1463487281,.6624004
171,1,1463487282,.6927342
172,1,1463487284,.6679576
173,1,1463487285,.6633517
174,1,1463487287,.66366714
175,1,1463487288,.67271703
176,1,1463487289,.6839967
177,1,1463487291,.6589029
178,1,1463487292,.6951149
179,1,1463487294,.6676443
180,1,1463487295,.67160624
181,1,1463487297,.6625535
182,1,1463487298,.6841563
183,1,1463487300,.6593738
184,1,1463487301,.6704967
185,1,1463487303,.675261
186,1,1463487304,.6598619
187,1,1463487306,.664783
188,1,1463487307,.66224
189,1,1463487308,.6746265
190,1,1463487310,.66208035
191,1,1463487311,.6458796
192,1,1463487313,.6617645
193,1,1463487314,.67256254
194,1,1463487316,.6827238
195,1,1463487317,.65573114
196,1,1463487319,.6522342
197,1,1463487320,.669065
198,1,1463487322,.6585859
199,1,1463487323,.66669005
200,1,1463487324,.65620476
201,1,1463487326,.6781205
202,1,1463487327,.6573159
203,1,1463487329,.65096086
204,1,1463487330,.65620494
205,1,1463487332,.6604927
