2017.10.11 17:44:36.857000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909432,824501,754394,733324,784716,855381,945859,1002698,757662,811748,848677,922471,488,912695,856110,662967,786445.1875
2017.10.11 17:44:46.691000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909813,823015,754089,732278,785309,856520,945808,1002211,757122,810954,848232,922736,472,911382,853865,660566,785898.25
2017.10.11 17:44:56.890000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907254,821847,753534,729583,783769,853789,942583,1000015,757627,808560,847891,920839,440,910482,853547,660991,784546.9375
2017.10.11 17:45:06.724000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908798,824952,755027,731649,784971,856353,944789,1003264,757551,810912,846282,920670,472,910322,854387,662891,785830.625
2017.10.11 17:45:16.923000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906542,822706,750982,730303,783552,854573,942823,1002659,757500,809229,844626,919931,450,909070,852381,661952,784329.9375
2017.10.11 17:45:26.757000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907900,822524,752774,731293,784503,853806,944716,1001166,756439,808773,846719,922573,474,910562,852504,661675,784900.0625
2017.10.11 17:45:36.956000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905236,821460,753810,728370,781751,852174,944329,1000361,754068,807808,846553,918457,481,907348,850094,660843,783321.4375
2017.10.11 17:45:46.790000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904994,822282,752286,731533,782875,852275,943616,998885,757027,809665,844995,920071,464,909016,854022,662328,784145.875
2017.10.11 17:45:56.989000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906167,821103,750403,728225,782904,852686,942619,998589,756145,807332,845045,921122,482,906865,851575,660864,783257.875
2017.10.11 17:46:06.823000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907521,824857,752380,730750,784533,854048,942807,1000877,757299,808787,847220,921747,451,909601,850995,661929,784737.625
2017.10.11 17:46:16.657000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906363,822768,752429,729865,784355,851558,944139,1000289,755416,807737,844749,920322,480,909406,850432,660663,783810.6875
2017.10.11 17:46:26.856000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905988,822324,751279,730169,783627,851363,942571,998439,756124,808606,845281,919295,458,909917,852342,660811,783662.125
2017.10.11 17:46:36.690000,#M,299.79998779296875,300.0,300.1000061035156,300.1000061035156,300.1000061035156,299.6000061035156,299.8999938964844,299.79998779296875,300.20001220703125,299.8999938964844,300.20001220703125,300.20001220703125,300.1000061035156,300.0,299.70001220703125,300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905850,821594,751109,729249,784573,852862,944700,998913,755311,807165,845673,919627,443,908608,853006,661221,783744.0
