#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
274955:5005,21:21,1465639194,STABLE BEAMS,6500,2413.227565867,2320.909431785,29.1,HFOC
274955:5005,22:22,1465639217,STABLE BEAMS,6500,2417.766054394,2325.385382076,29.2,HFOC
274955:5005,23:23,1465639240,STABLE BEAMS,6500,2418.286267615,2322.901168961,29.2,HFOC
274955:5005,24:24,1465639264,STABLE BEAMS,6500,2421.610174879,2322.874303882,29.2,HFOC
274955:5005,25:25,1465639287,STABLE BEAMS,6500,2408.932919587,2314.755769229,29.1,HFOC
274955:5005,26:26,1465639310,STABLE BEAMS,6500,2396.866401130,2306.550778461,28.9,HFOC
274955:5005,27:27,1465639333,STABLE BEAMS,6500,2403.338921994,2309.743052849,29.0,HFOC
274955:5005,28:28,1465639357,STABLE BEAMS,6500,2405.319713602,2314.296722622,29.1,HFOC
274955:5005,29:29,1465639380,STABLE BEAMS,6500,2411.117933736,2319.301288836,29.1,HFOC
274955:5005,30:30,1465639403,STABLE BEAMS,6500,2464.373412852,2367.524037338,29.8,HFOC
274955:5005,31:31,1465639427,STABLE BEAMS,6500,2471.750744918,2375.223653318,29.9,HFOC
274955:5005,32:32,1465639450,STABLE BEAMS,6500,2469.542579757,2376.027540705,29.8,HFOC
274955:5005,33:33,1465639473,STABLE BEAMS,6500,2480.672120447,2383.706158693,30.0,HFOC
274955:5005,34:34,1465639497,STABLE BEAMS,6500,2476.356404764,2383.722981897,29.9,HFOC
274955:5005,35:35,1465639520,STABLE BEAMS,6500,2473.811533768,2344.146061057,29.9,HFOC
274955:5005,36:36,1465639543,STABLE BEAMS,6500,2474.890210048,2375.223668979,29.9,HFOC
274955:5005,37:37,1465639567,STABLE BEAMS,6500,2478.575308968,2384.249370154,29.9,HFOC
274955:5005,38:38,1465639590,STABLE BEAMS,6500,2479.147491368,2381.735867060,29.9,HFOC
274955:5005,39:39,1465639613,STABLE BEAMS,6500,2467.124537082,2368.080649627,29.8,HFOC
274955:5005,40:40,1465639636,STABLE BEAMS,6500,2454.554975171,2362.653798627,29.6,HFOC
274955:5005,41:41,1465639660,STABLE BEAMS,6500,2449.977936695,2358.695830188,29.6,HFOC
274955:5005,42:42,1465639683,STABLE BEAMS,6500,2451.055326772,2360.112667970,29.6,HFOC
274955:5005,43:43,1465639706,STABLE BEAMS,6500,2449.754973192,2355.918086727,29.6,HFOC
274955:5005,44:44,1465639730,STABLE BEAMS,6500,2451.132782496,2360.232467427,29.6,HFOC
274955:5005,45:45,1465639753,STABLE BEAMS,6500,2453.244880665,2362.185412635,29.6,HFOC
274955:5005,46:46,1465639776,STABLE BEAMS,6500,2456.777696763,2362.081810450,29.7,HFOC
274955:5005,47:47,1465639800,STABLE BEAMS,6500,2464.149597800,2371.644338865,29.8,HFOC
274955:5005,48:48,1465639823,STABLE BEAMS,6500,2455.268808039,2360.793369397,29.7,HFOC
274955:5005,49:49,1465639846,STABLE BEAMS,6500,2454.586369517,2363.115424518,29.6,HFOC
274955:5005,50:50,1465639870,STABLE BEAMS,6500,2453.615957598,2362.094313786,29.6,HFOC
274955:5005,51:51,1465639893,STABLE BEAMS,6500,2447.444857621,2354.031981099,29.6,HFOC
274955:5005,52:52,1465639916,STABLE BEAMS,6500,2378.023947360,2287.202961145,28.7,HFOC
274955:5005,53:53,1465639940,STABLE BEAMS,6500,2382.820576557,2294.359599212,28.8,HFOC
274955:5005,54:54,1465639963,STABLE BEAMS,6500,2382.364238578,2293.604927101,28.8,HFOC
274955:5005,55:55,1465639986,STABLE BEAMS,6500,2381.014519194,2292.396233763,28.8,HFOC
274955:5005,56:56,1465640010,STABLE BEAMS,6500,2376.942445709,2286.359986950,28.7,HFOC
274955:5005,57:57,1465640033,STABLE BEAMS,6500,2372.512481024,2280.118807965,28.7,HFOC
274955:5005,58:58,1465640056,STABLE BEAMS,6500,2376.972939050,2290.607516008,28.7,HFOC
274955:5005,59:59,1465640079,STABLE BEAMS,6500,2378.870321539,2292.171623396,28.7,HFOC
274955:5005,60:60,1465640103,STABLE BEAMS,6500,2371.474783673,2276.863785787,28.6,HFOC
274955:5005,61:61,1465640126,STABLE BEAMS,6500,2360.545099923,2274.263236205,28.5,HFOC
274955:5005,62:62,1465640149,STABLE BEAMS,6500,2368.881747368,2249.648732426,28.6,HFOC
274955:5005,63:63,1465640173,STABLE BEAMS,6500,2379.762307851,2288.784335984,28.7,HFOC
274955:5005,64:64,1465640196,STABLE BEAMS,6500,2380.656046544,2292.549582362,28.8,HFOC
274955:5005,65:65,1465640219,STABLE BEAMS,6500,2374.191346090,2286.848441126,28.7,HFOC
274955:5005,66:66,1465640243,STABLE BEAMS,6500,2367.806088153,2275.573513752,28.6,HFOC
274955:5005,67:67,1465640266,STABLE BEAMS,6500,2362.969306342,2274.203967386,28.5,HFOC
274955:5005,68:68,1465640289,STABLE BEAMS,6500,2362.146293482,2271.372967532,28.5,HFOC
274955:5005,69:69,1465640313,STABLE BEAMS,6500,2361.230013749,2275.043615352,28.5,HFOC
274955:5005,70:70,1465640336,STABLE BEAMS,6500,2361.902869552,2275.667054954,28.5,HFOC
274955:5005,71:71,1465640359,STABLE BEAMS,6500,2362.253946111,2276.067318676,28.5,HFOC
274955:5005,72:72,1465640382,STABLE BEAMS,6500,2354.702506421,2269.384209779,28.4,HFOC
274955:5005,73:73,1465640406,STABLE BEAMS,6500,2358.753207348,2273.296998376,28.5,HFOC
274955:5005,74:74,1465640429,STABLE BEAMS,6500,2361.428791104,2275.256821831,28.5,HFOC
274955:5005,75:75,1465640452,STABLE BEAMS,6500,2344.516570119,2260.209701921,28.3,HFOC
274955:5005,76:76,1465640476,STABLE BEAMS,6500,2332.750899231,2249.733603372,28.2,HFOC
274955:5005,77:77,1465640499,STABLE BEAMS,6500,2341.171484774,2257.152914878,28.3,HFOC
274955:5005,78:78,1465640522,STABLE BEAMS,6500,2348.783868206,2232.992078299,28.4,HFOC
274955:5005,79:79,1465640546,STABLE BEAMS,6500,2300.420591554,2218.649967344,27.8,HFOC
274955:5005,80:80,1465640569,STABLE BEAMS,6500,2306.446893194,2192.187657771,27.9,HFOC
274955:5005,81:81,1465640592,STABLE BEAMS,6500,2283.335210299,2204.722111910,27.6,HFOC
274955:5005,82:82,1465640616,STABLE BEAMS,6500,2171.904983660,2103.708302486,26.2,HFOC
274955:5005,83:83,1465640639,STABLE BEAMS,6500,2345.387762293,2261.254708648,28.3,HFOC
274955:5005,84:84,1465640662,STABLE BEAMS,6500,2371.420087063,2284.762695138,28.6,HFOC
274955:5005,85:85,1465640685,STABLE BEAMS,6500,2383.266691042,2292.640704158,28.8,HFOC
274955:5005,86:86,1465640709,STABLE BEAMS,6500,2381.314867135,2293.668550470,28.8,HFOC
274955:5005,87:87,1465640732,STABLE BEAMS,6500,2377.497775912,2289.988611493,28.7,HFOC
274955:5005,88:88,1465640755,STABLE BEAMS,6500,2371.258250116,2281.930051115,28.6,HFOC
274955:5005,89:89,1465640779,STABLE BEAMS,6500,2368.521198470,2279.378738965,28.6,HFOC
274955:5005,90:90,1465640802,STABLE BEAMS,6500,2367.267705200,2278.490832717,28.6,HFOC
274955:5005,91:91,1465640825,STABLE BEAMS,6500,2371.451642823,614.908773284,28.6,HFOC
274955:5005,92:0,1465640849,STABLE BEAMS,6500,2369.014903420,0,28.6,HFOC
274955:5005,93:0,1465640872,STABLE BEAMS,6500,2366.526083648,0,28.6,HFOC
274955:5005,94:0,1465640895,STABLE BEAMS,6500,2371.912500049,0,28.6,HFOC
274955:5005,95:0,1465640919,STABLE BEAMS,6500,2374.397323178,0,28.7,HFOC
274955:5005,96:0,1465640942,STABLE BEAMS,6500,2375.772238500,0,28.7,HFOC
274955:5005,97:0,1465640965,STABLE BEAMS,6500,2374.447352222,0,28.7,HFOC
274955:5005,98:0,1465640989,STABLE BEAMS,6500,2371.096862331,0,28.6,HFOC
274955:5005,99:0,1465641012,STABLE BEAMS,6500,2368.780902710,0,28.6,HFOC
274955:5005,100:0,1465641035,STABLE BEAMS,6500,2366.054999214,0,28.6,HFOC
274955:5005,101:0,1465641059,STABLE BEAMS,6500,2364.354229109,0,28.6,HFOC
274955:5005,102:0,1465641082,STABLE BEAMS,6500,2360.587503790,0,28.5,HFOC
274955:5005,103:0,1465641105,STABLE BEAMS,6500,2355.219054028,0,28.4,HFOC
274955:5005,104:0,1465641128,STABLE BEAMS,6500,2360.106619251,0,28.5,HFOC
274955:5005,105:0,1465641152,STABLE BEAMS,6500,2352.541367446,0,28.4,HFOC
274955:5005,106:0,1465641175,STABLE BEAMS,6500,2346.026676171,0,28.3,HFOC
274955:5005,107:0,1465641198,STABLE BEAMS,6500,2345.835832525,0,28.3,HFOC
274955:5005,108:0,1465641222,STABLE BEAMS,6500,2347.331816196,0,28.3,HFOC
274955:5005,109:0,1465641245,STABLE BEAMS,6500,2355.592389818,0,28.4,HFOC
274955:5005,110:0,1465641268,STABLE BEAMS,6500,2359.104654415,0,28.5,HFOC
274955:5005,111:0,1465641292,STABLE BEAMS,6500,2354.329600910,0,28.4,HFOC
274955:5005,112:0,1465641315,STABLE BEAMS,6500,2347.189748999,0,28.3,HFOC
274955:5005,113:0,1465641338,STABLE BEAMS,6500,2351.168200165,0,28.4,HFOC
274956:5005,1:1,1465641355,STABLE BEAMS,6500,2360.000155036,2250.201214555,28.5,HFOC
274956:5005,2:2,1465641378,STABLE BEAMS,6500,2362.852036383,2319.431888330,28.5,HFOC
274956:5005,3:3,1465641401,STABLE BEAMS,6500,2359.478800878,2316.100335635,28.5,HFOC
274956:5005,4:4,1465641424,STABLE BEAMS,6500,2351.547348891,2308.348971424,28.4,HFOC
274956:5005,5:5,1465641448,STABLE BEAMS,6500,2340.098305469,2297.116329622,28.3,HFOC
274956:5005,6:6,1465641471,STABLE BEAMS,6500,2347.327301368,2304.193225339,28.3,HFOC
274956:5005,7:7,1465641494,STABLE BEAMS,6500,2358.190454731,2314.876213554,28.5,HFOC
274956:5005,8:8,1465641518,STABLE BEAMS,6500,2353.840703801,2310.600837081,28.4,HFOC
274956:5005,9:9,1465641541,STABLE BEAMS,6500,2345.918009962,2302.797775064,28.3,HFOC
274956:5005,10:10,1465641564,STABLE BEAMS,6500,2339.306171442,2296.330640617,28.3,HFOC
274956:5005,11:11,1465641588,STABLE BEAMS,6500,2347.791569377,2304.638899532,28.4,HFOC
274956:5005,12:12,1465641611,STABLE BEAMS,6500,2350.436357199,2304.244527514,28.4,HFOC
274956:5005,13:13,1465641634,STABLE BEAMS,6500,2348.456569987,2305.311869315,28.4,HFOC
274956:5005,14:14,1465641658,STABLE BEAMS,6500,2341.478459600,2298.439326363,28.3,HFOC
274956:5005,15:15,1465641681,STABLE BEAMS,6500,2338.519117146,2295.557557489,28.2,HFOC
274956:5005,16:16,1465641704,STABLE BEAMS,6500,2338.242501938,2295.290165959,28.2,HFOC
274956:5005,17:17,1465641728,STABLE BEAMS,6500,2345.135500822,2302.056107113,28.3,HFOC
274956:5005,18:18,1465641751,STABLE BEAMS,6500,2348.691773945,2305.526539289,28.4,HFOC
274956:5005,19:19,1465641774,STABLE BEAMS,6500,2345.702932942,2302.604787967,28.3,HFOC
274956:5005,20:20,1465641797,STABLE BEAMS,6500,2344.099320033,2301.030319876,28.3,HFOC
274956:5005,21:21,1465641821,STABLE BEAMS,6500,2337.131022843,2291.207579806,28.2,HFOC
274956:5005,22:22,1465641844,STABLE BEAMS,6500,2341.186540079,2298.186909008,28.3,HFOC
274956:5005,23:23,1465641867,STABLE BEAMS,6500,2345.137909065,2302.065508223,28.3,HFOC
274956:5005,24:24,1465641891,STABLE BEAMS,6500,2343.622750311,2297.757039228,28.3,HFOC
274956:5005,25:25,1465641914,STABLE BEAMS,6500,2336.657103139,2293.722064766,28.2,HFOC
274956:5005,26:26,1465641937,STABLE BEAMS,6500,2326.565703197,2283.801377366,28.1,HFOC
274956:5005,27:27,1465641961,STABLE BEAMS,6500,2328.757235477,2285.982878113,28.1,HFOC
274956:5005,28:28,1465641984,STABLE BEAMS,6500,2336.294161626,2293.371771361,28.2,HFOC
274956:5005,29:29,1465642007,STABLE BEAMS,6500,2335.010546342,2292.126565403,28.2,HFOC
274956:5005,30:30,1465642031,STABLE BEAMS,6500,2332.179835644,2289.334137147,28.2,HFOC
274956:5005,31:31,1465642054,STABLE BEAMS,6500,2337.069731841,2294.120294595,28.2,HFOC
274956:5005,32:32,1465642077,STABLE BEAMS,6500,2338.636869121,2295.662460819,28.2,HFOC
274956:5005,33:33,1465642101,STABLE BEAMS,6500,2338.089058957,2295.148147187,28.2,HFOC
274956:5005,34:34,1465642124,STABLE BEAMS,6500,2333.254761580,2290.400671220,28.2,HFOC
274956:5005,35:35,1465642147,STABLE BEAMS,6500,2326.886526315,2284.132595596,28.1,HFOC
274956:5005,36:36,1465642170,STABLE BEAMS,6500,2322.631505142,2279.963776511,28.1,HFOC
274956:5005,37:37,1465642194,STABLE BEAMS,6500,2328.685816618,2285.889851638,28.1,HFOC
274956:5005,38:38,1465642217,STABLE BEAMS,6500,2327.273795801,2284.510343578,28.1,HFOC
274956:5005,39:39,1465642240,STABLE BEAMS,6500,2315.990972703,2273.435423738,28.0,HFOC
274956:5005,40:40,1465642264,STABLE BEAMS,6500,2301.716117831,2259.444472378,27.8,HFOC
274956:5005,41:41,1465642287,STABLE BEAMS,6500,2308.818829598,2266.404037196,27.9,HFOC
274956:5005,42:42,1465642310,STABLE BEAMS,6500,2311.204884041,2265.803799997,27.9,HFOC
274956:5005,43:43,1465642334,STABLE BEAMS,6500,2255.702421745,2214.210609374,27.2,HFOC
274956:5005,44:44,1465642357,STABLE BEAMS,6500,2281.750083402,2208.244483814,27.6,HFOC
274956:5005,45:45,1465642380,STABLE BEAMS,6500,2258.227535721,2216.755726688,27.3,HFOC
274956:5005,46:46,1465642404,STABLE BEAMS,6500,2149.746899529,2107.511506146,26.0,HFOC
274956:5005,47:47,1465642427,STABLE BEAMS,6500,2296.331038773,2251.220090575,27.7,HFOC
274956:5005,48:48,1465642450,STABLE BEAMS,6500,2305.346877021,2263.003411714,27.8,HFOC
274956:5005,49:49,1465642473,STABLE BEAMS,6500,2336.708757618,2293.785566347,28.2,HFOC
274956:5005,50:50,1465642497,STABLE BEAMS,6500,2336.189795563,2293.270323553,28.2,HFOC
274956:5005,51:51,1465642520,STABLE BEAMS,6500,2335.394150932,2292.465827856,28.2,HFOC
274956:5005,52:52,1465642543,STABLE BEAMS,6500,2335.227727635,2292.331363099,28.2,HFOC
274956:5005,53:53,1465642567,STABLE BEAMS,6500,2334.892014090,2291.981480081,28.2,HFOC
274956:5005,54:54,1465642590,STABLE BEAMS,6500,2334.384589532,2291.495999221,28.2,HFOC
274956:5005,55:55,1465642613,STABLE BEAMS,6500,2333.621087204,2287.795961600,28.2,HFOC
274956:5005,56:56,1465642637,STABLE BEAMS,6500,1052.098402303,1031.485123875,12.7,HFOC
274956:5005,57:57,1465642660,STABLE BEAMS,6500,68.333695095,67.073019032,0.8,HFOC
274956:5005,58:58,1465642683,STABLE BEAMS,6500,68.092604512,66.837308757,0.8,HFOC
274956:5005,59:59,1465642707,STABLE BEAMS,6500,67.941446285,66.687602166,0.8,HFOC
274956:5005,60:60,1465642730,STABLE BEAMS,6500,67.767662715,66.515517066,0.8,HFOC
274956:5005,61:61,1465642753,STABLE BEAMS,6500,71.277638559,69.959925608,0.9,HFOC
274956:5005,62:62,1465642777,STABLE BEAMS,6500,116.783724809,114.626498778,1.4,HFOC
274956:5005,63:63,1465642800,STABLE BEAMS,6500,116.681589281,114.527915561,1.4,HFOC
274956:5005,64:64,1465642823,STABLE BEAMS,6500,116.408661942,114.264140795,1.4,HFOC
274956:5005,65:65,1465642846,STABLE BEAMS,6500,116.487480593,114.341549515,1.4,HFOC
274956:5005,66:66,1465642870,STABLE BEAMS,6500,116.301396356,114.155146301,1.4,HFOC
274956:5005,67:67,1465642893,STABLE BEAMS,6500,168.271523169,165.166744103,2.0,HFOC
274956:5005,68:68,1465642916,STABLE BEAMS,6500,193.816476504,190.247705601,2.3,HFOC
274956:5005,69:69,1465642940,STABLE BEAMS,6500,193.578098786,190.017006621,2.3,HFOC
274956:5005,70:70,1465642963,STABLE BEAMS,6500,191.918331050,188.389357988,2.3,HFOC
274956:5005,71:71,1465642986,STABLE BEAMS,6500,191.191793252,187.674013750,2.3,HFOC
274956:5005,72:72,1465643010,STABLE BEAMS,6500,226.285293218,222.114691266,2.7,HFOC
274956:5005,73:73,1465643033,STABLE BEAMS,6500,311.147661157,305.423331104,3.8,HFOC
274956:5005,74:74,1465643056,STABLE BEAMS,6500,311.209076741,305.473853380,3.8,HFOC
274956:5005,75:75,1465643080,STABLE BEAMS,6500,310.844923306,305.103387565,3.8,HFOC
274956:5005,76:76,1465643103,STABLE BEAMS,6500,310.633107680,304.900007240,3.8,HFOC
274956:5005,77:77,1465643126,STABLE BEAMS,6500,310.581487069,304.858893905,3.8,HFOC
274956:5005,78:78,1465643150,STABLE BEAMS,6500,471.359561378,456.279721124,5.7,HFOC
274956:5005,79:79,1465643173,STABLE BEAMS,6500,489.818781393,480.970681382,5.9,HFOC
274956:5005,80:80,1465643196,STABLE BEAMS,6500,490.296114982,481.455677436,5.9,HFOC
274956:5005,81:81,1465643219,STABLE BEAMS,6500,489.308158101,480.480320058,5.9,HFOC
274956:5005,82:82,1465643243,STABLE BEAMS,6500,488.626196274,479.801114485,5.9,HFOC
274956:5005,83:83,1465643266,STABLE BEAMS,6500,626.411591111,615.090076378,7.6,HFOC
274956:5005,84:84,1465643289,STABLE BEAMS,6500,743.065147369,729.673760951,9.0,HFOC
274956:5005,85:85,1465643313,STABLE BEAMS,6500,742.439462386,729.039050959,9.0,HFOC
274956:5005,86:86,1465643336,STABLE BEAMS,6500,742.085702618,728.705696344,9.0,HFOC
274956:5005,87:87,1465643359,STABLE BEAMS,6500,743.929513428,730.499601369,9.0,HFOC
274956:5005,88:88,1465643383,STABLE BEAMS,6500,788.808481813,774.595292881,9.5,HFOC
274956:5005,89:89,1465643406,STABLE BEAMS,6500,1076.578450762,1057.191011696,13.0,HFOC
274956:5005,90:90,1465643429,STABLE BEAMS,6500,1079.388422281,1059.926428870,13.0,HFOC
274956:5005,91:91,1465643453,STABLE BEAMS,6500,1083.971458955,1064.429485816,13.1,HFOC
274956:5005,92:92,1465643476,STABLE BEAMS,6500,1074.386929290,1055.047521129,13.0,HFOC
274956:5005,93:93,1465643499,STABLE BEAMS,6500,1071.649414156,1052.318637756,12.9,HFOC
274956:5005,94:94,1465643522,STABLE BEAMS,6500,1376.666884078,1351.849986919,16.6,HFOC
274956:5005,95:95,1465643546,STABLE BEAMS,6500,1466.085943847,1439.695677063,17.7,HFOC
274956:5005,96:96,1465643569,STABLE BEAMS,6500,1470.073393918,1443.572580546,17.8,HFOC
274956:5005,97:97,1465643592,STABLE BEAMS,6500,1468.943206571,1442.512553372,17.7,HFOC
274956:5005,98:98,1465643616,STABLE BEAMS,6500,1466.093358347,1439.667544933,17.7,HFOC
274956:5005,99:99,1465643639,STABLE BEAMS,6500,1629.095407829,1597.279517135,19.7,HFOC
274956:5005,100:100,1465643662,STABLE BEAMS,6500,1868.007197256,1833.673100972,22.6,HFOC
274956:5005,101:101,1465643686,STABLE BEAMS,6500,1868.450435891,1834.125141719,22.6,HFOC
274956:5005,102:102,1465643709,STABLE BEAMS,6500,1866.660883610,1832.331933223,22.5,HFOC
274956:5005,103:103,1465643732,STABLE BEAMS,6500,1869.081872403,1834.712266538,22.6,HFOC
274956:5005,104:104,1465643756,STABLE BEAMS,6500,1884.763225606,1850.108917811,22.8,HFOC
274956:5005,105:105,1465643779,STABLE BEAMS,6500,2177.151025878,2137.126540332,26.3,HFOC
274956:5005,106:106,1465643802,STABLE BEAMS,6500,2176.288231357,2136.304695379,26.3,HFOC
274956:5005,107:107,1465643826,STABLE BEAMS,6500,2175.791747561,2135.820838768,26.3,HFOC
274956:5005,108:108,1465643849,STABLE BEAMS,6500,2174.888992673,2134.920027675,26.3,HFOC
274956:5005,109:109,1465643872,STABLE BEAMS,6500,2174.357450791,2104.332033055,26.3,HFOC
274956:5005,110:110,1465643896,STABLE BEAMS,6500,2263.406329375,2221.784340434,27.3,HFOC
274956:5005,111:111,1465643919,STABLE BEAMS,6500,2306.148885556,2260.880076415,27.9,HFOC
274956:5005,112:112,1465643942,STABLE BEAMS,6500,2305.545157315,2263.219427679,27.8,HFOC
274956:5005,113:113,1465643965,STABLE BEAMS,6500,2305.150405001,2262.800518365,27.8,HFOC
274956:5005,114:114,1465643989,STABLE BEAMS,6500,2303.794800813,2261.470338368,27.8,HFOC
274956:5005,115:115,1465644012,STABLE BEAMS,6500,2276.627712665,2234.770163862,27.5,HFOC
274956:5005,116:116,1465644035,STABLE BEAMS,6500,2215.135581677,2174.427085078,26.8,HFOC
274956:5005,117:117,1465644059,STABLE BEAMS,6500,2216.278888394,2175.576209546,26.8,HFOC
274956:5005,118:118,1465644082,STABLE BEAMS,6500,2213.617513384,2172.944303722,26.7,HFOC
274956:5005,119:119,1465644105,STABLE BEAMS,6500,2211.395692643,2170.761589276,26.7,HFOC
274956:5005,120:120,1465644129,STABLE BEAMS,6500,2209.851427025,2169.279233764,26.7,HFOC
274956:5005,121:121,1465644152,STABLE BEAMS,6500,1949.652520088,1913.819491424,23.5,HFOC
274956:5005,122:122,1465644175,STABLE BEAMS,6500,1930.614411232,1895.120891356,23.3,HFOC
274956:5005,123:123,1465644199,STABLE BEAMS,6500,1929.430359163,1867.256611864,23.3,HFOC
274956:5005,124:124,1465644222,STABLE BEAMS,6500,1930.045484681,1894.575150540,23.3,HFOC
274956:5005,125:125,1465644245,STABLE BEAMS,6500,1932.794911757,1897.245345020,23.3,HFOC
274956:5005,126:126,1465644268,STABLE BEAMS,6500,1722.546457864,1690.900230253,20.8,HFOC
274956:5005,127:127,1465644292,STABLE BEAMS,6500,1546.468856151,1518.020929055,18.7,HFOC
274956:5005,128:128,1465644315,STABLE BEAMS,6500,1543.245981670,1513.012318738,18.6,HFOC
274956:5005,129:129,1465644338,STABLE BEAMS,6500,1542.821069739,1512.589837221,18.6,HFOC
274956:5005,130:130,1465644362,STABLE BEAMS,6500,1547.308943021,1518.874544455,18.7,HFOC
274956:5005,131:131,1465644385,STABLE BEAMS,6500,1467.096202499,1440.111023994,17.7,HFOC
274956:5005,132:132,1465644408,STABLE BEAMS,6500,1139.970054362,1119.000059808,13.8,HFOC
