#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
278406:5183,83:83,1470676504,STABLE BEAMS,6500,11332.801765795,10677.152622687,37.3,HFOC
278406:5183,84:84,1470676527,STABLE BEAMS,6500,11327.220563786,7435.407960530,37.3,HFOC
278406:5183,85:85,1470676550,STABLE BEAMS,6500,11302.120792299,1074.150455449,37.2,HFOC
278406:5183,86:86,1470676574,STABLE BEAMS,6500,11312.576302351,6124.288134190,37.3,HFOC
278406:5183,87:87,1470676597,STABLE BEAMS,6500,11305.284994943,10953.318422738,37.2,HFOC
278406:5183,88:88,1470676620,STABLE BEAMS,6500,11297.731773067,10699.146271283,37.2,HFOC
278406:5183,89:89,1470676644,STABLE BEAMS,6500,11301.983820796,10868.710869730,37.2,HFOC
278406:5183,90:90,1470676667,STABLE BEAMS,6500,11281.854353261,10911.035159395,37.2,HFOC
278406:5183,91:91,1470676690,STABLE BEAMS,6500,11272.422169027,10932.612118706,37.1,HFOC
278406:5183,92:92,1470676714,STABLE BEAMS,6500,11262.254765577,10723.355605256,37.1,HFOC
278406:5183,93:93,1470676737,STABLE BEAMS,6500,11258.370921148,10834.143383225,37.1,HFOC
278406:5183,94:94,1470676760,STABLE BEAMS,6500,11251.687532104,10785.649826752,37.1,HFOC
278406:5183,95:95,1470676784,STABLE BEAMS,6500,11245.189401569,6821.371620578,37.0,HFOC
278406:5183,96:96,1470676807,STABLE BEAMS,6500,11240.944512249,6290.220775790,37.0,HFOC
278406:5183,97:97,1470676830,STABLE BEAMS,6500,11231.597685563,10795.164026261,37.0,HFOC
278406:5183,98:98,1470676854,STABLE BEAMS,6500,11225.303444421,10857.336502440,37.0,HFOC
278406:5183,99:99,1470676877,STABLE BEAMS,6500,11215.918593561,10766.888351765,36.9,HFOC
278406:5183,100:100,1470676900,STABLE BEAMS,6500,11188.343919811,10852.035318499,36.8,HFOC
278406:5183,101:101,1470676923,STABLE BEAMS,6500,11178.603179871,10844.237166071,36.8,HFOC
278406:5183,102:102,1470676947,STABLE BEAMS,6500,11187.534760006,10825.782467297,36.8,HFOC
278406:5183,103:103,1470676970,STABLE BEAMS,6500,11185.703654106,10836.457918631,36.8,HFOC
