#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
277166:5109,96:96,1469211466,STABLE BEAMS,6500,9860.248592923,9628.843752843,34.0,HFOC
277166:5109,97:97,1469211489,STABLE BEAMS,6500,9875.319303129,9655.980201585,34.0,HFOC
277166:5109,98:98,1469211513,STABLE BEAMS,6500,9861.814084692,9643.084280319,34.0,HFOC
277166:5109,99:99,1469211536,STABLE BEAMS,6500,9870.012357250,9651.420514973,34.0,HFOC
277166:5109,100:100,1469211559,STABLE BEAMS,6500,9851.752743568,9633.879712584,34.0,HFOC
277166:5109,101:101,1469211583,STABLE BEAMS,6500,9842.348989201,9599.256911749,33.9,HFOC
277166:5109,102:102,1469211606,STABLE BEAMS,6500,9838.178110329,9544.894340594,33.9,HFOC
277166:5109,103:103,1469211629,STABLE BEAMS,6500,9831.122346760,9511.271269854,33.9,HFOC
277166:5109,104:104,1469211653,STABLE BEAMS,6500,9820.142138289,9512.578816105,33.8,HFOC
277166:5109,105:105,1469211676,STABLE BEAMS,6500,9821.560046588,9503.608037587,33.9,HFOC
277166:5109,106:106,1469211699,STABLE BEAMS,6500,9808.086035196,9517.575357398,33.8,HFOC
277166:5109,107:107,1469211722,STABLE BEAMS,6500,9803.143635895,9512.077443667,33.8,HFOC
277166:5109,108:108,1469211746,STABLE BEAMS,6500,9799.649787313,9509.285253689,33.8,HFOC
277166:5109,109:109,1469211769,STABLE BEAMS,6500,9788.450476927,9499.222376154,33.7,HFOC
277166:5109,110:110,1469211792,STABLE BEAMS,6500,9777.220458040,9464.289982634,33.7,HFOC
277166:5109,111:111,1469211816,STABLE BEAMS,6500,9792.835393831,9489.075643027,33.8,HFOC
277166:5109,112:112,1469211839,STABLE BEAMS,6500,9799.381970743,9470.875602071,33.8,HFOC
277166:5109,113:113,1469211862,STABLE BEAMS,6500,9778.716847981,9486.533612625,33.7,HFOC
277166:5109,114:114,1469211886,STABLE BEAMS,6500,9772.922038413,9420.993063899,33.7,HFOC
277166:5109,115:115,1469211909,STABLE BEAMS,6500,9770.846756898,9479.921294448,33.7,HFOC
277166:5109,116:116,1469211932,STABLE BEAMS,6500,9764.503577542,9473.195121312,33.7,HFOC
277166:5109,117:117,1469211956,STABLE BEAMS,6500,9758.156254978,9407.653881788,33.6,HFOC
277166:5109,118:118,1469211979,STABLE BEAMS,6500,9733.514485743,9443.666428858,33.5,HFOC
277166:5109,119:119,1469212002,STABLE BEAMS,6500,9744.402875062,9395.060191116,33.6,HFOC
277166:5109,120:120,1469212026,STABLE BEAMS,6500,9741.625985631,9429.366567413,33.6,HFOC
277166:5109,121:121,1469212049,STABLE BEAMS,6500,9729.966341915,9382.506928889,33.5,HFOC
277166:5109,122:122,1469212072,STABLE BEAMS,6500,9723.681507311,9424.548503771,33.5,HFOC
277166:5109,123:123,1469212095,STABLE BEAMS,6500,9707.354207421,9423.990081638,33.5,HFOC
277166:5109,124:124,1469212119,STABLE BEAMS,6500,9720.843166450,9423.110199679,33.5,HFOC
277166:5109,125:125,1469212142,STABLE BEAMS,6500,9711.639903418,9388.519882227,33.5,HFOC
277166:5109,126:126,1469212165,STABLE BEAMS,6500,9699.927232552,9389.845619604,33.4,HFOC
277166:5109,127:127,1469212189,STABLE BEAMS,6500,9669.412831682,9373.462211859,33.3,HFOC
277166:5109,128:128,1469212212,STABLE BEAMS,6500,9692.600591992,9407.327225418,33.4,HFOC
277166:5109,129:129,1469212235,STABLE BEAMS,6500,9686.073272717,9402.090903630,33.4,HFOC
277166:5109,130:130,1469212259,STABLE BEAMS,6500,9669.139181958,9385.526775680,33.3,HFOC
277166:5109,131:131,1469212282,STABLE BEAMS,6500,9656.571821807,9374.518581803,33.3,HFOC
277166:5109,132:132,1469212305,STABLE BEAMS,6500,9646.689487958,9353.440023146,33.2,HFOC
277166:5109,133:133,1469212329,STABLE BEAMS,6500,9642.378885333,9361.160578120,33.2,HFOC
277166:5109,134:134,1469212352,STABLE BEAMS,6500,9632.008593546,9351.729622153,33.2,HFOC
277166:5109,135:135,1469212375,STABLE BEAMS,6500,9600.275021758,9322.734076218,33.1,HFOC
277166:5109,136:136,1469212399,STABLE BEAMS,6500,9642.268791058,9265.894970741,33.2,HFOC
277166:5109,137:137,1469212422,STABLE BEAMS,6500,9623.046513418,9319.350048084,33.2,HFOC
277166:5109,138:138,1469212445,STABLE BEAMS,6500,9607.304649909,9282.106663762,33.1,HFOC
277166:5109,139:139,1469212468,STABLE BEAMS,6500,9599.924492254,9276.037319333,33.1,HFOC
277166:5109,140:140,1469212492,STABLE BEAMS,6500,9591.498837802,9293.534189912,33.1,HFOC
277166:5109,141:141,1469212515,STABLE BEAMS,6500,9579.124362702,9306.042952281,33.0,HFOC
277166:5109,142:142,1469212538,STABLE BEAMS,6500,9571.921320674,9274.385372544,33.0,HFOC
277166:5109,143:143,1469212562,STABLE BEAMS,6500,9566.114450964,9244.551183390,33.0,HFOC
277166:5109,144:144,1469212585,STABLE BEAMS,6500,9553.828819647,9270.809040125,32.9,HFOC
277166:5109,145:145,1469212608,STABLE BEAMS,6500,9540.421642721,9257.232405800,32.9,HFOC
277166:5109,146:146,1469212632,STABLE BEAMS,6500,9542.740785680,9269.586813603,32.9,HFOC
277166:5109,147:147,1469212655,STABLE BEAMS,6500,9547.405352037,9262.606771529,32.9,HFOC
277166:5109,148:148,1469212678,STABLE BEAMS,6500,9531.253925480,9258.769425287,32.8,HFOC
277166:5109,149:149,1469212702,STABLE BEAMS,6500,9514.810544336,9219.421522368,32.8,HFOC
277166:5109,150:150,1469212725,STABLE BEAMS,6500,9501.742121732,9219.064331386,32.7,HFOC
277166:5109,151:151,1469212748,STABLE BEAMS,6500,9481.299015892,9212.057230643,32.7,HFOC
277166:5109,152:152,1469212771,STABLE BEAMS,6500,9514.748013899,9219.634410628,32.8,HFOC
277166:5109,153:153,1469212795,STABLE BEAMS,6500,9492.810208048,9174.095273947,32.7,HFOC
277166:5109,154:154,1469212818,STABLE BEAMS,6500,9470.197198685,9202.255722430,32.6,HFOC
277166:5109,155:155,1469212841,STABLE BEAMS,6500,9478.161921726,8810.321107430,32.7,HFOC
277166:5109,156:156,1469212865,STABLE BEAMS,6500,9488.478041870,9091.849552531,32.7,HFOC
277166:5109,157:157,1469212888,STABLE BEAMS,6500,9469.362477191,9061.734092463,32.6,HFOC
277166:5109,158:158,1469212911,STABLE BEAMS,6500,9470.172995458,9205.671567696,32.6,HFOC
277166:5109,159:159,1469212935,STABLE BEAMS,6500,9462.402693106,9137.005622271,32.6,HFOC
277166:5109,160:160,1469212958,STABLE BEAMS,6500,9435.165481950,9170.522729322,32.5,HFOC
277166:5109,161:161,1469212981,STABLE BEAMS,6500,9443.605873426,9166.132440845,32.5,HFOC
277166:5109,162:162,1469213005,STABLE BEAMS,6500,9440.190517544,9174.861003523,32.5,HFOC
277166:5109,163:163,1469213028,STABLE BEAMS,6500,9451.113340746,9185.477970048,32.6,HFOC
277166:5109,164:164,1469213051,STABLE BEAMS,6500,9442.979275991,9167.213054299,32.5,HFOC
277166:5109,165:165,1469213074,STABLE BEAMS,6500,9437.939695744,9162.139489377,32.5,HFOC
277166:5109,166:166,1469213098,STABLE BEAMS,6500,9419.599991551,9133.640461848,32.5,HFOC
277166:5109,167:167,1469213121,STABLE BEAMS,6500,9416.354090134,9119.037639103,32.5,HFOC
277166:5109,168:168,1469213144,STABLE BEAMS,6500,9430.225108165,9155.563817650,32.5,HFOC
277166:5109,169:169,1469213168,STABLE BEAMS,6500,9413.591929741,9139.537865440,32.4,HFOC
277166:5109,170:170,1469213191,STABLE BEAMS,6500,9422.875264744,9158.777111116,32.5,HFOC
277166:5109,171:171,1469213214,STABLE BEAMS,6500,9430.676987617,9154.401956606,32.5,HFOC
277166:5109,172:172,1469213238,STABLE BEAMS,6500,9429.902588312,9130.182372412,32.5,HFOC
277166:5109,173:173,1469213261,STABLE BEAMS,6500,9431.545886636,9145.003792813,32.5,HFOC
277166:5109,174:174,1469213284,STABLE BEAMS,6500,9406.692796759,9132.997451293,32.4,HFOC
277166:5109,175:175,1469213308,STABLE BEAMS,6500,9407.543706864,9146.734400118,32.4,HFOC
277166:5109,176:176,1469213331,STABLE BEAMS,6500,9394.048932462,9085.842096374,32.4,HFOC
277166:5109,177:177,1469213354,STABLE BEAMS,6500,9400.275738550,9068.708596511,32.4,HFOC
277166:5109,178:178,1469213378,STABLE BEAMS,6500,9402.042725345,9106.096442491,32.4,HFOC
277166:5109,179:179,1469213401,STABLE BEAMS,6500,9396.151789239,9135.819933603,32.4,HFOC
277166:5109,180:180,1469213424,STABLE BEAMS,6500,9386.394604581,9090.413676468,32.4,HFOC
277166:5109,181:181,1469213448,STABLE BEAMS,6500,9394.387001848,9096.911802609,32.4,HFOC
277166:5109,182:182,1469213471,STABLE BEAMS,6500,9384.936335120,9123.890387591,32.3,HFOC
277166:5109,183:183,1469213494,STABLE BEAMS,6500,9369.987573055,8942.265462137,32.3,HFOC
277166:5109,184:184,1469213517,STABLE BEAMS,6500,9376.645961991,9115.694489625,32.3,HFOC
277166:5109,185:185,1469213541,STABLE BEAMS,6500,9351.489144256,9069.489996120,32.2,HFOC
277166:5109,186:186,1469213564,STABLE BEAMS,6500,9370.060297670,203.299263057,32.3,HFOC
277166:5109,187:187,1469213587,STABLE BEAMS,6500,9376.573836166,0,32.3,HFOC
277166:5109,188:188,1469213611,STABLE BEAMS,6500,9385.176328276,2350.897385502,32.3,HFOC
277166:5109,189:189,1469213634,STABLE BEAMS,6500,9372.153311612,8998.168527139,32.3,HFOC
277166:5109,190:190,1469213657,STABLE BEAMS,6500,9349.549220461,9054.909336096,32.2,HFOC
277166:5109,191:191,1469213681,STABLE BEAMS,6500,9344.090498025,9074.680221135,32.2,HFOC
277166:5109,192:192,1469213704,STABLE BEAMS,6500,9327.727460572,9070.337661603,32.1,HFOC
277166:5109,193:193,1469213727,STABLE BEAMS,6500,9327.394949752,8956.067482601,32.1,HFOC
277166:5109,194:194,1469213751,STABLE BEAMS,6500,9327.665336798,8933.748519265,32.1,HFOC
277166:5109,195:195,1469213774,STABLE BEAMS,6500,9329.742604126,8946.105463356,32.2,HFOC
277166:5109,196:196,1469213797,STABLE BEAMS,6500,9330.069777820,8954.024723512,32.2,HFOC
277166:5109,197:197,1469213820,STABLE BEAMS,6500,9339.410370828,8711.223773000,32.2,HFOC
277166:5109,198:198,1469213844,STABLE BEAMS,6500,9321.591701507,8972.913300704,32.1,HFOC
277166:5109,199:199,1469213867,STABLE BEAMS,6500,9271.139731164,8751.776708674,32.0,HFOC
277166:5109,200:200,1469213890,STABLE BEAMS,6500,9293.883373172,8893.906451697,32.0,HFOC
277166:5109,201:201,1469213914,STABLE BEAMS,6500,9292.104465293,8941.816658855,32.0,HFOC
277166:5109,202:202,1469213937,STABLE BEAMS,6500,9298.605965491,8796.759354943,32.0,HFOC
277166:5109,203:203,1469213960,STABLE BEAMS,6500,9285.373164669,8567.053752157,32.0,HFOC
277166:5109,204:204,1469213984,STABLE BEAMS,6500,9269.568632221,8901.442394685,31.9,HFOC
277166:5109,205:205,1469214007,STABLE BEAMS,6500,9262.985339114,8782.618022091,31.9,HFOC
277166:5109,206:206,1469214030,STABLE BEAMS,6500,9257.458650591,8857.282017972,31.9,HFOC
277166:5109,207:207,1469214054,STABLE BEAMS,6500,9269.440715903,8800.720804666,31.9,HFOC
277166:5109,208:208,1469214077,STABLE BEAMS,6500,9257.423111410,8724.077777652,31.9,HFOC
277166:5109,209:209,1469214100,STABLE BEAMS,6500,9251.610998107,8862.452922594,31.9,HFOC
277166:5109,210:210,1469214124,STABLE BEAMS,6500,9267.680063296,8885.959941635,31.9,HFOC
277166:5109,211:211,1469214147,STABLE BEAMS,6500,9244.375308769,8617.753090267,31.9,HFOC
277166:5109,212:212,1469214170,STABLE BEAMS,6500,9236.677802031,8800.749983504,31.8,HFOC
277166:5109,213:213,1469214193,STABLE BEAMS,6500,9214.460365956,8827.270830530,31.8,HFOC
277166:5109,214:214,1469214217,STABLE BEAMS,6500,9228.386749749,8874.467245295,31.8,HFOC
277166:5109,215:215,1469214240,STABLE BEAMS,6500,9248.769310061,8791.572722565,31.9,HFOC
277166:5109,216:216,1469214263,STABLE BEAMS,6500,9231.805342803,8869.894357700,31.8,HFOC
277166:5109,217:217,1469214287,STABLE BEAMS,6500,9221.751689509,8857.342904990,31.8,HFOC
277166:5109,218:218,1469214310,STABLE BEAMS,6500,9193.866730723,8711.952239474,31.7,HFOC
277166:5109,219:219,1469214333,STABLE BEAMS,6500,9203.042763581,8808.164965943,31.7,HFOC
277166:5109,220:220,1469214357,STABLE BEAMS,6500,9194.598396798,8563.016002956,31.7,HFOC
277166:5109,221:221,1469214380,STABLE BEAMS,6500,9183.744660955,8826.527176886,31.7,HFOC
277166:5109,222:222,1469214403,STABLE BEAMS,6500,9176.028361895,8828.861241512,31.6,HFOC
277166:5109,223:223,1469214427,STABLE BEAMS,6500,9182.187956856,7910.766840458,31.6,HFOC
277166:5109,224:224,1469214450,STABLE BEAMS,6500,9183.854370053,8687.805929973,31.7,HFOC
277166:5109,225:225,1469214473,STABLE BEAMS,6500,9189.727377680,8799.072930745,31.7,HFOC
277166:5109,226:226,1469214496,STABLE BEAMS,6500,9162.822841486,8812.595999479,31.6,HFOC
277166:5109,227:227,1469214520,STABLE BEAMS,6500,9171.413304832,8853.464911570,31.6,HFOC
277166:5109,228:228,1469214543,STABLE BEAMS,6500,9147.244610901,8787.234570649,31.5,HFOC
277166:5109,229:229,1469214566,STABLE BEAMS,6500,9147.236303677,8797.428228232,31.5,HFOC
277166:5109,230:230,1469214590,STABLE BEAMS,6500,9155.604671215,8816.656770719,31.6,HFOC
277166:5109,231:231,1469214613,STABLE BEAMS,6500,9153.698392352,8829.050218045,31.5,HFOC
277166:5109,232:232,1469214636,STABLE BEAMS,6500,9152.525998643,8355.903640741,31.5,HFOC
277166:5109,233:233,1469214660,STABLE BEAMS,6500,9132.982425843,8382.264759991,31.5,HFOC
277166:5109,234:234,1469214683,STABLE BEAMS,6500,9140.762856029,8792.841498682,31.5,HFOC
277166:5109,235:235,1469214706,STABLE BEAMS,6500,9128.247811244,8757.728395387,31.5,HFOC
277166:5109,236:236,1469214730,STABLE BEAMS,6500,9122.423563647,8628.284024719,31.4,HFOC
277166:5109,237:237,1469214753,STABLE BEAMS,6500,9143.601785938,8820.062338179,31.5,HFOC
277166:5109,238:238,1469214776,STABLE BEAMS,6500,9151.031995031,8791.162797393,31.5,HFOC
277166:5109,239:239,1469214800,STABLE BEAMS,6500,9141.863668994,8784.538084519,31.5,HFOC
277166:5109,240:240,1469214823,STABLE BEAMS,6500,9137.437747395,8742.886589085,31.5,HFOC
277166:5109,241:241,1469214846,STABLE BEAMS,6500,9123.788263039,8756.073046630,31.4,HFOC
277166:5109,242:242,1469214869,STABLE BEAMS,6500,9128.584950161,8802.849020060,31.5,HFOC
277166:5109,243:243,1469214893,STABLE BEAMS,6500,9126.889740008,8802.298740217,31.5,HFOC
277166:5109,244:244,1469214916,STABLE BEAMS,6500,9115.503436539,8782.091293285,31.4,HFOC
277166:5109,245:245,1469214939,STABLE BEAMS,6500,9113.307378561,8779.826146466,31.4,HFOC
277166:5109,246:246,1469214963,STABLE BEAMS,6500,9120.290084279,8751.444245074,31.4,HFOC
277166:5109,247:247,1469214986,STABLE BEAMS,6500,9126.877868623,8709.700102930,31.5,HFOC
277166:5109,248:248,1469215009,STABLE BEAMS,6500,9125.649167977,8753.681425030,31.5,HFOC
277166:5109,249:249,1469215033,STABLE BEAMS,6500,9126.457620148,8813.912021814,31.5,HFOC
277166:5109,250:250,1469215056,STABLE BEAMS,6500,9136.022311172,8784.686582773,31.5,HFOC
277166:5109,251:251,1469215079,STABLE BEAMS,6500,9127.394865283,8801.935880204,31.5,HFOC
277166:5109,252:252,1469215103,STABLE BEAMS,6500,9120.780423037,8775.030771216,31.4,HFOC
277166:5109,253:253,1469215126,STABLE BEAMS,6500,9112.209617003,8776.114142875,31.4,HFOC
277166:5109,254:254,1469215149,STABLE BEAMS,6500,9090.409435235,8748.594095262,31.3,HFOC
277166:5109,255:255,1469215173,STABLE BEAMS,6500,9090.600083814,8735.668453234,31.3,HFOC
277166:5109,256:256,1469215196,STABLE BEAMS,6500,9072.993769492,8755.231626057,31.3,HFOC
277166:5109,257:257,1469215219,STABLE BEAMS,6500,9070.515767450,8628.014498401,31.3,HFOC
277166:5109,258:258,1469215242,STABLE BEAMS,6500,9072.905844021,8746.756227968,31.3,HFOC
277166:5109,259:259,1469215266,STABLE BEAMS,6500,9086.793533105,8747.252419961,31.3,HFOC
277166:5109,260:260,1469215289,STABLE BEAMS,6500,9082.782411825,8753.271258513,31.3,HFOC
277166:5109,261:261,1469215312,STABLE BEAMS,6500,9051.207557983,8749.529722606,31.2,HFOC
277166:5109,262:262,1469215336,STABLE BEAMS,6500,9063.803686031,8589.260589417,31.2,HFOC
277166:5109,263:263,1469215359,STABLE BEAMS,6500,9064.156033665,8733.352803470,31.2,HFOC
277166:5109,264:264,1469215382,STABLE BEAMS,6500,9062.106090643,8743.144838346,31.2,HFOC
277166:5109,265:265,1469215406,STABLE BEAMS,6500,9057.325594129,8737.633771232,31.2,HFOC
277166:5109,266:266,1469215429,STABLE BEAMS,6500,9031.809418575,8692.675787852,31.1,HFOC
277166:5109,267:267,1469215452,STABLE BEAMS,6500,9031.367115414,8713.620585345,31.1,HFOC
277166:5109,268:268,1469215476,STABLE BEAMS,6500,9050.196047028,8742.294190844,31.2,HFOC
277166:5109,269:269,1469215499,STABLE BEAMS,6500,9036.610935990,8676.250685799,31.1,HFOC
277166:5109,270:270,1469215522,STABLE BEAMS,6500,9026.231051009,8667.298060868,31.1,HFOC
277166:5109,271:271,1469215546,STABLE BEAMS,6500,9030.799963923,8703.602527467,31.1,HFOC
277166:5109,272:272,1469215569,STABLE BEAMS,6500,9027.995637299,8690.551974421,31.1,HFOC
277166:5109,273:273,1469215592,STABLE BEAMS,6500,9017.810511576,7642.896721968,31.1,HFOC
277166:5109,274:274,1469215615,STABLE BEAMS,6500,9004.536966204,8702.986408933,31.0,HFOC
277166:5109,275:275,1469215639,STABLE BEAMS,6500,9013.414862552,8676.861705557,31.1,HFOC
277166:5109,276:276,1469215662,STABLE BEAMS,6500,9003.647796764,8681.426191899,31.0,HFOC
277166:5109,277:277,1469215685,STABLE BEAMS,6500,8993.508560479,8691.465287312,31.0,HFOC
277166:5109,278:278,1469215709,STABLE BEAMS,6500,8995.764249783,8672.765840052,31.0,HFOC
277166:5109,279:279,1469215732,STABLE BEAMS,6500,8990.906561576,8567.082373687,31.0,HFOC
277166:5109,280:280,1469215755,STABLE BEAMS,6500,8982.795865870,8650.696107105,31.0,HFOC
277166:5109,281:281,1469215779,STABLE BEAMS,6500,8972.003918104,8652.338514182,30.9,HFOC
277166:5109,282:282,1469215802,STABLE BEAMS,6500,8969.833633895,8640.617690879,30.9,HFOC
277166:5109,283:283,1469215825,STABLE BEAMS,6500,8971.954526705,8639.822214873,30.9,HFOC
277166:5109,284:284,1469215849,STABLE BEAMS,6500,8972.836424913,8216.213285736,30.9,HFOC
277166:5109,285:285,1469215872,STABLE BEAMS,6500,8968.439302775,8649.843868245,30.9,HFOC
277166:5109,286:286,1469215895,STABLE BEAMS,6500,8957.807885078,7573.778978992,30.9,HFOC
277166:5109,287:287,1469215918,STABLE BEAMS,6500,8959.217936485,8618.202949211,30.9,HFOC
277166:5109,288:288,1469215942,STABLE BEAMS,6500,8958.802483641,8650.226587117,30.9,HFOC
277166:5109,289:289,1469215965,STABLE BEAMS,6500,8952.148897125,8656.406730799,30.9,HFOC
277166:5109,290:290,1469215988,STABLE BEAMS,6500,8953.062633056,8636.505542670,30.9,HFOC
277166:5109,291:291,1469216012,STABLE BEAMS,6500,8950.406510252,4600.190442443,30.8,HFOC
277166:5109,292:292,1469216035,STABLE BEAMS,6500,8937.073532989,8598.421596032,30.8,HFOC
277166:5109,293:293,1469216058,STABLE BEAMS,6500,8939.618903432,8603.087007796,30.8,HFOC
277166:5109,294:294,1469216082,STABLE BEAMS,6500,8937.553440285,8488.718715917,30.8,HFOC
277166:5109,295:295,1469216105,STABLE BEAMS,6500,8930.680160503,8581.865822487,30.8,HFOC
277166:5109,296:296,1469216128,STABLE BEAMS,6500,8937.768980533,8599.077772264,30.8,HFOC
277166:5109,297:297,1469216152,STABLE BEAMS,6500,8940.837666191,8601.816905880,30.8,HFOC
277166:5109,298:298,1469216175,STABLE BEAMS,6500,8934.757301418,8629.293168338,30.8,HFOC
277166:5109,299:299,1469216198,STABLE BEAMS,6500,8928.340458574,8477.590363239,30.8,HFOC
277166:5109,300:300,1469216222,STABLE BEAMS,6500,8926.294857023,8633.232027899,30.8,HFOC
277166:5109,301:301,1469216245,STABLE BEAMS,6500,8928.193368145,8623.272642498,30.8,HFOC
277166:5109,302:302,1469216268,STABLE BEAMS,6500,8931.348289818,8638.602690133,30.8,HFOC
277166:5109,303:303,1469216292,STABLE BEAMS,6500,8928.165974746,8634.640864551,30.8,HFOC
277166:5109,304:304,1469216315,STABLE BEAMS,6500,8923.488667052,8630.041270416,30.8,HFOC
277166:5109,305:305,1469216338,STABLE BEAMS,6500,8919.320828726,8594.427905009,30.7,HFOC
277166:5109,306:306,1469216361,STABLE BEAMS,6500,8919.128450830,8571.396466879,30.7,HFOC
277166:5109,307:307,1469216385,STABLE BEAMS,6500,8919.470323199,8628.808626547,30.7,HFOC
277166:5109,308:308,1469216408,STABLE BEAMS,6500,8916.424970127,8614.510287951,30.7,HFOC
277166:5109,309:309,1469216431,STABLE BEAMS,6500,8914.379559479,8621.994417389,30.7,HFOC
277166:5109,310:310,1469216455,STABLE BEAMS,6500,8910.584584641,8617.918709519,30.7,HFOC
277166:5109,311:311,1469216478,STABLE BEAMS,6500,8903.805333384,8612.833476226,30.7,HFOC
277166:5109,312:312,1469216501,STABLE BEAMS,6500,8896.734558083,8231.726595902,30.7,HFOC
277166:5109,313:313,1469216525,STABLE BEAMS,6500,8897.815961590,8274.457384227,30.7,HFOC
277166:5109,314:314,1469216548,STABLE BEAMS,6500,8897.354207653,8162.388291267,30.7,HFOC
277166:5109,315:315,1469216571,STABLE BEAMS,6500,8895.007846998,8483.953576578,30.7,HFOC
277166:5109,316:316,1469216595,STABLE BEAMS,6500,8895.682926635,8573.192193553,30.7,HFOC
277166:5109,317:317,1469216618,STABLE BEAMS,6500,8887.117849595,8403.699155250,30.6,HFOC
277166:5109,318:318,1469216641,STABLE BEAMS,6500,8875.654321188,8587.615054233,30.6,HFOC
277166:5109,319:319,1469216664,STABLE BEAMS,6500,8886.593441738,8577.828485073,30.6,HFOC
277166:5109,320:320,1469216688,STABLE BEAMS,6500,8894.572288501,8583.123488268,30.7,HFOC
277166:5109,321:321,1469216711,STABLE BEAMS,6500,8880.476600616,8560.333572798,30.6,HFOC
277166:5109,322:322,1469216734,STABLE BEAMS,6500,8874.287014277,8555.695610116,30.6,HFOC
277166:5109,323:323,1469216758,STABLE BEAMS,6500,8864.880121988,8550.460512654,30.6,HFOC
277166:5109,324:324,1469216781,STABLE BEAMS,6500,8863.466069338,8535.086328461,30.5,HFOC
277166:5109,325:325,1469216804,STABLE BEAMS,6500,8859.696490019,8576.732849716,30.5,HFOC
277166:5109,326:326,1469216828,STABLE BEAMS,6500,8860.767234467,8566.433931718,30.5,HFOC
277166:5109,327:327,1469216851,STABLE BEAMS,6500,8857.510824103,8574.076304702,30.5,HFOC
277166:5109,328:328,1469216874,STABLE BEAMS,6500,8857.511420313,8551.396002468,30.5,HFOC
277166:5109,329:329,1469216898,STABLE BEAMS,6500,8856.507990480,8561.028219325,30.5,HFOC
277166:5109,330:330,1469216921,STABLE BEAMS,6500,8854.154663856,8558.841474834,30.5,HFOC
277166:5109,331:331,1469216944,STABLE BEAMS,6500,8848.343988923,8531.337700767,30.5,HFOC
277166:5109,332:332,1469216968,STABLE BEAMS,6500,8840.165154898,8282.720274642,30.5,HFOC
277166:5109,333:333,1469216991,STABLE BEAMS,6500,8841.668617752,8525.228228405,30.5,HFOC
277166:5109,334:334,1469217014,STABLE BEAMS,6500,8840.805666907,8557.437371996,30.5,HFOC
277166:5109,335:335,1469217037,STABLE BEAMS,6500,8811.219237300,8331.749827667,30.4,HFOC
277166:5109,336:336,1469217061,STABLE BEAMS,6500,8817.218480076,8513.455004657,30.4,HFOC
277166:5109,337:337,1469217084,STABLE BEAMS,6500,8814.830191618,8379.327355602,30.4,HFOC
277166:5109,338:338,1469217107,STABLE BEAMS,6500,8803.778858702,8492.313738001,30.3,HFOC
277166:5109,339:339,1469217131,STABLE BEAMS,6500,8827.374348512,8534.241334112,30.4,HFOC
277166:5109,340:340,1469217154,STABLE BEAMS,6500,8825.872314923,8532.402818578,30.4,HFOC
277166:5109,341:341,1469217177,STABLE BEAMS,6500,8819.768348076,8527.072034327,30.4,HFOC
277166:5109,342:342,1469217201,STABLE BEAMS,6500,8810.308707620,8528.637280626,30.4,HFOC
277166:5109,343:343,1469217224,STABLE BEAMS,6500,8797.148624677,8484.395881468,30.3,HFOC
277166:5109,344:344,1469217247,STABLE BEAMS,6500,8793.366493743,8504.132331986,30.3,HFOC
277166:5109,345:345,1469217271,STABLE BEAMS,6500,8792.128609716,8447.813507061,30.3,HFOC
