#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
277166:5109,144:144,1469212585,STABLE BEAMS,6500,9505.122073617,9223.545168233,32.8,PLTZERO
277166:5109,145:145,1469212608,STABLE BEAMS,6500,9488.243586739,9206.603155984,32.7,PLTZERO
277166:5109,146:146,1469212632,STABLE BEAMS,6500,9491.969923332,9220.269230038,32.7,PLTZERO
277166:5109,147:147,1469212655,STABLE BEAMS,6500,9495.361926579,9212.115798611,32.7,PLTZERO
277166:5109,148:148,1469212678,STABLE BEAMS,6500,9480.454252179,9209.422039764,32.7,PLTZERO
277166:5109,149:149,1469212702,STABLE BEAMS,6500,9463.806049663,9170.000471498,32.6,PLTZERO
277166:5109,150:150,1469212725,STABLE BEAMS,6500,9450.863315054,9169.699174358,32.6,PLTZERO
277166:5109,151:151,1469212748,STABLE BEAMS,6500,9431.504074767,9163.676323483,32.5,PLTZERO
277166:5109,152:152,1469212771,STABLE BEAMS,6500,9462.863225294,9169.358903414,32.6,PLTZERO
277166:5109,153:153,1469212795,STABLE BEAMS,6500,9442.696539896,9125.664139639,32.5,PLTZERO
277166:5109,154:154,1469212818,STABLE BEAMS,6500,9420.031219270,9153.509095358,32.5,PLTZERO
277166:5109,155:155,1469212841,STABLE BEAMS,6500,9426.920734410,8762.690425668,32.5,PLTZERO
277166:5109,156:156,1469212865,STABLE BEAMS,6500,9436.001835482,9041.566907468,32.5,PLTZERO
277166:5109,157:157,1469212888,STABLE BEAMS,6500,9417.476184487,9012.081353045,32.5,PLTZERO
277166:5109,158:158,1469212911,STABLE BEAMS,6500,9417.700885827,9154.665001294,32.5,PLTZERO
277166:5109,159:159,1469212935,STABLE BEAMS,6500,9409.777058727,9086.189700269,32.4,PLTZERO
277166:5109,160:160,1469212958,STABLE BEAMS,6500,9384.017239177,9120.809120821,32.3,PLTZERO
277166:5109,161:161,1469212981,STABLE BEAMS,6500,9393.804699047,9117.794531980,32.4,PLTZERO
277166:5109,162:162,1469213005,STABLE BEAMS,6500,9388.306453803,9124.435212620,32.4,PLTZERO
277166:5109,163:163,1469213028,STABLE BEAMS,6500,9400.082433200,9135.881350035,32.4,PLTZERO
277166:5109,164:164,1469213051,STABLE BEAMS,6500,9391.586855083,9117.321462030,32.4,PLTZERO
277166:5109,165:165,1469213074,STABLE BEAMS,6500,9386.178216786,9111.890610313,32.3,PLTZERO
277166:5109,166:166,1469213098,STABLE BEAMS,6500,9367.127196288,9082.760631877,32.3,PLTZERO
277166:5109,167:167,1469213121,STABLE BEAMS,6500,9364.286324696,9068.613886101,32.3,PLTZERO
277166:5109,168:168,1469213144,STABLE BEAMS,6500,9378.330806809,9105.180970751,32.3,PLTZERO
277166:5109,169:169,1469213168,STABLE BEAMS,6500,9362.070154169,9089.516022317,32.3,PLTZERO
277166:5109,170:170,1469213191,STABLE BEAMS,6500,9370.409116816,9107.781449893,32.3,PLTZERO
277166:5109,171:171,1469213214,STABLE BEAMS,6500,9379.429279026,9104.655567835,32.3,PLTZERO
277166:5109,172:172,1469213238,STABLE BEAMS,6500,9377.269259239,9079.221942142,32.3,PLTZERO
277166:5109,173:173,1469213261,STABLE BEAMS,6500,9379.720515265,9094.752940679,32.3,PLTZERO
277166:5109,174:174,1469213284,STABLE BEAMS,6500,9323.747381028,9052.465399612,32.1,PLTZERO
277166:5109,175:175,1469213308,STABLE BEAMS,6500,9357.161747380,9097.749200971,32.2,PLTZERO
277166:5109,176:176,1469213331,STABLE BEAMS,6500,9341.724176560,9035.234049379,32.2,PLTZERO
277166:5109,177:177,1469213354,STABLE BEAMS,6500,9348.899092851,9019.144111227,32.2,PLTZERO
277166:5109,178:178,1469213378,STABLE BEAMS,6500,9350.466383205,9056.143558911,32.2,PLTZERO
277166:5109,179:179,1469213401,STABLE BEAMS,6500,9344.420879283,9085.522291657,32.2,PLTZERO
277166:5109,180:180,1469213424,STABLE BEAMS,6500,9335.302556749,9040.932712803,32.2,PLTZERO
277166:5109,181:181,1469213448,STABLE BEAMS,6500,9342.758534028,9046.918160855,32.2,PLTZERO
277166:5109,182:182,1469213471,STABLE BEAMS,6500,9332.700687997,9073.107696941,32.2,PLTZERO
277166:5109,183:183,1469213494,STABLE BEAMS,6500,9319.028787794,8893.632848499,32.1,PLTZERO
277166:5109,184:184,1469213517,STABLE BEAMS,6500,9325.589386614,9066.058815557,32.1,PLTZERO
277166:5109,185:185,1469213541,STABLE BEAMS,6500,9300.629077653,9020.163641981,32.1,PLTZERO
277166:5109,186:186,1469213564,STABLE BEAMS,6500,9317.762026059,202.164563841,32.1,PLTZERO
277166:5109,187:187,1469213587,STABLE BEAMS,6500,9324.361737270,0,32.1,PLTZERO
277166:5109,188:188,1469213611,STABLE BEAMS,6500,9332.980404249,2337.822803093,32.2,PLTZERO
277166:5109,189:189,1469213634,STABLE BEAMS,6500,9322.698113857,8950.686781040,32.1,PLTZERO
277166:5109,190:190,1469213657,STABLE BEAMS,6500,9297.911527012,9004.898942923,32.0,PLTZERO
277166:5109,191:191,1469213681,STABLE BEAMS,6500,9293.674625815,9025.717947228,32.0,PLTZERO
277166:5109,192:192,1469213704,STABLE BEAMS,6500,9276.138726354,9020.172469613,32.0,PLTZERO
277166:5109,193:193,1469213727,STABLE BEAMS,6500,9275.958161809,8906.678414550,32.0,PLTZERO
277166:5109,194:194,1469213751,STABLE BEAMS,6500,9275.902197315,8884.171389939,32.0,PLTZERO
277166:5109,195:195,1469213774,STABLE BEAMS,6500,9278.452256344,8896.924164366,32.0,PLTZERO
277166:5109,196:196,1469213797,STABLE BEAMS,6500,9277.485034090,8903.559388670,32.0,PLTZERO
277166:5109,197:197,1469213820,STABLE BEAMS,6500,9288.390209201,8663.635324991,32.0,PLTZERO
277166:5109,198:198,1469213844,STABLE BEAMS,6500,9269.624538038,8922.889992752,31.9,PLTZERO
277166:5109,199:199,1469213867,STABLE BEAMS,6500,9220.031826386,8703.531834404,31.8,PLTZERO
277166:5109,200:200,1469213890,STABLE BEAMS,6500,9242.139129980,8844.389103579,31.9,PLTZERO
277166:5109,201:201,1469213914,STABLE BEAMS,6500,9240.107041748,8891.779400900,31.8,PLTZERO
277166:5109,202:202,1469213937,STABLE BEAMS,6500,9247.151637423,8748.082021645,31.9,PLTZERO
277166:5109,203:203,1469213960,STABLE BEAMS,6500,9233.913438805,8519.574967003,31.8,PLTZERO
277166:5109,204:204,1469213984,STABLE BEAMS,6500,9219.611407497,8853.469142021,31.8,PLTZERO
277166:5109,205:205,1469214007,STABLE BEAMS,6500,9210.142163541,8732.515230265,31.7,PLTZERO
277166:5109,206:206,1469214030,STABLE BEAMS,6500,9204.922415211,8807.016791792,31.7,PLTZERO
277166:5109,207:207,1469214054,STABLE BEAMS,6500,9217.895917210,8751.782427893,31.8,PLTZERO
277166:5109,208:208,1469214077,STABLE BEAMS,6500,9206.852507238,8676.420683584,31.7,PLTZERO
277166:5109,209:209,1469214100,STABLE BEAMS,6500,9200.370173211,8813.367482399,31.7,PLTZERO
277166:5109,210:210,1469214124,STABLE BEAMS,6500,9215.930051088,8836.341425208,31.8,PLTZERO
277166:5109,211:211,1469214147,STABLE BEAMS,6500,9192.555292446,8569.445650241,31.7,PLTZERO
277166:5109,212:212,1469214170,STABLE BEAMS,6500,9186.064945021,8752.525815676,31.7,PLTZERO
277166:5109,213:213,1469214193,STABLE BEAMS,6500,9161.528410761,8776.563064091,31.6,PLTZERO
277166:5109,214:214,1469214217,STABLE BEAMS,6500,9177.249752331,8825.291411975,31.6,PLTZERO
277166:5109,215:215,1469214240,STABLE BEAMS,6500,9197.522970942,8742.859655774,31.7,PLTZERO
277166:5109,216:216,1469214263,STABLE BEAMS,6500,9180.484057295,8820.585001203,31.6,PLTZERO
277166:5109,217:217,1469214287,STABLE BEAMS,6500,9170.886600760,8808.487812366,31.6,PLTZERO
277166:5109,218:218,1469214310,STABLE BEAMS,6500,9143.092465536,8663.839406619,31.5,PLTZERO
277166:5109,219:219,1469214333,STABLE BEAMS,6500,9151.799755414,8759.120657351,31.5,PLTZERO
277166:5109,220:220,1469214357,STABLE BEAMS,6500,9144.710522992,8516.554956663,31.5,PLTZERO
277166:5109,221:221,1469214380,STABLE BEAMS,6500,9135.595907924,8780.251252102,31.5,PLTZERO
277166:5109,222:222,1469214403,STABLE BEAMS,6500,9126.065343904,8780.788531223,31.5,PLTZERO
277166:5109,223:223,1469214427,STABLE BEAMS,6500,9132.248600042,7867.742388140,31.5,PLTZERO
277166:5109,224:224,1469214450,STABLE BEAMS,6500,9133.763194753,8640.420334310,31.5,PLTZERO
277166:5109,225:225,1469214473,STABLE BEAMS,6500,9141.211227250,8752.619197309,31.5,PLTZERO
277166:5109,226:226,1469214496,STABLE BEAMS,6500,9111.549546721,8763.282502956,31.4,PLTZERO
277166:5109,227:227,1469214520,STABLE BEAMS,6500,9121.162422247,8804.956092813,31.4,PLTZERO
277166:5109,228:228,1469214543,STABLE BEAMS,6500,9096.458819139,8738.447566032,31.4,PLTZERO
277166:5109,229:229,1469214566,STABLE BEAMS,6500,9094.637257913,8746.840672098,31.3,PLTZERO
277166:5109,230:230,1469214590,STABLE BEAMS,6500,9102.677651016,8765.689151676,31.4,PLTZERO
277166:5109,231:231,1469214613,STABLE BEAMS,6500,9101.023725860,8778.243729155,31.4,PLTZERO
277166:5109,232:232,1469214636,STABLE BEAMS,6500,9099.742965305,8307.714764741,31.4,PLTZERO
277166:5109,233:233,1469214660,STABLE BEAMS,6500,9080.014808423,8333.651002489,31.3,PLTZERO
277166:5109,234:234,1469214683,STABLE BEAMS,6500,9087.618279045,8741.719743387,31.3,PLTZERO
277166:5109,235:235,1469214706,STABLE BEAMS,6500,9075.128359266,8706.765084294,31.3,PLTZERO
277166:5109,236:236,1469214730,STABLE BEAMS,6500,9068.258091023,8577.052564255,31.3,PLTZERO
277166:5109,237:237,1469214753,STABLE BEAMS,6500,9089.622300188,8767.992875790,31.3,PLTZERO
277166:5109,238:238,1469214776,STABLE BEAMS,6500,9098.381319333,8740.582637505,31.4,PLTZERO
277166:5109,239:239,1469214800,STABLE BEAMS,6500,9088.738969445,8733.489855918,31.3,PLTZERO
277166:5109,240:240,1469214823,STABLE BEAMS,6500,9084.277832012,8692.022099048,31.3,PLTZERO
277166:5109,241:241,1469214846,STABLE BEAMS,6500,9070.219017603,8704.662797666,31.3,PLTZERO
277166:5109,242:242,1469214869,STABLE BEAMS,6500,9074.217452178,8750.421521280,31.3,PLTZERO
277166:5109,243:243,1469214893,STABLE BEAMS,6500,9073.477303064,8750.785876600,31.3,PLTZERO
277166:5109,244:244,1469214916,STABLE BEAMS,6500,9060.846096828,8729.433121355,31.2,PLTZERO
277166:5109,245:245,1469214939,STABLE BEAMS,6500,9059.465064311,8727.954072059,31.2,PLTZERO
277166:5109,246:246,1469214963,STABLE BEAMS,6500,9067.004015107,8700.313189035,31.2,PLTZERO
277166:5109,247:247,1469214986,STABLE BEAMS,6500,9072.910557850,8658.199568030,31.3,PLTZERO
277166:5109,248:248,1469215009,STABLE BEAMS,6500,9074.664711949,8704.775130531,31.3,PLTZERO
277166:5109,249:249,1469215033,STABLE BEAMS,6500,9073.232524376,8762.509678099,31.3,PLTZERO
277166:5109,250:250,1469215056,STABLE BEAMS,6500,9083.500727346,8734.184773887,31.3,PLTZERO
277166:5109,251:251,1469215079,STABLE BEAMS,6500,9075.240966666,8751.641652957,31.3,PLTZERO
277166:5109,252:252,1469215103,STABLE BEAMS,6500,9069.377868352,8725.576779544,31.3,PLTZERO
277166:5109,253:253,1469215126,STABLE BEAMS,6500,9060.399853404,8726.215334774,31.2,PLTZERO
277166:5109,254:254,1469215149,STABLE BEAMS,6500,9037.983406015,8698.139376699,31.1,PLTZERO
277166:5109,255:255,1469215173,STABLE BEAMS,6500,9038.894003789,8685.981175392,31.2,PLTZERO
277166:5109,256:256,1469215196,STABLE BEAMS,6500,9021.771516361,8705.803322460,31.1,PLTZERO
277166:5109,257:257,1469215219,STABLE BEAMS,6500,9018.525332464,8578.560394760,31.1,PLTZERO
277166:5109,258:258,1469215242,STABLE BEAMS,6500,9020.550371333,8696.282811329,31.1,PLTZERO
277166:5109,259:259,1469215266,STABLE BEAMS,6500,9034.086069869,8696.514446917,31.1,PLTZERO
277166:5109,260:260,1469215289,STABLE BEAMS,6500,9030.845968780,8703.218999903,31.1,PLTZERO
277166:5109,261:261,1469215312,STABLE BEAMS,6500,8999.281607954,8699.334470730,31.0,PLTZERO
277166:5109,262:262,1469215336,STABLE BEAMS,6500,9009.640013485,8537.932701690,31.1,PLTZERO
277166:5109,263:263,1469215359,STABLE BEAMS,6500,9010.566649825,8681.719204726,31.1,PLTZERO
277166:5109,264:264,1469215382,STABLE BEAMS,6500,9009.850516990,8692.728517406,31.1,PLTZERO
277166:5109,265:265,1469215406,STABLE BEAMS,6500,9004.947507153,8687.104446998,31.0,PLTZERO
277166:5109,266:266,1469215429,STABLE BEAMS,6500,8980.940552107,8643.716986420,31.0,PLTZERO
277166:5109,267:267,1469215452,STABLE BEAMS,6500,8977.341162422,8661.495403175,30.9,PLTZERO
277166:5109,268:268,1469215476,STABLE BEAMS,6500,8998.555371508,8692.410412055,31.0,PLTZERO
277166:5109,269:269,1469215499,STABLE BEAMS,6500,8983.337981438,8625.102139984,31.0,PLTZERO
277166:5109,270:270,1469215522,STABLE BEAMS,6500,8973.284075208,8616.456550376,30.9,PLTZERO
277166:5109,271:271,1469215546,STABLE BEAMS,6500,8977.845314925,8652.566493151,30.9,PLTZERO
277166:5109,272:272,1469215569,STABLE BEAMS,6500,8973.823157249,8638.404324779,30.9,PLTZERO
277166:5109,273:273,1469215592,STABLE BEAMS,6500,8965.535681819,7598.592051286,30.9,PLTZERO
277166:5109,274:274,1469215615,STABLE BEAMS,6500,8949.492182249,8649.785005192,30.8,PLTZERO
277166:5109,275:275,1469215639,STABLE BEAMS,6500,8958.149313070,8623.659724149,30.9,PLTZERO
277166:5109,276:276,1469215662,STABLE BEAMS,6500,8950.003835586,8629.702035188,30.8,PLTZERO
277166:5109,277:277,1469215685,STABLE BEAMS,6500,8940.979010410,8640.699920502,30.8,PLTZERO
277166:5109,278:278,1469215709,STABLE BEAMS,6500,8942.798728758,8621.702078408,30.8,PLTZERO
277166:5109,279:279,1469215732,STABLE BEAMS,6500,8938.215790354,8516.875403534,30.8,PLTZERO
277166:5109,280:280,1469215755,STABLE BEAMS,6500,8928.962708567,8598.853196360,30.8,PLTZERO
277166:5109,281:281,1469215779,STABLE BEAMS,6500,8918.643735541,8600.879512723,30.7,PLTZERO
277166:5109,282:282,1469215802,STABLE BEAMS,6500,8915.058204577,8587.852660567,30.7,PLTZERO
277166:5109,283:283,1469215825,STABLE BEAMS,6500,8917.341840437,8587.231232761,30.7,PLTZERO
277166:5109,284:284,1469215849,STABLE BEAMS,6500,8918.291272368,8166.267584534,30.7,PLTZERO
277166:5109,285:285,1469215872,STABLE BEAMS,6500,8914.277050276,8597.605679207,30.7,PLTZERO
277166:5109,286:286,1469215895,STABLE BEAMS,6500,8903.037188751,7527.470646213,30.7,PLTZERO
277166:5109,287:287,1469215918,STABLE BEAMS,6500,8904.736691404,8565.795425433,30.7,PLTZERO
277166:5109,288:288,1469215942,STABLE BEAMS,6500,8906.006410090,8599.249015063,30.7,PLTZERO
277166:5109,289:289,1469215965,STABLE BEAMS,6500,8897.423030525,8603.488781665,30.7,PLTZERO
277166:5109,290:290,1469215988,STABLE BEAMS,6500,8899.134770204,8584.484429280,30.7,PLTZERO
277166:5109,291:291,1469216012,STABLE BEAMS,6500,8894.191632222,4571.297995565,30.7,PLTZERO
277166:5109,292:292,1469216035,STABLE BEAMS,6500,8883.178951064,8546.569237940,30.6,PLTZERO
277166:5109,293:293,1469216058,STABLE BEAMS,6500,8884.925259735,8550.452305961,30.6,PLTZERO
277166:5109,294:294,1469216082,STABLE BEAMS,6500,8881.501438174,8435.481587594,30.6,PLTZERO
277166:5109,295:295,1469216105,STABLE BEAMS,6500,8875.362397037,8528.708659188,30.6,PLTZERO
277166:5109,296:296,1469216128,STABLE BEAMS,6500,8882.884103985,8546.272724048,30.6,PLTZERO
277166:5109,297:297,1469216152,STABLE BEAMS,6500,8885.326500275,8548.410625254,30.6,PLTZERO
277166:5109,298:298,1469216175,STABLE BEAMS,6500,8879.670392224,8576.089586737,30.6,PLTZERO
277166:5109,299:299,1469216198,STABLE BEAMS,6500,8873.320582418,8425.348182954,30.6,PLTZERO
277166:5109,300:300,1469216222,STABLE BEAMS,6500,8870.356540456,8579.130245031,30.6,PLTZERO
277166:5109,301:301,1469216245,STABLE BEAMS,6500,8871.539199657,8568.553359317,30.6,PLTZERO
277166:5109,302:302,1469216268,STABLE BEAMS,6500,8874.525452258,8583.642352514,30.6,PLTZERO
277166:5109,303:303,1469216292,STABLE BEAMS,6500,8872.847843072,8581.141388661,30.6,PLTZERO
277166:5109,304:304,1469216315,STABLE BEAMS,6500,8867.623259906,8576.012987617,30.6,PLTZERO
277166:5109,305:305,1469216338,STABLE BEAMS,6500,8863.688159458,8540.821697275,30.5,PLTZERO
277166:5109,306:306,1469216361,STABLE BEAMS,6500,8863.157153914,8517.607334984,30.5,PLTZERO
277166:5109,307:307,1469216385,STABLE BEAMS,6500,8863.515569626,8574.677288830,30.5,PLTZERO
277166:5109,308:308,1469216408,STABLE BEAMS,6500,8861.872779833,8561.805262553,30.5,PLTZERO
277166:5109,309:309,1469216431,STABLE BEAMS,6500,8858.260485255,8567.716007833,30.5,PLTZERO
277166:5109,310:310,1469216455,STABLE BEAMS,6500,8854.268489375,8563.452302020,30.5,PLTZERO
277166:5109,311:311,1469216478,STABLE BEAMS,6500,8848.338009674,8559.178796615,30.5,PLTZERO
277166:5109,312:312,1469216501,STABLE BEAMS,6500,8839.980619636,8179.214867977,30.5,PLTZERO
277166:5109,313:313,1469216525,STABLE BEAMS,6500,8814.513775523,8196.991139522,30.4,PLTZERO
277166:5109,314:314,1469216548,STABLE BEAMS,6500,8842.736110353,8112.281921723,30.5,PLTZERO
277166:5109,315:315,1469216571,STABLE BEAMS,6500,8839.913373173,8431.405117228,30.5,PLTZERO
277166:5109,316:316,1469216595,STABLE BEAMS,6500,8841.204288234,8520.688541916,30.5,PLTZERO
277166:5109,317:317,1469216618,STABLE BEAMS,6500,8832.426589270,8351.982850148,30.4,PLTZERO
277166:5109,318:318,1469216641,STABLE BEAMS,6500,8819.349375107,8533.137357705,30.4,PLTZERO
277166:5109,319:319,1469216664,STABLE BEAMS,6500,8831.040283537,8524.205523026,30.4,PLTZERO
277166:5109,320:320,1469216688,STABLE BEAMS,6500,8840.104522490,8530.562943856,30.5,PLTZERO
277166:5109,321:321,1469216711,STABLE BEAMS,6500,8825.210034789,8507.059378160,30.4,PLTZERO
277166:5109,322:322,1469216734,STABLE BEAMS,6500,8819.357318687,8502.737918454,30.4,PLTZERO
277166:5109,323:323,1469216758,STABLE BEAMS,6500,8811.015270089,8498.506139572,30.4,PLTZERO
277166:5109,324:324,1469216781,STABLE BEAMS,6500,8809.050436583,8482.686723211,30.4,PLTZERO
277166:5109,325:325,1469216804,STABLE BEAMS,6500,8805.619066253,8524.382566909,30.3,PLTZERO
277166:5109,326:326,1469216828,STABLE BEAMS,6500,8805.111689238,8512.627129381,30.3,PLTZERO
277166:5109,327:327,1469216851,STABLE BEAMS,6500,8802.490037607,8520.816147179,30.3,PLTZERO
277166:5109,328:328,1469216874,STABLE BEAMS,6500,8801.878841973,8497.686084925,30.3,PLTZERO
277166:5109,329:329,1469216898,STABLE BEAMS,6500,8801.214680305,8507.579660451,30.3,PLTZERO
277166:5109,330:330,1469216921,STABLE BEAMS,6500,8798.563830500,8505.104766112,30.3,PLTZERO
277166:5109,331:331,1469216944,STABLE BEAMS,6500,8792.535820678,8477.528950750,30.3,PLTZERO
277166:5109,332:332,1469216968,STABLE BEAMS,6500,8784.759062229,8230.807990308,30.3,PLTZERO
277166:5109,333:333,1469216991,STABLE BEAMS,6500,8786.939264602,8472.457620665,30.3,PLTZERO
277166:5109,334:334,1469217014,STABLE BEAMS,6500,8786.572721605,8504.942718182,30.3,PLTZERO
277166:5109,335:335,1469217037,STABLE BEAMS,6500,8758.557622197,8281.953835677,30.2,PLTZERO
