#time_sec,time_ms,run,ls,nb,plt_bkg_A1,plt_bkg_A2,plt_bkg_B1,plt_bkg_B2
1465655654,564,274959,50,52,1.31879434665e-16,5.54596499512e-16,1.16147017583e-16,3.10989351402e-16
1465655656,21,274959,50,56,2.30782646401e-16,3.26226530164e-16,1.65927535902e-16,4.1465119101e-16
1465655657,478,274959,50,60,3.95635445839e-16,4.24102456646e-16,1.99112232613e-16,3.10996530977e-16
1465655658,935,274959,50,64,3.6267722489e-16,2.60995020728e-16,3.31865975952e-16,2.51754981508e-16
1465655660,392,274959,51,4,1.3187663116e-16,3.91476815896e-16,1.65926067903e-16,4.29462958959e-16
1465655661,849,274959,51,8,3.62675952765e-16,7.17729313191e-16,2.65495847704e-16,2.81368734651e-16
1465655663,306,274959,51,12,3.29693953264e-16,6.19836004203e-16,1.32749370254e-16,2.51765175282e-16
1465655664,763,274959,51,16,3.95625588036e-16,3.58858722484e-16,2.15715315581e-16,2.96187851695e-16
1465655666,220,274959,51,20,2.63759617262e-16,4.24122354215e-16,2.15711226592e-16,2.51766815288e-16
1465655667,677,274959,51,24,4.28589425908e-16,3.58870237385e-16,1.32745608433e-16,3.70231825863e-16
1465655669,134,274959,51,28,4.61578587713e-16,5.22004490099e-16,3.31863126283e-16,3.70241014325e-16
1465655670,591,274959,51,32,1.97814103566e-16,6.19882135193e-16,2.48905309053e-16,2.0733640097e-16
1465655672,47,274959,51,36,6.92366962221e-16,4.89369025841e-16,2.98685846663e-16,3.40614092466e-16
1465655673,504,274959,51,40,3.95629061792e-16,2.28361057532e-16,1.82531815644e-16,2.81376858994e-16
1465655674,961,274959,51,44,4.2860701936e-16,5.2200855508e-16,2.15717971896e-16,3.40623908829e-16
1465655676,418,274959,51,48,3.62660905577e-16,6.85139964668e-16,3.15288674956e-16,3.99881021174e-16
1465655677,875,274959,51,52,5.27513796565e-16,2.93621805745e-16,2.6550611196e-16,4.44319434842e-16
1465655679,332,274959,51,56,2.63760054303e-16,6.52496119379e-16,1.65940411572e-16,3.1100680149e-16
1465655680,789,274959,51,60,9.89085880469e-17,3.58846807779e-16,1.16157940714e-16,3.11007511084e-16
1465655682,246,274959,51,64,4.61583411014e-16,5.54603495999e-16,3.15292775685e-16,3.25823621975e-16
1465655683,703,274959,52,4,3.62685243437e-16,3.26262820801e-16,2.48914874425e-16,2.3696561793e-16
