#time_sec,time_ms,run,ls,nb,bcm1f_minus,bcm1f_plus
1465649969,615,274958,146,52,0.177133202553,0.13367792964
1465649971,72,274958,146,56,0.225285917521,0.090710029006
1465649972,529,274958,146,60,0.196624293923,0.161528393626
1465649973,986,274958,146,64,0.133564129472,0.180626705289
1465649975,443,274958,147,4,0.146750301123,0.0875276476145
1465649976,899,274958,147,8,0.130699515343,0.144022777677
1465649978,394,274958,147,12,0.153058409691,0.185406818986
1465649979,813,274958,147,16,0.177138641477,0.113790206611
1465649981,270,274958,147,20,0.171979263425,0.163125827909
1465649982,726,274958,147,24,0.115224801004,0.101857207716
1465649984,184,274958,147,28,0.171975702047,0.105038560927
1465649985,642,274958,147,32,0.151338621974,0.0787789076567
1465649987,97,274958,147,36,0.136430293322,0.128914892673
1465649988,592,274958,147,40,0.211524277925,0.148013368249
1465649990,12,274958,147,44,0.118089459836,0.162338897586
1465649991,469,274958,147,48,0.201785847545,0.100268863142
1465649992,925,274958,147,52,0.13700799644,0.173481032252
1465649994,382,274958,147,56,0.194332197309,0.0580926127732
1465649995,839,274958,147,60,0.104903511703,0.133695304394
1465649997,296,274958,147,64,0.145603775978,0.11220856756
1465649998,791,274958,148,4,0.223569989204,0.11459441483
1465650000,209,274958,148,8,0.196054130793,0.188604906201
1465650001,667,274958,148,12,0.212678611279,0.116982780397
1465650003,124,274958,148,16,0.160512670875,0.0732133388519
1465650004,580,274958,148,20,0.148476526141,0.0366083309054
1465650006,38,274958,148,24,0.112360626459,0.0756041556597
1465650007,494,274958,148,28,0.214402794838,0.125741556287
1465650008,990,274958,148,32,0.108918771148,0.148026943207
1465650010,409,274958,148,36,0.170257225633,0.159964561462
1465650011,865,274958,148,40,0.131847992539,0.209305420518
1465650013,334,274958,148,44,0.197201475501,0.124948203564
1465650014,779,274958,148,48,0.128410279751,0.168719887733
1465650016,236,274958,148,52,0.159941852093,0.147232413292
1465650017,693,274958,148,56,0.142170533538,0.156782627106
1465650019,188,274958,148,60,0.170268446207,0.146437749267
1465650020,609,274958,148,64,0.149058744311,0.174291819334
1465650022,64,274958,149,4,0.118100397289,0.0668516606092
1465650023,521,274958,149,8,0.178298398852,0.121769480407
1465650024,978,274958,149,12,0.119253233075,0.136894881725
1465650026,435,274958,149,16,0.214426517487,0.0827736482024
1465650027,894,274958,149,20,0.216724470258,0.172709584236
1465650029,394,274958,149,24,0.127855971456,0.145649090409
1465650030,807,274958,149,28,0.189770981669,0.131322696805
1465650032,263,274958,149,32,0.255691796541,0.0795899108052
1465650033,720,274958,149,36,0.115806609392,0.0700391232967
1465650035,176,274958,149,40,0.140461578965,0.138488411903
1465650036,633,274958,149,44,0.185753256083,0.138488411903
1465650038,104,274958,149,48,0.1783054322,0.0374083705246
1465650039,585,274958,149,52,0.155370175838,0.144856929779
1465650041,3,274958,149,56,0.205249145627,0.12893858552
1465650042,460,274958,149,60,0.178306773305,0.0986943393946
1465650043,918,274958,149,64,0.166269183159,0.14725266397
1465650045,375,274958,150,4,0.180602744222,0.123373828828
1465650046,832,274958,150,8,0.126707330346,0.0931275710464
1465650048,288,274958,150,12,0.196078404784,0.101088427007
1465650049,783,274958,150,16,0.10262581706,0.129743412137
1465650051,203,274958,150,20,0.194353625178,0.164765939116
1465650052,659,274958,150,24,0.188047200441,0.096312455833
1465650054,117,274958,150,28,0.270035326481,0.0987013950944
1465650055,573,274958,150,32,0.149064093828,0.129744574428
1465650057,30,274958,150,36,0.16339841485,0.0939279794693
1465650058,486,274958,150,40,0.192638888955,0.0788044333458
1465650059,981,274958,150,44,0.141612514853,0.104276560247
1465650061,400,274958,150,48,0.142190530896,0.0939270406961
1465650062,857,274958,150,52,0.159962803125,0.0660696476698
1465650064,314,274958,150,56,0.200096815825,0.108258709311
1465650065,771,274958,150,60,0.241374313831,0.130540862679
1465650067,229,274958,150,64,0.14391054213,0.150447309017
1465650068,685,274958,151,4,0.154230847955,0.118606612086
1465650070,180,274958,151,8,0.188629686832,0.111445792019
1465650071,599,274958,151,12,0.149069041014,0.122590385377
1465650073,56,274958,151,16,0.113529250026,0.130548477173
1465650074,513,274958,151,20,0.116396158934,0.0835828632116
1465650075,970,274958,151,24,0.230495363474,0.0891573503613
1465650077,427,274958,151,28,0.193226203322,0.0995059758425
1465650078,884,274958,151,32,0.125568389893,0.155234575272
1465650080,379,274958,151,36,0.17258413136,0.105877481401
1465650081,797,274958,151,40,0.14219558239,0.0740346387029
1465650083,254,274958,151,44,0.193227306008,0.134537115693
1465650084,711,274958,151,48,0.188647612929,0.117821477354
1465650086,168,274958,151,52,0.116972982883,0.0867739245296
1465650087,625,274958,151,56,0.270069777966,0.117821402848
1465650089,82,274958,151,60,0.21043650806,0.105880051851
1465650090,578,274958,151,64,0.145068451762,0.105083562434
1465650091,996,274958,152,4,0.24312120676,0.112249732018
1465650093,453,274958,152,8,0.20986405015,0.140113145113
1465650094,910,274958,152,12,0.208710283041,0.0963294953108
1465650096,366,274958,152,16,0.220183908939,0.113051190972
1465650097,824,274958,152,20,0.108945153654,0.0581178590655
1465650099,281,274958,152,24,0.154817476869,0.112255074084
1465650100,776,274958,152,28,0.196102157235,0.117031902075
1465650102,194,274958,152,32,0.193811252713,0.129774317145
1465650103,651,274958,152,36,0.193237885833,0.0700618252158
1465650105,108,274958,152,40,0.192091077566,0.100315794349
1465650106,565,274958,152,44,0.131883502007,0.0557317174971
1465650108,22,274958,152,48,0.146790027618,0.082006752491
1465650109,480,274958,152,52,0.219611644745,0.0589174702764
1465650110,974,274958,152,56,0.231657549739,0.0851898044348
1465650112,393,274958,152,60,0.148513108492,0.0915591269732
1465650113,850,274958,152,64,0.220193058252,0.0780265703797
1465650115,306,274958,153,4,0.177186071873,0.158442139626
1465650116,763,274958,153,8,0.168011367321,0.0923582389951
1465650118,220,274958,153,12,0.135326087475,0.0732521265745
1465650119,678,274958,153,16,0.137047082186,0.108283184469
1465650121,173,274958,153,20,0.112963497639,0.0836009681225
1465650122,591,274958,153,24,0.197831332684,0.124211974442
1465650124,49,274958,153,28,0.151958778501,0.0453844368458
1465650125,505,274958,153,32,0.168014809489,0.135357096791
1465650126,962,274958,153,36,0.146801486611,0.112266644835
1465650128,419,274958,153,40,0.15942388773,0.0971393361688
1465650129,876,274958,153,44,0.121001571417,0.0748450681567
1465650131,371,274958,153,48,0.159435272217,0.128193587065
1465650132,790,274958,153,52,0.101510956883,0.108287751675
1465650134,247,274958,153,56,0.145667865872,0.0859926491976
1465650135,703,274958,153,60,0.224236741662,0.100324764848
1465650137,160,274958,153,64,0.164594933391,0.109880566597
1465650138,618,274958,154,4,0.114121563733,0.135361865163
1465650140,74,274958,154,8,0.129031911492,0.111474461854
1465650141,569,274958,154,12,0.176061034203,0.132974624634
1465650142,989,274958,154,16,0.16917912662,0.112272001803
1465650144,445,274958,154,20,0.169752389193,0.133769124746
1465650145,902,274958,154,24,0.193832159042,0.148902490735
1465650147,359,274958,154,28,0.175481170416,0.084404617548
1465650148,816,274958,154,32,0.166884690523,0.0931655541062
1465650150,273,274958,154,36,0.132475480437,0.128202155232
1465650151,767,274958,154,40,0.149678364396,0.0915738046169
1465650153,187,274958,154,44,0.171477690339,0.130593985319
1465650154,643,274958,154,48,0.174345180392,0.136964410543
1465650156,101,274958,154,52,0.121582128108,0.121836289763
1465650157,557,274958,154,56,0.127318561077,0.196688830853
1465650159,14,274958,154,60,0.185816287994,0.0812237337232
1465650160,472,274958,154,64,0.126171201468,0.191117674112
1465650161,967,274958,155,4,0.171488359571,0.0525577403605
1465650163,385,274958,155,8,0.16288523376,0.0915778875351
1465650164,842,274958,155,12,0.162881955504,0.154495179653
1465650166,302,274958,155,16,0.165749579668,0.136975124478
1465650167,756,274958,155,20,0.17836406827,0.0780429840088
1465650169,213,274958,155,24,0.18696705997,0.0732644051313
1465650170,669,274958,155,28,0.124453522265,0.132194504142
1465650172,165,274958,155,32,0.140510454774,0.0676899552345
1465650173,584,274958,155,36,0.189832478762,0.105118513107
1465650175,41,274958,155,40,0.185825943947,0.0923778265715
1465650176,497,274958,155,44,0.122731082141,0.147329807281
1465650177,954,274958,155,48,0.207610532641,0.12662397325
1465650179,411,274958,155,52,0.114707417786,0.11786326021
1465650180,869,274958,155,56,0.178360924125,0.0883993208408
1465650182,364,274958,155,60,0.154847070575,0.119458541274
1465650183,783,274958,155,64,0.176076471806,0.0915842726827
1465650185,239,274958,156,4,0.193855449557,0.100347697735
1465650186,696,274958,156,8,0.159443229437,0.0987548828125
1465650188,153,274958,156,12,0.172057375312,0.143350541592
1465650189,609,274958,156,16,0.186397761106,0.125036850572
1465650191,67,274958,156,20,0.247192144394,0.151318505406
1465650192,562,274958,156,24,0.149124622345,0.139373824
1465650193,982,274958,156,28,0.214510023594,0.215830311179
1465650195,437,274958,156,32,0.200174853206,0.10194388777
1465650196,894,274958,156,36,0.157156214118,0.117874868214
1465650198,352,274958,156,40,0.139375761151,0.152122303843
1465650199,808,274958,156,44,0.191002950072,0.0923910886049
1465650201,265,274958,156,48,0.281055390835,0.0541603043675
1465650202,760,274958,156,52,0.147412344813,0.075663767755
1465650204,179,274958,156,56,0.163465589285,0.109119817615
1465650205,636,274958,156,60,0.145111560822,0.118677772582
1465650207,93,274958,156,64,0.164616852999,0.163282975554
1465650208,550,274958,157,4,0.142820894718,0.105138324201
1465650210,7,274958,157,8,0.127910301089,0.0756671652198
1465650211,464,274958,157,12,0.118161007762,0.0947821363807
1465650212,959,274958,157,16,0.134795323014,0.180006444454
1465650214,377,274958,157,20,0.173225834966,0.123460426927
1465650215,837,274958,157,24,0.0998056158423,0.135408222675
1465650217,292,274958,157,28,0.123325705528,0.117085918784
1465650218,763,274958,157,32,0.114147298038,0.0764648243785
1465650220,205,274958,157,36,0.152576729655,0.116294704378
1465650221,662,274958,157,40,0.205347642303,0.144970089197
1465650223,157,274958,157,44,0.237477093935,0.143376484513
1465650224,576,274958,157,48,0.13537247479,0.116296164691
1465650226,32,274958,157,52,0.103250190616,0.0796549096704
1465650227,490,274958,157,56,0.166352421045,0.0700966268778
1465650228,947,274958,157,60,0.127919301391,0.148158788681
1465650230,404,274958,157,64,0.137096241117,0.125853940845
1465650231,861,274958,158,4,0.17151632905,0.0868248641491
1465650233,355,274958,158,8,0.185857146978,0.101162910461
1465650234,774,274958,158,12,0.20765684545,0.0868253782392
1465650236,231,274958,158,16,0.238633275032,0.07726662606
1465650237,688,274958,158,20,0.152014389634,0.0852349549532
1465650239,145,274958,158,24,0.149710908532,0.135420918465
1465650240,602,274958,158,28,0.158314988017,0.16170848906
1465650242,59,274958,158,32,0.110131733119,0.146573334932
1465650243,554,274958,158,36,0.135365918279,0.187206476927
1465650244,973,274958,158,40,0.132497996092,0.0796623304486
1465650246,430,274958,158,44,0.162901178002,0.143395885825
1465650247,887,274958,158,48,0.103820815682,0.127463012934
1465650249,344,274958,158,52,0.226573467255,0.107544794679
1465650250,802,274958,158,56,0.162334278226,0.102765664458
1465650252,258,274958,158,60,0.17552754283,0.0661205425858
1465650253,764,274958,158,64,0.13021299243,0.074089333415
1465650255,172,274958,159,4,0.216839030385,0.133040785789
1465650256,629,274958,159,8,0.193316310644,0.0581557303667
1465650258,86,274958,159,12,0.136526063085,0.0525791570544
1465650259,542,274958,159,16,0.1514416188,0.112331144512
1465650260,999,274958,159,20,0.106126360595,0.0820575430989
1465650262,456,274958,159,24,0.173244103789,0.128264695406
1465650263,951,274958,159,28,0.172673359513,0.124282002449
1465650265,370,274958,159,32,0.158333152533,0.0932104438543
1465650266,826,274958,159,36,0.190462961793,0.133045122027
1465650268,284,274958,159,40,0.174973413348,0.112333483994
1465650269,742,274958,159,44,0.184726059437,0.0868393704295
1465650271,198,274958,159,48,0.143418699503,0.105964921415
1465650272,654,274958,159,52,0.181281208992,0.0446168109775
1465650274,150,274958,159,56,0.165791630745,0.143406867981
1465650275,569,274958,159,60,0.152594909072,0.124287307262
1465650277,25,274958,159,64,0.172673165798,0.110743172467
1465650278,482,274958,160,4,0.193326741457,0.110743910074
1465650279,939,274958,160,8,0.146861359477,0.15137937665
1465650281,396,274958,160,12,0.137108847499,0.0677223652601
1465650282,853,274958,160,16,0.0613841637969,0.0820636972785
1465650284,348,274958,160,20,0.185873553157,0.0748930796981
1465650285,767,274958,160,24,0.126212745905,0.183254614472
1465650287,224,274958,160,28,0.147439435124,0.105172209442
1465650288,680,274958,160,32,0.142275571823,0.164932087064
1465650290,137,274958,160,36,0.201377213001,0.0613517388701
1465650291,595,274958,160,40,0.192771315575,0.0860517993569
1465650293,51,274958,160,44,0.161794140935,0.0932250022888
1465650294,547,274958,160,48,0.154331788421,0.148997813463
1465650295,965,274958,160,52,0.225473597646,0.0804747492075
1465650297,422,274958,160,56,0.143436208367,0.0788802430034
1465650298,879,274958,160,60,0.218596741557,0.168118491769
1465650300,336,274958,160,64,0.12680336833,0.107566602528
1465650301,793,274958,161,4,0.135977253318,0.133066803217
1465650303,250,274958,161,8,0.180155515671,0.124301940203
1465650304,745,274958,161,12,0.146305426955,0.143425986171
1465650306,163,274958,161,16,0.193345889449,0.178486913443
1465650307,620,274958,161,20,0.188182368875,0.0780880153179
1465650309,78,274958,161,24,0.19965685904,0.121913224459
1465650310,534,274958,161,28,0.184739947319,0.18486186862
1465650311,992,274958,161,32,0.224333226681,0.11792857945
1465650313,449,274958,161,36,0.223184600472,0.121917538345
1465650314,943,274958,161,40,0.159499511123,0.1123553738
1465650316,362,274958,161,44,0.141140386462,0.0693268254399
1465650317,819,274958,161,48,0.181876018643,0.0892483144999
1465650319,277,274958,161,52,0.236942261457,0.103591188788
1465650320,733,274958,161,56,0.148025929928,0.133875653148
1465650322,190,274958,161,60,0.174418151379,0.14901638031
1465650323,646,274958,161,64,0.128514364362,0.104387618601
1465650325,141,274958,162,4,0.123924590647,0.0733103901148
1465650326,560,274958,162,8,0.204825684428,0.0972185134888
1465650328,18,274958,162,12,0.156066596508,0.117941528559
1465650329,474,274958,162,16,0.208280026913,0.0621583648026
1465650330,931,274958,162,20,0.199677065015,0.0773014351726
1465650332,388,274958,162,24,0.152052924037,0.111569076777
1465650333,845,274958,162,28,0.160658761859,0.153805926442
1465650335,341,274958,162,32,0.148606777191,0.102803215384
1465650336,759,274958,162,36,0.159508466721,0.113960154355
1465650338,216,274958,162,40,0.223771750927,0.100411772728
1465650339,673,274958,162,44,0.15721398592,0.0812857300043
1465650341,130,274958,162,48,0.163530245423,0.100412033498
1465650342,586,274958,162,52,0.11533575505,0.151419147849
1465650344,44,274958,162,56,0.192800030112,0.0900545418262
1465650345,539,274958,162,60,0.218041345477,0.0478159114718
1465650346,960,274958,162,64,0.158366858959,0.0757085308433
1465650348,415,274958,163,4,0.125662997365,0.108387231827
1465650349,872,274958,163,8,0.141732633114,0.179313123226
1465650351,330,274958,163,12,0.203131958842,0.168952122331
1465650352,786,274958,163,16,0.187638878822,0.125120222569
1465650354,243,274958,163,20,0.130256682634,0.1091844365
1465650355,738,274958,163,24,0.166403189301,0.100418493152
1465650357,156,274958,163,28,0.158943727612,0.102012455463
1465650358,613,274958,163,32,0.148615896702,0.0924464762211
1465650360,70,274958,163,36,0.20771881938,0.115563414991
1465650361,527,274958,163,40,0.166971236467,0.132295951247
1465650362,984,274958,163,44,0.121068499982,0.149829149246
1465650364,440,274958,163,48,0.143449023366,0.0924499556422
1465650365,940,274958,163,52,0.099267616868,0.13867495954
1465650367,356,274958,163,56,0.186485424638,0.0892620384693
1465650368,813,274958,163,60,0.12853474915,0.0749169886112
1465650370,270,274958,163,64,0.193375945091,0.0573832243681
1465650371,726,274958,164,4,0.154359728098,0.0940471738577
1465650373,183,274958,164,8,0.231826484203,0.126725181937
1465650374,639,274958,164,12,0.136571004987,0.140274420381
1465650376,134,274958,164,16,0.19567784667,0.141866862774
1465650377,553,274958,164,20,0.280609995127,0.121946312487
1465650379,9,274958,164,24,0.148051887751,0.105208560824
1465650380,467,274958,164,28,0.207150146365,0.180926918983
1465650381,924,274958,164,32,0.206002503633,0.141075193882
1465650383,381,274958,164,36,0.145178720355,0.0908643677831
1465650384,837,274958,164,40,0.158950597048,0.0828938037157
1465650386,332,274958,164,44,0.164695605636,0.105213597417
1465650387,752,274958,164,48,0.163544610143,0.157017558813
1465650389,209,274958,164,52,0.130835667253,0.116368345916
1465650390,665,274958,164,56,0.0786140039563,0.115572169423
1465650392,123,274958,164,60,0.152064025402,0.11796400696
1465650393,579,274958,164,64,0.221497029066,0.161801978946
1465650395,38,274958,165,4,0.181336924434,0.125936046243
1465650396,537,274958,165,8,0.127393200994,0.123545438051
1465650397,952,274958,165,12,0.152068451047,0.155428126454
1465650399,409,274958,165,16,0.194534525275,0.143471688032
1465650400,865,274958,165,20,0.181329011917,0.167389601469
1465650402,322,274958,165,24,0.183050483465,0.109201774001
1465650403,779,274958,165,28,0.130259200931,0.10680925101
1465650405,235,274958,165,32,0.242732599378,0.0518110021949
1465650406,729,274958,165,36,0.121653236449,0.0605790168047
1465650408,148,274958,165,40,0.137151196599,0.102028124034
1465650409,605,274958,165,44,0.211178407073,0.137897387147
1465650411,62,274958,165,48,0.159530550241,0.0733338296413
1465650412,519,274958,165,52,0.132563278079,0.12754021585
1465650413,976,274958,165,56,0.176177188754,0.141888469458
1465650415,433,274958,165,60,0.187084138393,0.189718037844
1465650416,928,274958,165,64,0.199709460139,0.11399024725
1465650418,346,274958,166,4,0.197419092059,0.0725381374359
1465650419,804,274958,166,8,0.188827112317,0.170585051179
1465650421,261,274958,166,12,0.114788509905,0.143482744694
1465650422,718,274958,166,16,0.235317543149,0.142689719796
1465650424,175,274958,166,20,0.142912328243,0.0940636247396
1465650425,631,274958,166,24,0.146923303604,0.0725416839123
1465650427,127,274958,166,28,0.183083459735,0.0996439158916
1465650428,545,274958,166,32,0.171030968428,0.0510176867247
1465650430,2,274958,166,36,0.146923705935,0.106022618711
1465650431,460,274958,166,40,0.204889699817,0.12356018275
1465650432,916,274958,166,44,0.102159023285,0.194511964917
1465650434,373,274958,166,48,0.138887107372,0.109214693308
1465650435,830,274958,166,52,0.238748073578,0.140304997563
1465650437,325,274958,166,56,0.082643866539,0.140304788947
1465650438,743,274958,166,60,0.227275431156,0.0717476159334
1465650440,200,274958,166,64,0.0797759741545,0.117187768221
1465650441,657,274958,167,4,0.145773440599,0.098850004375
1465650443,114,274958,167,8,0.154382109642,0.159435510635
1465650444,571,274958,167,12,0.129706531763,0.0438445061445
1465650446,31,274958,167,16,0.233017846942,0.102039784193
1465650447,524,274958,167,20,0.272045433521,0.156248390675
1465650448,943,274958,167,24,0.196856439114,0.0845037698746
1465650450,400,274958,167,28,0.167586237192,0.119580812752
1465650451,857,274958,167,32,0.207178756595,0.097258284688
1465650453,314,274958,167,36,0.199153259397,0.0868962109089
1465650454,770,274958,167,40,0.17217862606,0.144295558333
1465650456,227,274958,167,44,0.144058600068,0.121973134577
1465650457,722,274958,167,48,0.132579535246,0.0868987441063
1465650459,140,274958,167,52,0.11191777885,0.110018581152
1465650460,597,274958,167,56,0.191122069955,0.145894810557
1465650462,57,274958,167,60,0.136597767472,0.12357211113
1465650463,513,274958,167,64,0.18021735549,0.122775934637
1465650464,970,274958,168,4,0.161853149533,0.108429148793
1465650466,426,274958,168,8,0.19169844687,0.110023699701
1465650467,924,274958,168,12,0.19456577301,0.0773351714015
1465650469,340,274958,168,16,0.169887080789,0.124374598265
1465650470,796,274958,168,20,0.126267388463,0.0948754921556
1465650472,253,274958,168,24,0.184806883335,0.230410903692
1465650473,709,274958,168,28,0.0906816422939,0.11560408771
1465650475,167,274958,168,32,0.153822332621,0.13554020226
1465650476,624,274958,168,36,0.154971018434,0.0709586292505
1465650478,119,274958,168,40,0.145213589072,0.141119986773
1465650479,537,274958,168,44,0.205481767654,0.129160791636
1465650480,995,274958,168,48,0.195717468858,0.158660769463
1465650482,451,274958,168,52,0.185960307717,0.102053157985
1465650483,909,274958,168,56,0.179076001048,0.148297742009
1465650485,365,274958,168,60,0.188259392977,0.162649124861
1465650486,823,274958,168,64,0.146935433149,0.102850116789
1465650488,318,274958,169,4,0.241063699126,0.090095244348
1465650489,737,274958,169,8,0.176780045033,0.0829195305705
1465650491,193,274958,169,12,0.148651778698,0.107637517154
1465650492,650,274958,169,16,0.117658771574,0.11800263077
1465650494,107,274958,169,20,0.166445910931,0.139528512955
1465650495,564,274958,169,24,0.206048563123,0.125179171562
1465650497,22,274958,169,28,0.157836601138,0.0972729772329
1465650498,516,274958,169,32,0.17964746058,0.0805305168033
1465650499,938,274958,169,36,0.216956228018,0.121195435524
1465650501,392,274958,169,40,0.198589533567,0.0956806093454
1465650502,849,274958,169,44,0.180796951056,0.156280860305
1465650504,306,274958,169,48,0.203755304217,0.132360309362
1465650505,762,274958,169,52,0.141768053174,0.054219417274
1465650507,219,274958,169,56,0.210647121072,0.129170402884
1465650508,714,274958,169,60,0.18424449861,0.15149615705
1465650510,133,274958,169,64,0.176781713963,0.0932908505201
1465650511,590,274958,170,4,0.124553829432,0.104454800487
1465650513,47,274958,170,8,0.182525917888,0.104454800487
1465650514,504,274958,170,12,0.150380000472,0.133160606027
1465650515,961,274958,170,16,0.079781755805,0.0566131919622
1465650517,418,274958,170,20,0.135456353426,0.149907574058
1465650518,913,274958,170,24,0.15784111619,0.149907574058
1465650520,332,274958,170,28,0.227867364883,0.0462487637997
1465650521,789,274958,170,32,0.154974356294,0.0853201597929
1465650523,246,274958,170,36,0.176211580634,0.0901044681668
1465650524,702,274958,170,40,0.160141855478,0.0948910191655
1465650526,159,274958,170,44,0.200324252248,0.0861186981201
1465650527,630,274958,170,48,0.211804136634,0.186590492725
1465650529,111,274958,170,52,0.141775533557,0.110040828586
1465650530,532,274958,170,56,0.205488413572,0.15070810914
1465650531,988,274958,170,60,0.171049773693,0.0948916822672
1465650533,444,274958,170,64,0.134314268827,0.118016526103
1465650534,901,274958,171,4,0.219846114516,0.135558575392
1465650536,358,274958,171,8,0.19573764503,0.129179358482
1465650537,815,274958,171,12,0.188276037574,0.0821356251836
1465650539,310,274958,171,16,0.0993041396141,0.170650735497
1465650540,729,274958,171,20,0.210085391998,0.104464054108
1465650542,185,274958,171,24,0.126278549433,0.109251461923
1465650543,642,274958,171,28,0.222709447145,0.17225047946
1465650545,100,274958,171,32,0.13833090663,0.103670671582
1465650546,556,274958,171,36,0.181382000446,0.150713279843
1465650548,13,274958,171,40,0.152682334185,0.133169919252
1465650549,509,274958,171,44,0.183672979474,0.0797439962626
1465650550,927,274958,171,48,0.189412757754,0.117223650217
1465650552,385,274958,171,52,0.230168387294,0.117224410176
1465650553,841,274958,171,56,0.133737653494,0.181821987033
1465650555,312,274958,171,60,0.205485329032,0.0837338194251
1465650556,755,274958,171,64,0.235911622643,0.103669419885
1465650558,212,274958,172,4,0.171047866344,0.0797471553087
1465650559,706,274958,172,8,0.168177947402,0.0326963365078
1465650561,125,274958,172,12,0.113078027964,0.140351444483
1465650562,582,274958,172,16,0.179661899805,0.102076411247
1465650564,40,274958,172,20,0.132593914866,0.205747783184
1465650565,496,274958,172,24,0.194016799331,0.090910486877
1465650566,953,274958,172,28,0.204356506467,0.112444408238
1465650568,410,274958,172,32,0.149249121547,0.086925111711
1465650569,905,274958,172,36,0.184267118573,0.109254680574
1465650571,324,274958,172,40,0.133747562766,0.108459115028
1465650572,780,274958,172,44,0.142937734723,0.109256632626
1465650574,237,274958,172,48,0.172788187861,0.122016526759
1465650575,695,274958,172,52,0.181400999427,0.129194229841
1465650577,151,274958,172,56,0.228466331959,0.139561921358
1465650578,608,274958,172,60,0.244536802173,0.106863595545
1465650580,103,274958,172,64,0.221575587988,0.112446039915
1465650581,523,274958,173,4,0.163026854396,0.157110095024
1465650582,980,274958,173,8,0.146950930357,0.158710077405
1465650584,436,274958,173,12,0.163597688079,0.121225781739
