Timestamp (UNIX_TIME),VGPB.220.1L5.X.PR,VGPB.220.1R5.X.PR,VGPB.7.4L5.X.PR,VGPB.7.4R5.X.PR,VPIAN.904.4L5.B.PR,VPIAN.904.4R5.R.PR
1465653681307000,,,,7.80000022904126E-11,,
1465653691340000,2.7999999541172826E-10,,,,,
1465653700301000,,,,,,3.751363308879263E-8
1465653721304000,,3.3000000509986194E-9,,,,
1465653743300000,,,,7.80000022904126E-11,,
1465653743676000,,,6.59999971341918E-11,,,
1465653763958000,,,,,,3.751363308879263E-8
1465653784363000,2.8999999623913197E-10,,,,,
1465653785294000,,3.100000034450545E-9,,,,
1465653789332000,,,,,2.3200341203732933E-8,
1465653790302000,,,,,,2.9439959803312377E-8
1465653808336000,,,6.800000146300889E-11,,,
1465653809300000,,,,7.999999968033578E-11,,
1465653845302000,,3.2000000427245823E-9,,,,
1465653853342000,,,,,2.5853159613120624E-8,
1465653855342000,2.7999999541172826E-10,,,,,
1465653855675000,,,,,,2.9439959803312377E-8
1465653862304000,,3.7000000840947678E-9,,,,
1465653868342000,,,7.200000318174915E-11,,,
1465653870300000,,,,7.999999968033578E-11,,
1465653918297000,,,,,,2.3648993874303414E-8
1465653923333000,2.7999999541172826E-10,,,,,
1465653924303000,,3.7000000840947678E-9,,,,
1465653932298000,,,,8.099999837529737E-11,,
1465653932341000,,,6.999999885293207E-11,,,
1465653949300000,,3.3000000509986194E-9,,,,
1465653952296000,,,,9.000000050773949E-11,,
1465653954306000,,,,9.90000026401816E-11,,
1465653957339000,,,7.7000003595451E-11,,,
1465653960307000,,,,1.100000021625469E-10,,
1465653965304000,,,,1.2999999687846042E-10,,
1465653974341000,,,8.599999878899922E-11,,,
1465653977916000,,,,,2.3123142511849437E-8,
1465653979296000,,,,1.100000021625469E-10,,
1465653980336000,,,9.500000092144134E-11,,,
1465653987342000,2.8999999623913197E-10,,,,,
1465653991338000,,,1.100000021625469E-10,,,
1465653997296000,,3.7000000840947678E-9,,,,
1465653998298000,,,,,,2.2950505496055484E-8
1465654016339000,,,,,2.6595694535558323E-8,
1465654042302000,,3.3000000509986194E-9,,,,
1465654049335000,2.7999999541172826E-10,,,,,
1465654059213000,,,,1.000000013351432E-10,,
1465654059250000,,,,,,2.2950505496055484E-8
1465654079782000,,,1.100000021625469E-10,,,
1465654100127000,,,,,2.285512223920705E-8,
1465654111300000,,3.2000000427245823E-9,,,,
1465654117340000,2.8999999623913197E-10,,,,,
1465654132300000,,3.6000000758207307E-9,,,,
1465654149301000,,3.2000000427245823E-9,,,,
1465654150875000,,,1.000000013351432E-10,,,
1465654150904000,,,,,,2.0544113965570432E-8
1465654171296000,,,,1.100000021625469E-10,,
1465654174343000,,,1.100000021625469E-10,,,
1465654176338000,,,1.2999999687846042E-10,,,
1465654178332000,2.8999999623913197E-10,,,,,
1465654181298000,,,,1.2999999687846042E-10,,
1465654191346000,,,1.100000021625469E-10,,,
1465654200301000,,,,,,1.6379773981611834E-8
1465654210298000,,3.4000000592726565E-9,,,,
1465654213298000,,,,1.4999999853326784E-10,,
1465654222020000,,,,,2.5553497096098E-8,
1465654222305000,,,,1.7000000018807526E-10,,
1465654224303000,,,,,,1.9904121018043952E-8
1465654253341000,,,1.100000021625469E-10,,,
1465654269343000,,,,,2.1098964353427618E-8,
1465654271304000,,3.4000000592726565E-9,,,,
1465654281306000,,,,1.9000000184288268E-10,,
1465654282986000,2.8999999623913197E-10,,,,,
1465654287335000,,,1.2999999687846042E-10,,,
1465654295304000,,,,2.100000034976901E-10,,
1465654303468000,,,,,,1.774311542135365E-8
1465654306343000,,,1.4999999853326784E-10,,,
1465654307304000,,,,2.399999921021134E-10,,
1465654318302000,,,,2.6999999458432455E-10,,
1465654318335000,,,1.7000000018807526E-10,,,
1465654328297000,,,,2.999999970665357E-10,,
1465654331344000,,,1.9000000184288268E-10,,,
1465654333914000,,,,,2.1098964353427618E-8,
1465654334303000,,3.4000000592726565E-9,,,,
1465654335304000,,,,3.299999995487468E-10,,
1465654340333000,,,2.100000034976901E-10,,,
1465654343300000,,,,3.7000000285836165E-10,,
1465654350335000,,,2.399999921021134E-10,,,
1465654351300000,,,,4.100000061679765E-10,,
1465654354198000,2.8999999623913197E-10,,,,,
1465654359345000,,,2.6999999458432455E-10,,,
1465654360303000,,,,4.6000001030499504E-10,,
1465654366306000,,,,,,1.5922461571449276E-8
1465654367298000,,,,5.09999986686438E-10,,
1465654369335000,,,2.999999970665357E-10,,,
1465654374303000,,,,5.699999916508602E-10,,
1465654376343000,,,3.299999995487468E-10,,,
1465654381304000,,,,6.399999974426862E-10,,
1465654384340000,,,3.7000000285836165E-10,,,
1465654388295000,,,,7.100000032345122E-10,,
1465654393344000,,,4.200000069953802E-10,,,
1465654395303000,,3.3000000509986194E-9,,7.900000098537419E-10,,
1465654401341000,,,4.699999833768231E-10,,,
1465654402302000,,,,8.800000173003752E-10,,
1465654410306000,,,,9.899999708906648E-10,,
1465654410342000,,,5.299999883412454E-10,,,
1465654417297000,,,,1.0999999799921056E-9,,
1465654418337000,,,5.899999933056677E-10,,2.2912299613153664E-8,
1465654427304000,,,,1.2999999965401798E-9,,
1465654427340000,,,6.699999999248973E-10,,,
1465654435344000,,,7.400000057167233E-10,,,
1465654437297000,,,,1.500000013088254E-9,,
1465654441296000,,,,,,1.2673807781027335E-8
1465654444303000,,,,1.7000000296363282E-9,,
1465654444341000,,,8.400000139907604E-10,,,
1465654452302000,,,,1.8999999351621E-9,,
1465654452335000,,,9.300000214373938E-10,,,
1465654456301000,,3.3000000509986194E-9,,,,
1465654458296000,,,,2.099999951710174E-9,,
1465654465337000,,,1.0999999799921056E-9,,,
1465654468303000,,,,2.3999999765322855E-9,,
1465654474336000,2.7999999541172826E-10,,,,,
1465654478297000,,,,2.7000000013543968E-9,,
1465654478338000,,,1.2999999965401798E-9,,,
1465654486306000,,,,3.000000026176508E-9,,
1465654486545000,,,,,2.2912299613153664E-8,
1465654489346000,,,1.500000013088254E-9,,,
1465654492303000,,,,3.3000000509986194E-9,,
1465654499341000,,,1.7000000296363282E-9,,,
1465654502296000,,,,3.7000000840947678E-9,,
1465654506774000,,,,,,1.2673807781027335E-8
1465654508339000,,,1.8999999351621E-9,,,
1465654511300000,,,,4.099999895146311E-9,,
1465654516346000,,,2.099999951710174E-9,,,
1465654518303000,,3.4000000592726565E-9,,,,
1465654522296000,,,,4.599999936516497E-9,,
1465654529340000,,,2.3999999765322855E-9,,,
1465654532297000,,,,5.099999977886682E-9,,
1465654535335000,2.8999999623913197E-10,,,,,
1465654540342000,,,2.7000000013543968E-9,,,
1465654542296000,,,,5.700000027530905E-9,,
1465654550343000,,,3.000000026176508E-9,,,
1465654553298000,,,,6.3000000771751274E-9,,
1465654559337000,,,3.3000000509986194E-9,,,
1465654564300000,,,,7.000000135093387E-9,,
1465654571304000,,3.7999998703242E-9,,,,
1465654571344000,,,3.7000000840947678E-9,,,
1465654574303000,,,,,,1.2423010176121352E-8
1465654577303000,,,,7.799999757196474E-9,,
1465654584338000,,,4.099999895146311E-9,,,
1465654590301000,,,,8.599999823388771E-9,,
1465654597348000,,,,,2.859422387757604E-8,
1465654599336000,,,4.599999936516497E-9,,,
1465654601307000,,3.4000000592726565E-9,,,,
1465654601343000,2.7999999541172826E-10,,,,,
1465654606302000,,,,9.499999897855105E-9,,
1465654612344000,,,5.099999977886682E-9,,,
1465654631346000,,,5.700000027530905E-9,,2.3007899585536506E-8,
1465654633303000,,,,1.1000000021965661E-8,,
1465654638889000,,,,,,1.2423010176121352E-8
1465654648343000,,,6.3000000771751274E-9,,,
1465654669341000,2.7999999541172826E-10,,,,,
1465654671335000,,,7.000000135093387E-9,,,
1465654678300000,,,,1.3000000187446403E-8,,
1465654689705000,,3.4000000592726565E-9,,,,
1465654701341000,,,7.799999757196474E-9,,,
1465654720171000,,,,,2.589627001725603E-8,
1465654735347000,2.7999999541172826E-10,,,,,
1465654745298000,,3.7999998703242E-9,,,,
1465654747299000,,3.4000000592726565E-9,,,,
1465654749303000,,,,,,1.3820474542569627E-8
1465654763304000,,,,1.4999999464748726E-8,,
1465654769343000,,,8.599999823388771E-9,,,
1465654797348000,,,,,2.339434956866171E-8,
1465654801384000,2.8999999623913197E-10,,,,,
1465654812304000,,3.6000000758207307E-9,,,,
1465654830299000,,,,1.4999999464748726E-8,,
1465654848340000,,,8.599999823388771E-9,,,
1465654852143000,,,,,,1.3580863544859767E-8
1465654871341000,,,,,2.302708423940203E-8,
1465654880301000,,3.7999998703242E-9,,,,
1465654897333000,2.7999999541172826E-10,,,,,
1465654901302000,,3.4000000592726565E-9,,,,
1465654906302000,,,,1.6999999630229468E-8,,
1465654909342000,,,9.399999889581068E-9,,,
1465654926299000,,,,,,1.2197456378260085E-8
1465654933403000,,,,,2.302708423940203E-8,
1465654967338000,2.8999999623913197E-10,,,,,
1465654970299000,,3.6000000758207307E-9,,,,
1465654973341000,,,9.799999922677216E-9,,,
1465654973949000,,,,1.6999999630229468E-8,,
1465655030303000,,3.3000000509986194E-9,,,,
1465655031342000,2.8999999623913197E-10,,,,,
1465655034956000,,,,,,1.0936743066736199E-8
1465655041341000,,,9.399999889581068E-9,,,
1465655054344000,,,,,2.0681444112824465E-8,
1465655088298000,,,,1.799999971296984E-8,,
1465655091298000,,3.4000000592726565E-9,,,,
1465655094334000,2.8999999623913197E-10,,,,,
1465655115338000,,,,,2.0339827599968885E-8,
1465655146771000,,,,,,1.213666678268055E-8
1465655156342000,,,9.599999906129142E-9,,,
1465655156862000,,,,1.799999971296984E-8,,
1465655158335000,2.7999999541172826E-10,,,,,
1465655164301000,,3.3000000509986194E-9,,,,
1465655187354000,,,,,2.2421486889356856E-8,
1465655218345000,2.7999999541172826E-10,,,,,
1465655222339000,,,8.799999839936845E-9,,,
1465655225297000,,,,1.799999971296984E-8,,
1465655233306000,,,,,,1.312496777927663E-8
1465655234298000,,3.4000000592726565E-9,,,,
1465655281340000,2.8999999623913197E-10,,,,,
1465655286339000,,,9.199999873032993E-9,,,
1465655296296000,,3.4000000592726565E-9,,,,
1465655296336000,,,,,2.0441705217422168E-8,
1465655319246000,,,,1.899999979571021E-8,,
1465655319301000,,,,,,1.1583627390621132E-8
1465655343344000,2.8999999623913197E-10,,,,,
1465655356301000,,3.3000000509986194E-9,,,,
1465655359868000,,,,,2.0441705217422168E-8,
1465655360346000,,,,,2.36293136168797E-8,
1465655390322000,,,9.99999993922529E-9,,,
1465655391303000,,,,1.6999999630229468E-8,,
1465655392347000,,,1.1000000021965661E-8,,,
1465655400554000,,,,,,1.0291633323333826E-8
1465655411337000,2.8999999623913197E-10,,,,,
1465655416302000,,3.4000000592726565E-9,,,,
1465655451355000,,,,,2.102879648191447E-8,
1465655462302000,,,,1.4999999464748726E-8,,
1465655475345000,2.8999999623913197E-10,,,,,
1465655479299000,,3.3000000509986194E-9,,,,
1465655509338000,,,1.3000000187446403E-8,,,
1465655527294000,,,,1.3000000187446403E-8,,
1465655536296000,,3.899999878598237E-9,,,,
1465655537303000,,,,,,9.189561112066258E-9
1465655538296000,,3.5000000675466936E-9,,,,
1465655542782000,,,,,2.0441705217422168E-8,
1465655545302000,,2.4999999848063226E-9,,,,
1465655552867000,2.7999999541172826E-10,,,,,
1465655566345000,,,1.4999999464748726E-8,,,
1465655574294000,,,,,,1.0596050259437106E-8
1465655610308000,,,,,,1.3356534545039267E-8
1465655611341000,,,1.6999999630229468E-8,,,
1465655614122000,,,,,1.7951204966948353E-8,
1465655622302000,,,,1.3000000187446403E-8,,
1465655638303000,,,,,,1.0666881600229772E-8
1465655638339000,,,1.899999979571021E-8,,,
1465655654834000,,2.7000000013543968E-9,,,,
1465655657340000,,,2.099999996119095E-8,,,
1465655660339000,2.7999999541172826E-10,,,,,
1465655664339000,,,2.5000000292152436E-8,,,
1465655666303000,,,,1.4999999464748726E-8,,
1465655685348000,,,2.800000054037355E-8,,,
1465655702305000,,,,,,1.3751582095267167E-8
1465655702338000,,,3.099999901223782E-8,,,
1465655715800000,,,,,1.768409063629406E-8,
1465655719302000,,,,1.6999999630229468E-8,,
1465655725339000,,,3.4999999343199306E-8,,,
1465655728339000,2.8999999623913197E-10,,,,,
1465655747344000,,,3.899999967416079E-8,,,
1465655750303000,,,,,,1.1074224204321581E-8
1465655768345000,,,4.3000000005122274E-8,,,
1465655776713000,,2.7000000013543968E-9,,,,
1465655780296000,,,,1.899999979571021E-8,,
1465655796341000,2.8999999623913197E-10,,4.800000041882413E-8,,,
1465655821350000,,,5.3000000832525984E-8,,,
1465655826293000,,,,2.099999996119095E-8,,
1465655827586000,,,,,,9.806335299344937E-9
1465655839297000,,2.5999999930803597E-9,,,,
1465655862335000,2.8999999623913197E-10,,,,,
1465655876341000,,,5.900000132896821E-8,,,
1465655884307000,,,,2.4000000209412065E-8,,
1465655908340000,,,6.500000182541044E-8,,,
1465655929220000,2.8999999623913197E-10,,,,,
1465655933309000,,,,2.7000000457633178E-8,,
1465655939293000,,2.7000000013543968E-9,,,,
1465655946339000,,,7.199999885187935E-8,,,
1465655949299000,,,,,,1.085507950193687E-8
1465655967304000,,,,2.999999892949745E-8,,
1465655974344000,,,,,1.9722611099837195E-8,
1465655976334000,,,7.999999951380232E-8,,,
1465655980296000,,,,3.2999999177718564E-8,,
1465655990298000,,,,3.699999950868005E-8,,
1465655991337000,,,8.800000017572529E-8,,,
1465655995339000,2.8999999623913197E-10,,,,,
1465655999301000,,,,4.099999983964153E-8,,
1465656004346000,,,9.8000001003129E-8,,,
1465656010305000,,,,4.600000025334339E-8,,
1465656016301000,,2.7000000013543968E-9,,,,
1465656019338000,,,1.1000000199601345E-7,,,
1465656020299000,,,,5.100000066704524E-8,,
1465656030300000,,,,5.700000116348747E-8,,
1465656038303000,,,,6.30000016599297E-8,,
1465656040342000,,,1.3000000365082087E-7,,,
1465656040876000,,,,,1.9722611099837195E-8,
1465656048301000,,,,6.999999868639861E-8,,
1465656051063000,,,,,,1.0837019281950688E-8
1465656055296000,,,,7.700000281829489E-8,,
1465656057340000,,,1.500000053056283E-7,,,
1465656067302000,,,,8.500000348021786E-8,,
1465656074337000,,,1.700000069604357E-7,,,
1465656078297000,,,,9.400000067216752E-8,,
1465656085300000,,2.5999999930803597E-9,,,,
1465656087339000,2.8999999623913197E-10,,,,,
1465656089341000,,,1.8999999440438842E-7,,,
1465656096299000,,,,1.1000000199601345E-7,,
1465656106337000,,,2.0999999605919584E-7,,,
1465656116305000,,,,1.3000000365082087E-7,,
1465656133335000,,,2.399999914359796E-7,,,
1465656137307000,,,,1.500000053056283E-7,,
1465656150301000,,2.7000000013543968E-9,,,,
1465656155305000,,,,1.700000069604357E-7,,
1465656163340000,,,2.699999868127634E-7,,,
1465656172296000,,,,1.8999999440438842E-7,,
1465656180339000,2.7999999541172826E-10,,,,,
1465656191302000,,,,2.0999999605919584E-7,,
1465656191337000,,,3.000000106112566E-7,,,
1465656201305000,,,,,,9.725003025096157E-9
1465656211298000,,,,,,1.2516468750334298E-8
1465656214303000,,2.5999999930803597E-9,,,,
1465656219298000,,,,2.399999914359796E-7,,
1465656240350000,,,3.400000139208714E-7,,,
1465656247296000,,,,,,9.572332260177063E-9
1465656249299000,,,,2.699999868127634E-7,,
1465656282297000,,,,3.000000106112566E-7,,
1465656305019000,2.7999999541172826E-10,,,,,
1465656309299000,,,,,,1.199597843282163E-8
1465656312344000,,,3.7999998880877683E-7,,,
1465656314305000,,2.5999999930803597E-9,,,,
1465656320334000,,,,,1.7552062914205635E-8,
1465656329305000,,,,3.400000139208714E-7,,
1465656375295000,,2.7000000013543968E-9,,,,
1465656382346000,2.7999999541172826E-10,,,,,
1465656384298000,,,,3.7999998880877683E-7,,
1465656386349000,,,4.199999921183917E-7,,,
1465656386543000,,,,,1.7552062914205635E-8,
1465656396643000,,,,,,1.064026200481294E-8
1465656431299000,,3.7000000840947678E-9,,,,
1465656446339000,2.8999999623913197E-10,,,,,
1465656447296000,,,,4.199999921183917E-7,,
1465656465336000,,,,,1.9510245863330056E-8,
1465656478298000,,,,,,9.524615762757094E-9
1465656480339000,,,4.4999998749517545E-7,,,
1465656494301000,,3.5000000675466936E-9,,,,
1465656507303000,,,,4.4999998749517545E-7,,
1465656528900000,,,,,1.9510245863330056E-8,
1465656538984000,2.7999999541172826E-10,,,,,
1465656546301000,,,,,,1.1564354807092059E-8
1465656565335000,,,4.700000033608376E-7,,,
1465656568303000,,3.4000000592726565E-9,,,,
1465656578299000,,,,4.799999828719592E-7,,
1465656618295000,,,,,,1.1373335162545573E-8
1465656620296000,,,,,1.752284362055434E-8,
1465656632303000,,3.6000000758207307E-9,,,,
1465656644300000,,,,4.999999987376214E-7,,
1465656644339000,2.8999999623913197E-10,,,,,
1465656691406000,,,4.799999828719592E-7,,,
1465656694293000,,3.5000000675466936E-9,,,,
1465656697301000,,4.099999895146311E-9,,,,
1465656699299000,,,,,,9.143761303676001E-9
1465656706299000,,3.5000000675466936E-9,,,,
1465656716298000,,,,5.200000146032835E-7,,
1465656742326000,2.7999999541172826E-10,,,,,
1465656745297000,,3.899999878598237E-9,,,,
1465656747303000,,3.5000000675466936E-9,,,,
1465656762747000,,,,,,9.143761303676001E-9
1465656779309000,,,,5.300000225361146E-7,,
1465656787302000,,4.099999895146311E-9,,,,
1465656790300000,,3.6000000758207307E-9,,,,
1465656803633000,,,4.899999908047903E-7,,,
1465656809302000,,3.999999886872274E-9,,,,
1465656810299000,,3.4000000592726565E-9,,,,
1465656826303000,,,,,,1.0412342987820011E-8
1465656843300000,,,,5.399999736255268E-7,,
1465656867339000,2.8999999623913197E-10,,,,,
1465656874305000,,3.5000000675466936E-9,,,,
1465656883306000,,3.100000034450545E-9,,,,
1465656887303000,,,,,,9.281866830690433E-9
1465656905338000,,,4.999999987376214E-7,,,
1465656908294000,,,,,,1.1564354807092059E-8
1465656915775000,,,,5.399999736255268E-7,,
1465656930342000,2.7999999541172826E-10,,,,,
1465656951300000,,3.2000000427245823E-9,,,,
1465656976818000,,,,,,1.1564354807092059E-8
1465657011304000,,3.4000000592726565E-9,,,,
1465657017435000,,,4.999999987376214E-7,,,
1465657018345000,2.7999999541172826E-10,,,,,
1465657027614000,,,,5.499999815583578E-7,,
1465657056296000,,,,,,1.0172342967962322E-8
1465657059295000,,,,,,1.2197456378260085E-8
1465657075305000,,3.2000000427245823E-9,,,,
1465657090341000,2.8999999623913197E-10,,,,,
1465657093303000,,,,5.599999894911889E-7,,
1465657136301000,,3.2000000427245823E-9,,,,
1465657137303000,,,,,,1.0927641014291112E-8
1465657154343000,2.8999999623913197E-10,,,,,
1465657155301000,,,,5.499999815583578E-7,,
1465657197296000,,3.5000000675466936E-9,,,,
1465657209302000,,3.100000034450545E-9,,,,
1465657216298000,,,,5.499999815583578E-7,,
1465657220868000,,,,,,1.1083457707172784E-8
1465657260349000,,,,,1.572477792421978E-8,
1465657262347000,2.8999999623913197E-10,,,,,
1465657276305000,,3.000000026176508E-9,,,,
1465657291911000,,,,5.599999894911889E-7,,
1465657292303000,,3.3000000509986194E-9,,,,
1465657322302000,,,,,,1.2330236387469995E-8
1465657322436000,,,,,1.572477792421978E-8,
1465657324335000,2.8999999623913197E-10,,,,,
1465657355307000,,3.3000000509986194E-9,,,,
1465657414046000,2.7999999541172826E-10,,,,,
1465657416302000,,3.100000034450545E-9,,,,
1465657418295000,,,,,,1.0274511019758847E-8
1465657477302000,,3.100000034450545E-9,,,,
1465657479343000,2.8999999623913197E-10,,,,,
1465657482305000,,,,,,1.1363859186985792E-8
1465657485342000,,,,,1.7435514365615745E-8,
1465657538295000,,,,5.499999815583578E-7,,
1465657539298000,,3.2000000427245823E-9,,,,
1465657548299000,,,,4.899999908047903E-7,,
1465657553308000,,,,,,1.1288400436626489E-8
1465657554298000,,,,4.400000079840538E-7,,
1465657560299000,,,,3.7999998880877683E-7,,
1465657564336000,,,4.899999908047903E-7,,,
1465657566300000,,,,3.400000139208714E-7,,
1465657571299000,,,,3.000000106112566E-7,,
1465657574336000,,,,,1.7552062914205635E-8,
1465657577302000,,,,2.699999868127634E-7,,
1465657577334000,,,4.400000079840538E-7,,,
1465657582300000,,,,2.399999914359796E-7,,
1465657585343000,,,3.7999998880877683E-7,,,
1465657588304000,,,,2.0999999605919584E-7,,
1465657594303000,,,,1.8000000068241206E-7,,
1465657594339000,,,3.3000000598804036E-7,,,
1465657596950000,2.7999999541172826E-10,,,,,
1465657599297000,,,,1.5999999902760464E-7,,
1465657603295000,,3.3000000509986194E-9,,,,
1465657604295000,,,,1.3999999737279722E-7,,
1465657604340000,,,2.7999999474559445E-7,,,
1465657610342000,,,2.499999993688107E-7,,,
1465657611296000,,,,1.199999957179898E-7,,
1465657617342000,,,2.200000039920269E-7,,,
1465657618306000,,,,1.0000000116860974E-7,,1.0882225787156585E-8
1465657625345000,,,1.8999999440438842E-7,,,
1465657628301000,,,,8.899999670575198E-8,,
1465657630343000,,,1.700000069604357E-7,,,
1465657632298000,,,,7.900000298377563E-8,,
1465657636340000,,,1.500000053056283E-7,,,
1465657637299000,,,,7.100000232185266E-8,,
1465657637664000,,,,,1.7552062914205635E-8,
1465657640344000,,,1.3000000365082087E-7,,,
1465657643298000,,,,6.30000016599297E-8,,
1465657648305000,,,,5.60000010807471E-8,,
1465657649335000,,,1.1000000199601345E-7,,,
1465657653299000,,,,5.000000058430487E-8,,
1465657655341000,,,9.699999736767495E-8,,,
1465657660298000,,,,4.5000000170603016E-8,,
1465657661338000,,,8.39999998447638E-8,,,
1465657666305000,,,,3.999999975690116E-8,,
1465657666335000,2.8999999623913197E-10,,,,,
1465657668299000,,3.3000000509986194E-9,,,,
1465657668342000,,,7.30000024873334E-8,,,
1465657672305000,,,,3.599999942593968E-8,,
1465657672336000,,,6.500000182541044E-8,,,
1465657678301000,,,,3.199999909497819E-8,,
1465657678336000,,,5.60000010807471E-8,,,
1465657681301000,,,,,,1.2278991157188557E-8
1465657685347000,,,5.000000058430487E-8,,,
1465657687302000,,,,2.800000054037355E-8,,
1465657693340000,,,4.5000000170603016E-8,,,
1465657694297000,,,,2.5000000292152436E-8,,
1465657698299000,,,,,,9.765590114341194E-9
1465657700333000,,,3.999999975690116E-8,,,
1465657703300000,,,,2.2000000043931323E-8,,
1465657704338000,,,,,1.9380690829962077E-8,
1465657706340000,3.299999995487468E-10,,,,,
1465657708342000,,,3.4999999343199306E-8,,,
1465657710337000,3.7000000285836165E-10,,,,,
1465657711297000,,,,1.899999979571021E-8,,
1465657715345000,,,3.099999901223782E-8,,,
1465657717346000,4.200000069953802E-10,,,,,
1465657719301000,,,,1.6999999630229468E-8,,
1465657723335000,,,2.7000000457633178E-8,,,
1465657729305000,,,,1.4999999464748726E-8,,
1465657729337000,,,2.4000000209412065E-8,,,
1465657732297000,,3.100000034450545E-9,,,,
1465657734341000,3.6000000203095794E-10,,,,,
1465657736338000,,,1.999999987845058E-8,,,
1465657738343000,,,1.799999971296984E-8,,,
1465657740306000,,,,1.3000000187446403E-8,,
1465657740339000,3.199999987213431E-10,,,,,
1465657744339000,,,1.5999999547489097E-8,,,
1465657753335000,,,1.4000000270186774E-8,,,
1465657757301000,,,,1.1000000021965661E-8,,
1465657763341000,,,1.2000000104706032E-8,,,
1465657776305000,,3.5000000675466936E-9,,,,
1465657778339000,,,9.99999993922529E-9,,,
1465657779306000,,,,9.899999930951253E-9,,
1465657779807000,,,,,1.7377512762095648E-8,
1465657789300000,,,,8.899999848210882E-9,,
1465657789943000,,,,,,8.785439042924281E-9
1465657795340000,,,8.899999848210882E-9,,,
1465657801296000,,,,7.999999773744548E-9,,
1465657806340000,,,7.999999773744548E-9,,,
1465657814295000,,,,7.100000143367424E-9,,
1465657817341000,,,7.100000143367424E-9,,,
1465657828304000,,,,6.3000000771751274E-9,,
1465657829335000,,,6.3000000771751274E-9,,,
1465657839303000,,3.3000000509986194E-9,,,,
1465657840714000,2.8999999623913197E-10,,,,,
1465657842341000,,,5.600000019256868E-9,,,
1465657844296000,,,,5.600000019256868E-9,,
1465657853336000,,,4.999999969612645E-9,,,
1465657858297000,,,,4.999999969612645E-9,,
1465657868344000,,,4.49999992824246E-9,,,
1465657876304000,,,,4.49999992824246E-9,,
1465657881437000,,,,,,7.89052378991073E-9
1465657882345000,,,3.999999886872274E-9,,,
1465657897295000,,,,3.999999886872274E-9,,
1465657901298000,,3.3000000509986194E-9,,,,
1465657904333000,,,3.5000000675466936E-9,,,
1465657914342000,3.099999978939394E-10,,,,,
1465657927297000,,,,3.5000000675466936E-9,,
1465657927342000,,,3.100000034450545E-9,,,
1465657961342000,,,2.7000000013543968E-9,,,
1465657963300000,,3.2000000427245823E-9,,3.100000034450545E-9,,
1465657999346000,,,2.3999999765322855E-9,,,
1465658006298000,,,,,,8.84417605817589E-9
1465658013302000,,,,2.7000000013543968E-9,,
1465658023743000,2.999999970665357E-10,,,,,
1465658026298000,,3.2000000427245823E-9,,,,
1465658053347000,,,2.099999951710174E-9,,,
1465658063302000,,,,2.3999999765322855E-9,,
1465658071340000,,,,,1.549082284668657E-8,
1465658074714000,,,,,,8.84417605817589E-9
1465658089298000,,3.4000000592726565E-9,,,,
1465658105155000,2.8999999623913197E-10,,,,,
1465658133344000,,,1.8000000379103653E-9,,,
1465658135831000,,,,,1.549082284668657E-8,
1465658143300000,,,,2.099999951710174E-9,,
1465658147300000,,,,,,8.80741790609818E-9
1465658152297000,,3.3000000509986194E-9,,,,
1465658205295000,,,,1.8999999351621E-9,,
1465658210340000,,,1.6000000213622911E-9,,,
1465658212299000,,3.5000000675466936E-9,,,,
1465658212348000,2.999999970665357E-10,,,,,
1465658241298000,,,,,,9.007703027918978E-9
1465658275296000,,,,,,1.1373335162545573E-8
1465658276301000,,,,1.7000000296363282E-9,,
1465658278305000,,3.3000000509986194E-9,,,,
1465658288379000,2.999999970665357E-10,,,,,
1465658322337000,,,1.400000004814217E-9,,,
1465658342303000,,3.2000000427245823E-9,,,,
1465658344333000,3.299999995487468E-10,,,,,
1465658351307000,,,,,,1.2454077769064043E-8
1465658382295000,,,,1.500000013088254E-9,,
1465658384336000,3.7000000285836165E-10,,,,,
1465658389299000,,,,,,1.0121636861981642E-8
1465658389894000,,,1.400000004814217E-9,,,
1465658403297000,,3.4000000592726565E-9,,,,
1465658403338000,4.100000061679765E-10,,,,,
1465658420342000,4.6000001030499504E-10,,,,,
1465658431345000,5.09999986686438E-10,,,,,
1465658442343000,5.699999916508602E-10,,,,,
1465658444303000,,,,1.400000004814217E-9,,
1465658452351000,6.299999966152825E-10,,,,,
1465658460965000,,,1.2999999965401798E-9,,,
1465658463297000,,,,,,1.2217794775892798E-8
1465658463335000,7.100000032345122E-10,,,,,
1465658470295000,,3.3000000509986194E-9,,,,
1465658473335000,8.000000106811456E-10,,,,,
1465658479301000,,,,,,1.0240341907774564E-8
1465658484342000,8.90000018127779E-10,,,,,
1465658490298000,,,,,,1.184705578083367E-8
1465658493338000,9.899999708906648E-10,,,,,
1465658503344000,1.0999999799921056E-9,,,,,
1465658507298000,,3.7000000840947678E-9,,,,
1465658509340000,,,,,1.3843505897170871E-8,
1465658510299000,,,,,,8.970275189312815E-9
1465658511833000,,,,1.400000004814217E-9,,
1465658518344000,1.2999999965401798E-9,,,,,
1465658533338000,1.500000013088254E-9,,,,,
1465658536297000,,4.099999895146311E-9,,,,
1465658542219000,,,1.1999999882661427E-9,,,
1465658546339000,1.7000000296363282E-9,,,,,
1465658551303000,,4.599999936516497E-9,,,,
1465658561347000,1.8999999351621E-9,,,,,
1465658566298000,,,,,,1.1138983069258757E-8
1465658567305000,,5.099999977886682E-9,,,,
1465658572708000,,,,,1.3843505897170871E-8,
1465658573342000,2.099999951710174E-9,,,,,
