"CMS_PLT/PLT_Hm/PLT_HmF/PLTHV_HmFT0"
Date,ACTUAL_VMON
"1642420140000","0"
"1642683913000","0.009999999776482582"
"1642685991000","54.33000183105469"
"1642685993000","99.51000213623047"
"1642686414000","91.81999969482422"
"1642686416000","68.12000274658203"
"1642686418000","56.41999816894531"
"1642686420000","43.15999984741211"
"1642686422000","36.36000061035156"
"1642686424000","28.280000686645508"
"1642686426000","24"
"1642686428000","18.84000015258789"
"1642686432000","13.579999923706055"
"1642686436000","8.510000228881836"
"1642686444000","6.119999885559082"
"1642686450000","4.010000228881836"
"1642686460000","1.7699999809265137"
"1642696872000","0.20000000298023224"
"1642724025000","0.20999999344348907"
"1642765359000","0.2199999988079071"
"1642949346000","0.23000000417232513"
"1643206479000","0.23999999463558197"
"1643449123000","0.25"
"1643812858000","0.25"
"1643820448000","0.1599999964237213"
"1643827344000","0.23999999463558197"
"1643837593000","0.25"
"1644403178000","13.630000114440918"
"1644403180000","77.29000091552734"
"1644403182000","99.86000061035156"
"1644405858000","75.55000305175781"
"1644405860000","56.689998626708984"
"1644405862000","47.310001373291016"
"1644405864000","36.4900016784668"
"1644405866000","33.2599983215332"
"1644405868000","24.09000015258789"
"1644405870000","18.90999984741211"
"1644405874000","13.630000114440918"
"1644405878000","8.569999694824219"
"1644405886000","6.460000038146973"
"1644405892000","4.300000190734863"
"1644405900000","2.2200000286102295"
"1644406114000","0.2199999988079071"
"1644411080000","0.23999999463558197"
"1644420278000","0.25"
"1644482514000","0.2800000011920929"
"1644487243000","0.25"
"1644502038000","0.25999999046325684"
"1644573201000","0.30000001192092896"
"1644579085000","0.25"
"1644823336000","0.30000001192092896"
"1644870404000","0.25"
"1644909825000","0.2800000011920929"
"1644963380000","0.25"
"1645086965000","0.25999999046325684"
"1645199494000","0.25"
"1645279351000","0.28999999165534973"
"1645296051000","0.25"
"1645299340000","17.350000381469727"
"1645299342000","60.689998626708984"
"1645299344000","100.5"
"1645299420000","76.31999969482422"
"1645299422000","57.5"
"1645299424000","48.09000015258789"
"1645299426000","37.189998626708984"
"1645299428000","29.149999618530273"
"1645299430000","24.760000228881836"
"1645299432000","19.31999969482422"
"1645299436000","13.960000038146973"
"1645299440000","8.770000457763672"
"1645299448000","6.329999923706055"
"1645299454000","4.159999847412109"
"1645299465000","1.8600000143051147"
"1645437488000","0.27000001072883606"
"1645451027000","0.28999999165534973"
"1645480102000","0.25"
"1645514531000","0.30000001192092896"
"1645539816000","0.25"
"1645602155000","0.28999999165534973"
"1645624926000","0.25"
"1645709462000","0.25999999046325684"
"1645784626000","0.25"
"1645808194000","0.25999999046325684"
"1646057571000","0.27000001072883606"
"1646062708000","0.30000001192092896"
"1646085449000","0.27000001072883606"
"1646170330000","0.25999999046325684"
"1646207129000","0.2800000011920929"
"1646252490000","0.27000001072883606"
"1646294652000","0.28999999165534973"
"1646345572000","0.25999999046325684"
"1646437163000","0"
"1646656852000","0.019999999552965164"
"1646666137000","0.27000001072883606"
"1646669975000","0.23999999463558197"
"1646749886000","0.009999999776482582"
"1646785554000","0.25999999046325684"
"1646811286000","0.28999999165534973"
"1646840767000","0.25999999046325684"
"1646917620000","0.27000001072883606"
"1646925219000","0.30000001192092896"
"1646928919000","0.25999999046325684"
"1646952630000","0.27000001072883606"
"1647255904000","0.30000001192092896"
"1647284213000","0.27000001072883606"
"1647331079000","0.3100000023841858"
"1647382762000","0.27000001072883606"
"1647424887000","0.27000001072883606"
"1647511212000","0.009999999776482582"
"1647594591000","0.2800000011920929"
"1647611731000","0.25999999046325684"
"1647683089000","0.30000001192092896"
"1647734960000","0.25999999046325684"
"1647766368000","0.30000001192092896"
"1647854025000","0.28999999165534973"
"1647881452000","0.25999999046325684"
"1647901270000","0.2800000011920929"
"1647932814000","0.30000001192092896"
"1647940698000","0.27000001072883606"
"1647948685000","0.2800000011920929"
"1647954656000","0.27000001072883606"
"1647961529000","0.2800000011920929"
"1648018474000","0.10000000149011612"
"1648033739000","0.029999999329447746"
"1648033777000","28.139999389648438"
"1648033778000","47.220001220703125"
"1648033779000","85.61000061035156"
"1648033780000","99.48999786376953"
"1648037380000","100.05999755859375"
"1648040981000","100.04000091552734"
"1648044585000","100.08000183105469"
"1648050847000","97.5"
"1648050848000","89.19999694824219"
"1648050849000","72.91999816894531"
"1648050850000","66.23999786376953"
"1648050851000","55.04999923706055"
"1648050852000","50.33000183105469"
"1648050853000","46.099998474121094"
"1648050855000","38.86000061035156"
"1648050856000","35.720001220703125"
"1648050857000","32.869998931884766"
"1648050858000","27.889999389648438"
"1648050860000","23.549999237060547"
"1648050862000","18.700000762939453"
"1648050865000","13.5600004196167"
"1648050869000","8.59000015258789"
"1648050877000","6.5"
"1648050883000","4.369999885559082"
"1648050892000","2.2699999809265137"
"1648050925000","0.25999999046325684"
"1648056843000","0.23000000417232513"
"1648060557000","0.23999999463558197"
"1648069563000","0.25"
"1648097168000","0.25999999046325684"
"1648108244000","0.25"
"1648108264000","31.8799991607666"
"1648108265000","50.93000030517578"
"1648108266000","69.9800033569336"
"1648108267000","99.98999786376953"
"1648111868000","100.06999969482422"
"1648115469000","100.08000183105469"
"1648119071000","100.0999984741211"
"1648122685000","100.08999633789062"
"1648126287000","100.08000183105469"
"1648129887000","100.08999633789062"
"1648133487000","100.0999984741211"
"1648144293000","100.11000061035156"
"1648147898000","100.08999633789062"
"1648148634000","91.93000030517578"
"1648148635000","82.95999908447266"
"1648148636000","67.95999908447266"
"1648148637000","61.779998779296875"
"1648148638000","51.38999938964844"
"1648148639000","47.0099983215332"
"1648148640000","43.06999969482422"
"1648148641000","36.290000915527344"
"1648148642000","33.36000061035156"
"1648148645000","28.030000686645508"
"1648148646000","24.010000228881836"
"1648148648000","18.8799991607666"
"1648148651000","13.770000457763672"
"1648148655000","8.630000114440918"
"1648148664000","6.25"
"1648148670000","4.150000095367432"
"1648148678000","2.140000104904175"
"1648155351000","0.23000000417232513"
"1648161433000","0.23999999463558197"
"1648169431000","0.25"
"1648196994000","0.25999999046325684"
"1648211253000","0.25"
"1648211255000","26.100000381469727"
"1648211256000","65.52999877929688"
"1648211257000","84.72000122070312"
"1648211258000","99.08000183105469"
"1648214886000","100.08000183105469"
"1648222089000","100.08999633789062"
"1648225690000","100.08000183105469"
"1648229291000","100.08999633789062"
"1648232900000","100.0999984741211"
"1648240117000","100.11000061035156"
"1648247329000","100.0999984741211"
"1648258148000","100.11000061035156"
"1648265364000","100.0999984741211"
"1648272568000","100.11000061035156"
"1648279775000","100.0999984741211"
"1648286981000","100.12000274658203"
"1648290584000","100.11000061035156"
"1648294186000","100.12000274658203"
"1648297787000","100.11000061035156"
"1648301387000","100.12000274658203"
"1648304484000","86.69999694824219"
"1648304485000","78.18000030517578"
"1648304486000","70.73999786376953"
"1648304487000","58.38999938964844"
"1648304488000","53.22999954223633"
"1648304489000","48.619998931884766"
"1648304490000","40.77000045776367"
"1648304491000","37.400001525878906"
"1648304492000","34.060001373291016"
"1648304493000","29.040000915527344"
"1648304495000","24.43000030517578"
"1648304497000","19.31999969482422"
"1648304500000","13.9399995803833"
"1648304505000","8.779999732971191"
"1648304512000","6.639999866485596"
"1648304518000","4.449999809265137"
"1648304527000","2.309999942779541"
"1648304556000","0.30000001192092896"
"1648308866000","0.2199999988079071"
"1648313289000","0.23000000417232513"
"1648328094000","0.23999999463558197"
"1648341277000","0.25"
"1648366973000","0.30000001192092896"
"1648379792000","0.27000001072883606"
"1648393228000","0.25999999046325684"
"1648455134000","0.30000001192092896"
"1648463275000","0.2800000011920929"
"1648484799000","0.27000001072883606"
"1648495759000","0.25999999046325684"
"1648534808000","0.28999999165534973"
"1648541898000","0.25999999046325684"
"1648557982000","0.27000001072883606"
"1648562469000","0.27000001072883606"
"1648562473000","0.27000001072883606"
"1648585927000","0.27000001072883606"
"1648660905000","0.27000001072883606"
"1648797354000","0.27000001072883606"
"1648797358000","0.27000001072883606"
"1648886446000","0.27000001072883606"
"1649087287000","0.2800000011920929"
"1649145189000","0.2800000011920929"
"1649239461000","0.27000001072883606"
"1649252013000","0.2800000011920929"
"1649316850000","0.2800000011920929"
"1649405772000","0.27000001072883606"
"1649434537000","0.27000001072883606"
"1649492405000","0.25999999046325684"
"1649765382000","0.2800000011920929"
"1650551493000","0.27000001072883606"
"1650551495000","5.429999828338623"
"1650551496000","52.029998779296875"
"1650551497000","71.55000305175781"
"1650551498000","100.0999984741211"
"1650552503000","82.02999877929688"
"1650552505000","74.16000366210938"
"1650552506000","67.25"
"1650552507000","55.689998626708984"
"1650552508000","50.84000015258789"
"1650552509000","42.599998474121094"
"1650552510000","39.06999969482422"
"1650552511000","35.869998931884766"
