4947,0.914149,0.0146598918273
4953,0.901332,0.01434243661
4954,0.915385,0.0474113695315
4956,0.905268,0.0146049435193
4958,0.906552,0.0143623208932
4960,0.913883,0.0147110429757
4964,0.898584,0.0144293373357
4976,0.901042,0.0143252849677
4979,0.8972,0.0142725587141
4980,0.897287,0.0143597638421
4984,0.900537,0.0142868766541
4985,0.900883,0.0142917734817
4988,0.897563,0.0143691157174
4990,0.908425,0.0143126445084
5005,0.897314,0.0140707654959
5020,0.894386,0.013961650019
5021,0.894749,0.0141912979166
5024,0.898399,0.0139144230335
5028,0.899755,0.0141318589066
5029,0.892433,0.0140217269928
5030,0.89598,0.0139888192182
5038,0.891304,0.0138515420101
5045,0.891489,0.0140116294626
5048,0.891406,0.0138534903014
5059,0.901301,0.0137468979344
5068,0.893203,0.0133389122425
5072,0.89404,0.013786641229
5073,0.887892,0.0136268940775
5078,0.896857,0.0138178416091
5083,0.886177,0.0139049347021
5085,0.879912,0.013807140077
5091,0.884975,0.0137021736066
5093,0.888507,0.0138590522082
5096,0.885021,0.0136865396323
5102,0.879703,0.0137509478033
5105,0.871154,0.0134557723349
5106,0.871026,0.013531189324
5107,0.872818,0.013480597298
5109,0.870019,0.0135136581511
5111,0.86287,0.0133977271595
5116,0.867237,0.0134129168086
5154,0.880968,0.0135645342703
5161,0.887731,0.014006545584
5162,0.875388,0.0134909521447
5163,0.885942,0.0135042865309
5169,0.882511,0.013647291687
5170,0.886873,0.0139057254414
5179,0.884947,0.0139514057188
5183,0.876535,0.0135505653504
5187,0.879781,0.0137408494185
5194,0.911369,0.0146639194813
5196,0.901501,0.0152925280331
5197,0.880646,0.0136752529088
5198,0.878499,0.0135941028085
5205,0.879412,0.0134179375301
5206,0.881646,0.0136550754721
5210,0.875591,0.0134345394107
5211,0.876589,0.0135421068136
5213,0.889713,0.0138475351499
5219,0.894224,0.013932571495
5223,0.904076,0.0142603763976
5253,0.87977,0.0136637209698
5258,0.879163,0.0138216222376
5264,0.87797,0.0135615388955
5265,0.896113,0.0142114407504
5270,0.867761,0.0135928781862
5274,0.865335,0.0134197354502
5276,0.862764,0.0130909082909
5279,0.851823,0.013143632794
5282,0.860368,0.0132762262081
5330,0.893288,0.0135636193739
5331,0.885459,0.0135664196619
5332,0.873012,0.0136282617767
5339,0.880496,0.0135419167297
5340,0.863842,0.0130260160193
5345,0.864332,0.0133209479111
5351,0.86779,0.0133577282796
5355,0.863196,0.0133044725337
5386,0.871035,0.0134201891744
5391,0.863839,0.0130666628584
5394,0.8607,0.0130547797556
5401,0.872206,0.0132147024556
5405,0.868645,0.0132361601394
5406,0.859807,0.0130916272892
5412,0.866476,0.0130861384336
5416,0.878899,0.0135637533866
5424,0.872352,0.0133548595719
5426,0.883248,0.0137916118723
5427,0.875843,0.0134774302273
5437,0.869528,0.0132725327602
