fill|start_time|start_stable_beam|end_stable_beam|end_time|wloopTS|slinkTS
5101|20160717.193904|20160717.233855|20160718.050150|20160718.051113|20160717.212633 20160717.230205|20160717.233901
5102|20160718.051113|20160718.081238|20160719.053402|20160719.054228|20160718.063140 20160718.074147|
5105|20160719.160642|20160719.175058|20160721.001522|20160721.002203|20160719.171728 20160720.052053 20160720.080303|20160719.175101 20160720.144310 20160720.174513
5106|20160721.002203|20160721.040001|20160721.223230|20160721.223853|20160721.005945 20160721.032726|20160721.040008
5107|20160721.223853|20160722.013539|20160722.073650|20160722.074704|20160721.231904 20160722.010147|20160722.013542
5108|20160722.074704|20160722.103007|20160722.150133|20160722.151219|20160722.082432 20160722.085821 20160722.085826 20160722.085935 20160722.085945 20160722.090310 20160722.090321 20160722.090504 20160722.090509 20160722.092836 20160722.092908 20160722.093308 20160722.093650 20160722.093829 20160722.095250 20160722.095400 20160722.114551|20160722.103011
5109|20160722.151219|20160722.180927|20160723.110026|20160723.111002|20160722.155312 20160722.165105 20160722.173458|20160722.180927
5110|20160723.111002|20160723.133657|20160723.143258|20160723.153642|20160723.114900 20160723.130053|20160723.133702
5111|20160723.153642|20160723.181333|20160724.111932|20160724.112746|20160723.162042 20160723.173817|20160723.181333
5112|20160724.112746|20160724.140226|20160724.170551|20160724.171302|20160724.121123 20160724.132647|20160724.140226
5116|20160724.220824|20160725.012222|20160725.055049|20160725.170802|20160725.005211 20160725.110342 20160725.110550 20160725.112929 20160725.114645 20160725.150000|20160725.012222
5117|20160725.170802|20160725.194324|20160725.212642|20160725.213151|20160725.190757|20160725.194324
5149|20160801.011603|20160801.025857|20160801.042058|20160801.042248|20160801.020949|20160801.025857
5151|20160801.100536|20160801.115201|20160801.182549|20160801.183410|20160801.111317 20160801.141832|20160801.115201
5154|20160801.212851|20160801.232540|20160802.103059|20160802.104432|20160801.224959|20160801.232540
5161|20160803.151856|20160803.183750|20160804.092200|20160804.092845|20160803.160739 20160803.175803|20160803.183752
5162|20160804.092845|20160804.123040|20160804.133205|20160804.133926|20160804.101039 20160804.115346|20160804.123041
5163|20160804.133926|20160804.232209|20160805.121833|20160805.122913|20160804.203719 20160804.224416 20160804.233327|
5169|20160805.153437|20160805.173628|20160805.182859|20160805.183620|20160805.170339|
5170|20160805.183620|20160805.211012|20160805.214655|20160805.215637|20160805.191816 20160805.203537|
5173|20160806.081551|20160806.125931|20160807.053316|20160807.054113|20160806.103615 20160806.122151|
5179|20160807.091913|20160807.105544|20160807.152709|20160807.153639|20160807.102407|20160807.105544
5181|20160807.213659|20160808.001220|20160808.133523|20160808.134532|20160807.222540 20160807.233721 20160808.061949|20160808.001226
5183|20160808.150512|20160808.171453|20160809.033702|20160809.034442|20160808.163829|20160808.171455
5187|20160809.141426|20160809.182808|20160810.035928|20160810.040853|20160809.161045 20160809.174951|20160809.182813
5194|20160812.174315|20160812.223831|20160812.224337|20160812.225313|20160812.210851 20160812.215323 20160812.220152|20160812.223838
5196|20160813.015701|20160813.035150|20160813.035204|20160813.040238|20160813.030838|
5197|20160813.040238|20160813.063756|20160813.115215|20160813.115846|20160813.044215 20160813.060349|20160813.063759
5198|20160813.115846|20160813.144234|20160814.070207|20160814.071019|20160813.140619 20160813.140628 20160813.140638 20160813.140648 20160813.140657 20160813.142514 20160813.143025 20160813.143237 20160813.144749|
5199|20160814.071019|20160814.105938|20160815.082716|20160815.083453|20160814.081147 20160814.085930 20160814.102514|20160814.105947
5205|20160815.202828|20160815.232449|20160816.082831|20160816.084339|20160815.225015|20160815.232449
5206|20160816.084339|20160816.121536|20160816.145715|20160816.150336|20160816.092935 20160816.114035|
5209|20160816.190349|20160816.213024|20160816.222950|20160816.223654|20160816.205636|
5210|20160816.223654|20160817.010731|20160817.043307|20160817.044020|20160816.231401 20160817.003348 20160817.003404 20160817.003420 20160817.003437 20160817.003453|
5211|20160817.044020|20160817.071544|20160817.220611|20160817.221603|20160817.051833 20160817.064412 20160817.163023|
5213|20160818.010744|20160818.040210|20160818.045319|20160818.050113|20160818.020338 20160818.032652|
5219|20160818.203139|20160818.223044|20160819.040047|20160819.040836|20160818.215203|20160818.223045 20160819.003852 20160819.015150
5222|20160819.130320|20160819.153859|20160819.191927|20160819.192622|20160819.150145|20160819.153900 20160819.165758
5223|20160819.192622|20160819.224156|20160820.014905|20160820.015116|20160819.201120 20160819.220612|20160819.235042
5229|20160820.200227|20160820.220708|20160821.043221|20160821.043952|20160820.211754|20160820.220710 20160821.005129 20160821.013452
5246|20160824.163856|20160825.001116|20160825.014946|20160825.015556|20160824.213414 20160824.231531|20160825.001127
5247|20160825.015556|20160825.043216|20160825.073812|20160825.074347|20160825.023439 20160825.035308|
5251|20160825.170720|20160825.210306|20160826.043907|20160826.044602|20160825.202408|20160825.210311
5253|20160826.122014|20160826.140404|20160827.061459|20160827.062200|20160826.132953|20160826.140408
5254|20160827.062200|20160827.090725|20160827.152342|20160827.154053|20160827.071329 20160827.083657 20160827.152117|20160827.090731
5256|20160827.201403|20160827.215545|20160828.002843|20160828.003720|20160827.212011|20160827.215559
5257|20160828.003720|20160828.034019|20160828.183453|20160828.184227|20160828.013630 20160828.020336 20160828.030858|20160828.034028
5258|20160828.184227|20160828.220043|20160829.130151|20160829.130817|20160828.200948 20160828.212823 20160828.224240|20160828.220048
5261|20160829.180758|20160829.202030|20160830.171330|20160830.172228|20160829.184527 20160829.194648|20160829.202034
5264|20160830.214322|20160830.234006|20160831.062112|20160831.062936|20160830.230416|20160830.234009
5265|20160831.062936|20160831.095937|20160831.121109|20160831.122101|20160831.080544 20160831.084155 20160831.092806|20160831.095944
5266|20160831.122101|20160831.152214|20160901.043916|20160901.044846|20160831.130124 20160831.144220|20160831.152226
5267|20160901.044846|20160901.072021|20160901.180429|20160901.181904|20160901.052458 20160901.064907 20160901.093048|20160901.072027
5270|20160901.213748|20160901.232001|20160902.012451|20160902.013305|20160901.215934 20160901.224551|20160901.232007
5274|20160902.075553|20160902.113636|20160903.063949|20160903.065325|20160902.092047 20160902.105852|20160902.113640
5275|20160903.065325|20160903.091938|20160903.114135|20160903.115350|20160903.073327 20160903.084319|20160903.091941
5276|20160903.115350|20160903.144415|20160903.213359|20160903.214731|20160903.124156 20160903.130909 20160903.141236|20160903.144418
5277|20160903.214731|20160904.002231|20160905.003530|20160905.004219|20160903.222847 20160903.225456 20160903.234402|20160904.002243
5279|20160905.173115|20160905.202318|20160906.070911|20160906.071714|20160905.183603 20160905.194741 20160905.211725|20160905.202327
5282|20160906.123833|20160906.151340|20160907.074119|20160907.075155|20160906.131558 20160906.144108|20160906.151345
5287|20160908.052853|20160908.082212|20160909.060138|20160909.060922|20160908.062038 20160908.075023 20160908.201805|20160908.082218
5288|20160909.060922|20160909.084006|20160909.221731|20160909.222603|20160909.065049 20160909.080434 20160909.181430 20160909.181908 20160909.182604|20160909.084010
5330|20160924.223245|20160925.010432|20160925.033034|20160925.033808|20160924.224122 20160924.225725 20160924.232307 20160925.015931 20160925.024529|20160925.010443 20160925.015939 20160925.024507
5331|20160925.033808|20160925.060227|20160925.111739|20160925.112931|20160925.042653 20160925.051932|20160925.060231
5332|20160925.112931|20160925.141446|20160925.163334|20160925.164315|20160925.122904 20160925.132920|20160925.141453
5338|20160926.055216|20160926.073212|20160926.114138|20160926.115047|20160926.065606|20160926.073222
5339|20160926.115047|20160926.144025|20160927.071036|20160927.071717|20160926.123044 20160926.140411|20160926.144030
5340|20160927.071717|20160927.094636|20160928.043550|20160928.044230|20160927.080536 20160927.090324|20160927.094645
5345|20160928.093755|20160928.120352|20160929.012223|20160929.012917|20160928.111113 20160928.182302|20160928.120356
5351|20160930.005319|20160930.031855|20160930.185248|20160930.190125|20160930.013105 20160930.024336|20160930.031902
5352|20160930.190125|20160930.212930|20161001.102754|20161001.103623|20160930.194407 20160930.205405|20160930.212940
5355|20161002.111321|20161002.134844|20161003.040356|20161003.041314|20161002.120147 20161002.130748|20161002.134851
5370|20161006.083805|20161006.113126|20161006.121518|20161006.122327|20161006.101639|20161006.113144
5385|20161008.081000|20161008.123754|20161008.141654|20161008.142434|20161008.094958 20161008.112912|20161008.123802 20161008.134613
5386|20161008.142434|20161008.164815|20161008.232732|20161008.233347|20161008.150459 20161008.160639|20161008.164834
5391|20161009.053645|20161009.083501|20161009.092646|20161009.093835|20161009.061437 20161009.080018|20161009.083508
5393|20161009.101246|20161009.124051|20161010.060111|20161010.061852|20161009.105710 20161009.120347|20161009.124056
5394|20161010.061852|20161010.141153|20161011.065713|20161011.070535|20161010.114925 20161010.133517|20161010.141158
5395|20161011.070535|20161011.100553|20161011.110519|20161011.111510|20161011.080550 20161011.092606 20161011.093339|20161011.100608
5401|20161011.223401|20161012.012615|20161012.073517|20161012.074841|20161012.003738|20161012.012620
5405|20161012.193935|20161012.212803|20161013.020606|20161013.021807|20161012.204642 20161012.230613 20161012.235143 20161013.002604|20161012.212808
5406|20161013.021807|20161013.050424|20161013.120227|20161013.121458|20161013.025406 20161013.031849 20161013.042923|20161013.050432
5412|20161014.054548|20161014.083458|20161014.114833|20161014.115507|20161014.063955 20161014.075612|20161014.083503
5416|20161014.165128|20161014.183848|20161015.180527|20161015.181319|20161014.180113|20161014.183858
5418|20161015.194151|20161015.214016|20161016.090358|20161016.091159|20161015.210532|20161015.214029
5421|20161016.172312|20161016.195422|20161017.101756|20161017.102459|20161016.180941 20161016.191921|20161016.195433 20161017.100828
5422|20161017.102459|20161017.142637|20161017.192443|20161017.193155|20161017.115512 20161017.121652 20161017.134132 20161017.134957|20161017.142653 20161017.151315 20161017.164342 20161017.173059
5423|20161017.193155|20161017.215300|20161018.163452|20161018.164137|20161017.201100 20161017.211833 20161018.054856|20161017.215313 20161018.120104 20161018.122458 20161018.135448 20161018.142849
5424|20161018.164137|20161018.190639|20161018.220455|20161018.221253|20161018.172038 20161018.183048|20161018.190650
5426|20161018.233040|20161019.010843|20161019.011018|20161019.011848|20161019.003437|20161019.010850
5427|20161019.011848|20161019.041220|20161019.100940|20161019.102113|20161019.015555 20161019.033818|20161019.041233
5433|20161019.202608|20161019.225710|20161020.070214|20161020.070916|20161019.215818|20161019.225721
5437|20161020.231830|20161021.011134|20161021.084400|20161021.085238|20161021.003656|20161021.011142
5439|20161021.164312|20161021.203147|20161022.123122|20161022.123856|20161021.180910 20161021.194948|20161021.203152
5441|20161022.152245|20161022.170942|20161023.010744|20161023.011520|20161022.163804|20161022.170947
5442|20161023.011520|20161023.033750|20161023.193137|20161023.193739|20161023.015250 20161023.030520|20161023.033754 20161023.175849
5443|20161023.193739|20161023.234310|20161024.133732|20161024.134431|20161023.201642 20161023.212312|20161023.234315
5446|20161024.163351|20161024.183122|20161025.035504|20161025.040324|20161024.175442|20161024.183135
5448|20161025.053911|20161025.072950|20161025.190035|20161025.190822|20161025.065318|20161025.072956
5450|20161026.002011|20161026.015223|20161026.054242|20161026.054946|20161026.012020|20161026.015231
5451|20161026.054946|20161026.085530|20161026.210018|20161026.211004|20161026.062718 20161026.080954|20161026.085537
5456|20161027.080924|20161027.100252|20161027.141259|20161027.141954|20161027.094005|20161027.100258
5505|20161110.100410|20161110.133330|20161110.154458|20161110.155142|20161110.114137 20161110.130409 20161110.141938 20161110.142727|
5506|20161110.155142|20161110.201929|20161112.100454|20161112.101023|20161110.163430 20161110.174114 20161110.195121|
5507|20161112.101023|20161112.130932|20161113.190259|20161113.191223|20161112.105704 20161112.124952|
5510|20161114.000402|20161114.033213|20161115.142035|20161115.142952|20161114.010103 20161114.014600 20161114.015421 20161114.031919 20161114.033458 20161114.033719|
5513|20161115.212815|20161116.051020|20161116.200454|20161116.201512|20161115.222417 20161116.045245|
5514|20161116.201512|20161116.232233|20161117.070034|20161117.071136|20161116.205501 20161116.230702 20161116.230712 20161116.230721 20161116.230731 20161116.230740 20161116.232310|
5519|20161118.011339|20161118.041123|20161118.100544|20161118.101206|20161118.014752 20161118.033217|
5520|20161118.101206|20161118.145909|20161118.175056|20161118.175922|20161118.105844 20161118.141503 20161118.153334|
5521|20161118.175922|20161118.215246|20161119.073051|20161119.073941|20161118.183602 20161118.205217 20161118.211104|
5522|20161119.073941|20161119.124214|20161119.221907|20161119.222635|20161119.093324 20161119.120824|
5523|20161119.222635|20161120.013107|20161120.085638|20161120.090317|20161119.232209 20161120.005730|
5524|20161120.090317|20161120.193835|20161120.213744|20161120.214958|20161120.125545 20161120.185134|
5526|20161121.203832|20161122.030229|20161122.102213|20161122.102926|20161122.001950 20161122.022653|20161122.030236
5527|20161122.102926|20161122.133510|20161122.204503|20161122.205219|20161122.110508 20161122.114746 20161122.125140 20161122.160334|20161122.133521 20161122.154539
5528|20161122.205219|20161123.011542|20161123.011606|20161123.012556|20161122.215126 20161123.003316|20161123.011553
5533|20161123.082757|20161123.114231|20161123.195100|20161123.195709|20161123.110744|20161123.114236
5534|20161123.195709|20161124.004302|20161124.031836|20161124.032744|20161123.203333 20161124.001551|20161124.004313
5538|20161124.213045|20161125.005536|20161125.103349|20161125.104426|20161125.002318|20161125.005554
5545|20161126.104924|20161126.123546|20161126.131601|20161126.132402|20161126.115449|20161126.123551
5546|20161126.132402|20161126.173403|20161126.200647|20161126.201413|20161126.140103 20161126.170153|20161126.173410
5547|20161126.201413|20161126.224856|20161127.063624|20161127.064337|20161126.205446 20161126.221638|20161126.224914
5549|20161127.084528|20161127.110858|20161127.201726|20161127.202421|20161127.103720|20161127.110902
5550|20161127.202421|20161127.232000|20161128.043622|20161128.044300|20161127.205859 20161127.224154|20161127.232007
5552|20161128.061942|20161128.082519|20161128.152410|20161128.153208|20161128.075338|20161128.082523
5553|20161128.153208|20161128.214229|20161129.041211|20161129.041840|20161128.173121 20161128.211347|20161128.214246
5554|20161129.041840|20161129.064104|20161129.094318|20161129.095058|20161129.045231 20161129.060556|20161129.064107
5558|20161130.005239|20161130.030149|20161130.065522|20161130.070222|20161130.022603|20161130.030153
5559|20161130.070222|20161130.114527|20161130.141656|20161130.142400|20161130.082614 20161130.105633|20161130.114544
5562|20161130.205800|20161130.232608|20161130.233932|20161130.234749|20161130.224810|20161130.232613
5563|20161130.234749|20161201.030545|20161201.112248|20161201.113040|20161201.002324 20161201.023347|20161201.030551
5564|20161201.113040|20161201.141318|20161201.151801|20161201.152607|20161201.120715 20161201.133105|20161201.141333
5565|20161201.152607|20161201.185039|20161201.224601|20161201.225306|20161201.164528 20161201.181722|20161201.185049
5568|20161202.091515|20161202.140100|20161202.201024|20161202.201702|20161202.095022 20161202.132614|20161202.140106
5569|20161202.201702|20161202.231000|20161203.021712|20161203.022434|20161202.205207 20161202.222808|20161202.231004
5570|20161203.022434|20161203.070507|20161203.131035|20161203.131659|20161203.050201 20161203.062524|20161203.070521
5571|20161203.131659|20161203.154826|20161203.211355|20161203.212012|20161203.135147 20161203.151355|20161203.154830
5573|20161203.230102|20161204.010030|20161204.031123|20161204.031933|20161204.002526|20161204.010034
5575|20161204.052121|20161204.091210|20161205.050205|20161205.050744|20161204.064032 20161204.085037|20161204.091214
5659|20170514.213945|20170515.160707|20170515.180654|20170515.180654|20170514.223500|20170515.163730 20170515.170432 20170515.170747
5698|20170523.124528|20170523.143222|20170523.231214|20170523.232144|20170523.132105 20170523.140732 20170523.182312 20170523.220735 20170523.221829|20170523.143233 20170523.221001 20170523.221023 20170523.224227
5699|20170523.232144|20170524.010439|20170524.050530|20170524.052131|20170524.000613 20170524.004558|20170524.010457
5704|20170524.235127|20170525.010922|20170525.083211|20170525.084147|20170525.004836 20170525.011353|20170525.010927
5710|20170525.232039|20170526.010334|20170526.071024|20170526.071831|20170525.235925 20170526.004308|20170526.010340
5717|20170527.032456|20170527.045152|20170527.142352|20170527.143853|20170527.043029|20170527.045201
5718|20170527.143853|20170527.175616|20170528.021337|20170528.022314|20170527.161208 20170527.173312 20170527.182556 20170527.185933 20170527.194037 20170527.205317|20170527.175627 20170527.183034 20170527.185640 20170527.185948 20170527.194046 20170527.201715 20170527.205334
5719|20170528.022314|20170528.065450|20170528.111046|20170528.112003|20170528.051714 20170528.063407|20170528.065458
5722|20170528.173255|20170528.202452|20170529.071805|20170529.072921|20170528.183413 20170528.200043|20170528.202456 20170529.071803
5730|20170530.070207|20170530.084311|20170531.002419|20170531.003423|20170530.082017 20170530.151201 20170530.181338|20170530.084315 20170530.151222 20170530.155523 20170530.181546
5737|20170603.024552|20170603.050101|20170603.125150|20170603.130559|20170603.032630 20170603.044101|20170603.050107
5746|20170604.210319|20170604.234858|20170605.102913|20170605.103531|20170604.215636 20170604.232528 20170604.234926 20170605.015338 20170605.090946|20170604.234915 20170604.234934 20170605.015348 20170605.091012
5749|20170605.174246|20170605.211159|20170605.212833|20170605.214154|20170605.191906 20170605.205212|20170605.211204
5750|20170605.214154|20170606.005623|20170606.064041|20170606.071938|20170605.222503 20170606.003359|20170606.005632
5822|20170612.065707|20170612.093905|20170612.120141|20170612.120620|20170612.081442 20170612.091531|20170612.093919
5824|20170612.153443|20170612.171914|20170612.205022|20170612.205553|20170612.165943|20170612.171920
5825|20170612.205553|20170612.234309|20170613.001944|20170613.002621|20170612.215946 20170612.232352|20170612.234314
5830|20170614.035214|20170614.063018|20170614.142701|20170614.143610|20170614.061201|20170614.063027
5833|20170614.184038|20170614.200445|20170614.235032|20170615.001131|20170614.194641|20170614.200449
5834|20170615.001131|20170615.042118|20170615.123031|20170615.123531|20170615.024833 20170615.040253 20170615.110817 20170615.110926|20170615.042127
5837|20170615.205239|20170615.225234|20170616.103144|20170616.103807|20170615.223416|20170615.225244
5838|20170616.103807|20170616.125421|20170616.160044|20170616.160829|20170616.112016 20170616.123409|20170616.125427
5839|20170616.160829|20170616.192830|20170617.015311|20170617.021103|20170616.174144 20170616.191000 20170616.211911|20170616.192834
5840|20170617.021103|20170617.045946|20170617.121243|20170617.122006|20170617.024817 20170617.044110|20170617.045958
5842|20170617.171608|20170617.192055|20170618.052016|20170618.052805|20170617.180306 20170617.190350|20170617.192059
5845|20170618.095422|20170618.124019|20170618.152353|20170618.153934|20170618.104013 20170618.122202|20170618.124033
5848|20170619.154205|20170619.175343|20170620.100315|20170620.101039|20170619.161750 20170619.173523|20170619.175352
5849|20170620.101039|20170620.132821|20170621.113102|20170621.113944|20170620.105220 20170620.130617|20170620.132829
5856|20170621.211243|20170622.002640|20170622.130824|20170622.131600|20170621.223935 20170622.000835|20170622.002645
5862|20170623.010445|20170623.032254|20170623.042128|20170623.042925|20170623.014721 20170623.030449|20170623.032300
5864|20170623.092519|20170623.133416|20170623.193747|20170623.194455|20170623.102631 20170623.131419 20170623.150426|20170623.133434
5865|20170623.194455|20170624.004116|20170624.102226|20170624.103126|20170623.202540 20170624.002132 20170624.092626|20170624.004122
5868|20170624.175221|20170624.193822|20170624.212916|20170624.213827|20170624.192050|
5870|20170624.232209|20170625.004802|20170625.005835|20170625.010859|20170625.002831|
5872|20170625.032624|20170625.053535|20170625.220351|20170625.221010|20170625.040522 20170625.051452|
5873|20170625.221010|20170626.001631|20170626.103932|20170626.110557|20170625.225549 20170625.235915 20170626.004528|
5876|20170626.220338|20170626.231929|20170627.100556|20170627.103351|20170626.230212|20170626.231935
5878|20170627.114509|20170627.145833|20170628.034006|20170628.043443|20170627.123807 20170627.143939|20170627.145844
5880|20170628.081252|20170628.100827|20170628.120055|20170628.121351|20170628.090700 20170628.094845 20170628.120137|20170628.100832
5882|20170628.155046|20170628.172756|20170629.032946|20170629.033621|20170628.170905 20170628.213018|20170628.172800
5883|20170629.033621|20170629.060519|20170629.115141|20170629.115826|20170629.043128 20170629.054911 20170629.063054|20170629.060522
5885|20170629.131916|20170629.154900|20170629.160629|20170629.161649|20170629.152942|20170629.154910
5887|20170629.175142|20170629.202906|20170630.002857|20170630.003537|20170629.183802 20170629.200938 20170629.233830|20170629.202910
5919|20170709.164434|20170709.185444|20170709.190535|20170709.191637|20170709.173433 20170709.181711|
5920|20170709.191637|20170709.234200|20170710.024334|20170710.024932|20170709.214300 20170709.223417|
5930|20170711.061638|20170711.085447|20170711.113626|20170711.114540|20170711.071510 20170711.083617|
5934|20170712.003929|20170712.031914|20170712.075859|20170712.082444|20170712.015427 20170712.025250|20170712.031929
5942|20170714.054916|20170714.073512|20170714.095221|20170714.095934|20170714.071028|20170714.073515 20170714.074916 20170714.075057 20170714.081828
5946|20170714.150904|20170714.201021|20170714.202059|20170714.203022|20170714.185023 20170714.195042|20170714.201031
5950|20170714.232410|20170715.005928|20170715.111322|20170715.112129|20170715.003931 20170715.074211|20170715.005934
5952|20170715.130200|20170715.144650|20170715.160443|20170715.161121|20170715.142947|20170715.144706
5954|20170715.231533|20170716.013934|20170716.043231|20170716.050218|20170715.235801 20170716.012232|20170716.013938
5958|20170716.093700|20170716.122344|20170716.181255|20170716.182155|20170716.104441 20170716.120315 20170716.124324 20170716.170207|20170716.122350
5960|20170718.022623|20170718.045146|20170718.093210|20170718.094223|20170718.031059 20170718.042842 20170718.084522|20170718.045203 20170718.075009
5962|20170718.132109|20170718.160752|20170719.001328|20170719.001922|20170718.140436 20170718.142808 20170718.154823 20170718.161355|
5963|20170719.001922|20170719.023317|20170719.041823|20170719.042500|20170719.005736 20170719.021432|
5965|20170719.050558|20170719.072325|20170719.092645|20170719.094128|20170719.054858 20170719.070815|
5966|20170719.094128|20170719.120226|20170719.122317|20170719.123257|20170719.101915 20170719.114618|
5971|20170719.211712|20170719.235205|20170720.004042|20170720.005454|20170719.220101 20170719.233028|20170719.235208
5974|20170720.030944|20170720.043606|20170720.045629|20170720.050456|20170720.041542|20170720.043610
5976|20170720.085853|20170720.124119|20170721.040344|20170721.041931|20170720.100735 20170720.122206|20170720.124128
5979|20170721.134126|20170721.170339|20170722.082955|20170722.083430|20170721.152202 20170721.164435|20170721.170343
5980|20170722.083430|20170722.113942|20170722.181821|20170722.182826|20170722.091429 20170722.111820|20170722.113947
5984|20170723.225723|20170724.015319|20170724.040842|20170724.041554|20170723.234714 20170724.013352|20170724.015323
6012|20170727.105125|20170727.121732|20170727.202449|20170727.203255|20170727.120303 20170727.133906 20170727.134316 20170727.135830 20170727.140313 20170727.140606 20170727.140929|20170727.121738 20170727.135838
6015|20170727.231858|20170728.012324|20170728.013149|20170728.014139|20170728.001628 20170728.011436 20170728.012643|20170728.012329
6016|20170728.014139|20170728.035258|20170728.200754|20170728.201527|20170728.025530 20170728.034455 20170728.163637 20170728.163722 20170728.191741|20170728.035301 20170728.074146 20170728.121755 20170728.162621 20170728.191630
6018|20170728.223652|20170728.235245|20170729.000357|20170729.001505|20170728.233136|20170728.235249
6019|20170729.001505|20170729.062209|20170729.094608|20170729.095304|20170729.033231 20170729.060126|20170729.062216
6020|20170729.095304|20170729.121123|20170729.131619|20170729.132418|20170729.103059 20170729.115032|20170729.121134
6021|20170729.132418|20170729.164438|20170729.165846|20170729.170707|20170729.151756 20170729.162603|20170729.164442
6024|20170729.194833|20170729.214131|20170730.134552|20170730.135417|20170729.212231|20170729.214134
6026|20170730.161950|20170730.184813|20170731.102502|20170731.103732|20170730.170517 20170730.183025 20170731.013253 20170731.014739 20170731.084630|20170730.184822
6030|20170731.143024|20170731.170156|20170731.194058|20170731.194738|20170731.153038 20170731.163926|20170731.170200
6031|20170731.194738|20170731.220651|20170801.123326|20170801.124346|20170731.204157 20170731.214433|20170731.220707
6035|20170802.022608|20170802.044406|20170802.152739|20170802.153951|20170802.030906 20170802.042005|20170802.044416
6041|20170803.093712|20170803.121127|20170803.143441|20170803.144728|20170803.103346 20170803.115528|20170803.121131
6044|20170803.165644|20170803.184538|20170804.061736|20170804.063125|20170803.182903|20170803.184543
6046|20170804.082427|20170804.121512|20170805.022038|20170805.022731|20170804.095941 20170804.105518 20170804.115330 20170804.132259 20170804.182512|20170804.121528
6048|20170805.050459|20170805.073113|20170805.084609|20170805.090524|20170805.054659 20170805.071107|20170805.073119
6050|20170805.090905|20170805.115948|20170806.035152|20170806.035908|20170805.101908 20170805.113849|20170805.120004
6052|20170806.053209|20170806.070044|20170807.000845|20170807.001524|20170806.063635|20170806.070100
6053|20170807.001524|20170807.024948|20170807.115511|20170807.121557|20170807.012020 20170807.023509|20170807.024958
6054|20170807.121557|20170807.153230|20170808.073726|20170808.074334|20170807.125618 20170807.132912 20170807.151119|20170807.153234
6055|20170808.074334|20170808.104412|20170808.114208|20170808.115014|20170808.085534 20170808.102512|20170808.104417
6057|20170808.141253|20170808.165923|20170808.190102|20170808.192149|20170808.150028 20170808.164035|20170808.165929
6060|20170809.012720|20170809.044628|20170809.190607|20170809.191113|20170809.032644 20170809.043048 20170809.104744 20170809.105911 20170809.111551 20170809.112816 20170809.113921 20170809.114606 20170809.150129 20170809.150643 20170809.151508 20170809.154012 20170809.162705 20170809.163423 20170809.164805 20170809.184908 20170809.190551|20170809.044631 20170809.184938 20170809.190606
6061|20170809.191113|20170809.214510|20170810.070930|20170810.071430|20170809.194804 20170809.212511 20170809.220052 20170809.221734 20170809.223431 20170809.225253 20170809.230954 20170809.232643 20170809.234340 20170810.000038 20170810.001723 20170810.003416 20170810.005151 20170810.011004 20170810.013818 20170810.013959 20170810.014953 20170810.015152 20170810.015444|20170809.214513 20170809.220115 20170809.221751 20170809.223451 20170809.225314 20170809.231010 20170809.232709 20170809.234403 20170810.000102 20170810.001745 20170810.003438 20170810.005214 20170810.011055
6072|20170811.220941|20170812.013133|20170812.020225|20170812.020856|20170812.002550|20170812.013139
6079|20170813.233326|20170814.013243|20170814.043116|20170814.043730|20170814.011433|20170814.013252
6082|20170814.093741|20170814.120920|20170814.181114|20170814.184945|20170814.104930 20170814.115321|20170814.120924
6084|20170814.201522|20170814.213656|20170815.033732|20170815.034425|20170814.211610|20170814.213705
6086|20170815.063801|20170815.075652|20170815.104433|20170815.110122|20170815.073720|20170815.075700
6089|20170815.204527|20170815.230622|20170816.054500|20170816.055049|20170815.214226 20170815.224648|20170815.230630
6090|20170816.055049|20170816.090955|20170816.150857|20170816.152002|20170816.063149 20170816.085138|20170816.090959
6091|20170816.152002|20170816.182005|20170817.003525|20170817.004421|20170816.152754 20170816.160643 20170816.180119 20170817.003825|20170816.182012
6093|20170817.031232|20170817.053008|20170817.074042|20170817.074718|20170817.034714 20170817.051204 20170817.074345|20170817.053015
6094|20170817.074718|20170817.110601|20170817.125842|20170817.130633|20170817.090802 20170817.104703 20170817.130231|20170817.110605
6096|20170817.141717|20170817.153619|20170817.184849|20170817.185749|20170817.151947 20170817.185131|20170817.153623
6097|20170817.185749|20170817.214226|20170818.101905|20170818.102521|20170817.201545 20170817.212349 20170818.102051|20170817.214233
6098|20170818.102521|20170818.124017|20170818.145048|20170818.151050|20170818.110555 20170818.122112 20170818.145552|20170818.124026
6104|20170819.090422|20170819.111110|20170819.204419|20170819.205011|20170819.094126 20170819.105113 20170819.204550|20170819.111120
6105|20170819.205011|20170819.225927|20170820.023610|20170820.025014|20170819.212958 20170819.224310 20170820.024602|20170819.225933
6106|20170820.025014|20170820.141046|20170821.030110|20170821.030601|20170820.121338 20170820.135334 20170821.030236|20170820.141102
6110|20170821.104247|20170821.131225|20170822.012619|20170822.013150|20170821.113052 20170821.125235 20170822.012810|20170821.131227
6114|20170822.071142|20170822.084533|20170822.110617|20170822.111555|20170822.082920 20170822.111139|20170822.084547
6116|20170822.132226|20170822.232045|20170823.050623|20170823.051200|20170822.145158 20170822.155836 20170822.190546 20170822.225207 20170823.050752|20170822.232049
6119|20170823.104657|20170823.122258|20170823.181725|20170823.183906|20170823.120651 20170823.183201|20170823.122312
6123|20170823.235611|20170824.042213|20170824.044926|20170824.045618|20170824.014411 20170824.021829 20170824.040009 20170824.045200|20170824.042227
6136|20170826.113511|20170826.135544|20170826.190621|20170826.191230|20170826.121221 20170826.132624 20170826.190852|20170826.135556
