fill|start_time|start_stable_beam|end_stable_beam|end_time|wloopTS|slinkTS
6138|20170827.072122|20170827.093054|20170827.130106|20170827.131141|20170827.081231 20170827.091230 20170827.111559 20170827.130445 20170827.130712|20170827.093102
6140|20170827.154049|20170827.182215|20170828.075201|20170828.080057|20170827.170344 20170827.180502 20170828.075547|20170827.182220
6141|20170828.080057|20170828.102138|20170828.112822|20170828.114254|20170828.083900 20170828.100341 20170828.113722|20170828.102149
6142|20170828.114254|20170828.141203|20170829.042352|20170829.042926|20170828.123905 20170828.135505 20170829.042552|20170828.141206
6143|20170829.042926|20170829.065400|20170829.204055|20170829.204610|20170829.050751 20170829.063352 20170829.204230|20170829.065404
6146|20170830.012004|20170830.033951|20170830.040134|20170830.040922|20170830.015814 20170830.032103 20170830.040542|20170830.033958
6147|20170830.040922|20170830.064743|20170830.211814|20170830.212326|20170830.044819 20170830.062851 20170830.211931|20170830.064752
6152|20170831.093456|20170831.121717|20170831.183119|20170831.183810|20170831.102319 20170831.115809 20170831.183408|20170831.121726
6155|20170831.225015|20170901.003641|20170901.011948|20170901.012607|20170831.232716 20170901.001916 20170901.012233|20170901.003645
6156|20170901.012607|20170901.033211|20170901.120829|20170901.121354|20170901.022202 20170901.031504 20170901.121106|20170901.033218
6158|20170901.155605|20170901.183804|20170902.002230|20170902.004121|20170901.165648 20170901.181559 20170902.003706|20170901.183809
6159|20170902.004121|20170902.032800|20170902.080307|20170902.082256|20170902.013306 20170902.030322 20170902.080933|20170902.032808
6160|20170902.082256|20170902.104615|20170902.170917|20170902.171645|20170902.092030 20170902.102812 20170902.171108|20170902.104618
6161|20170902.171645|20170903.033038|20170903.143010|20170903.143614|20170903.012215 20170903.031218 20170903.143222|20170903.033049
6165|20170903.204453|20170903.224353|20170904.090826|20170904.104143|20170903.213141 20170903.222731 20170904.074936 20170904.094237|20170903.224400
6167|20170904.134433|20170904.174204|20170904.231229|20170904.232014|20170904.143310 20170904.172404 20170904.231649|20170904.174210
6168|20170904.232014|20170905.014804|20170905.062157|20170905.062713|20170905.000131 20170905.012648 20170905.062348|20170905.014807
6169|20170905.062713|20170905.091544|20170905.155956|20170905.160533|20170905.072029 20170905.085605 20170905.160150|20170905.091548
6170|20170905.160533|20170905.184546|20170905.231729|20170905.232404|20170905.164336 20170905.182704 20170905.232034|20170905.184551
6171|20170905.232404|20170906.015619|20170906.100555|20170906.101150|20170906.000245 20170906.013254 20170906.100825|20170906.015625
6174|20170906.182725|20170906.204745|20170907.091059|20170907.091553|20170906.190456 20170906.202933 20170907.091229|20170906.204751
6175|20170907.091553|20170907.112554|20170907.230522|20170907.231015|20170907.095202 20170907.110810 20170907.230647|20170907.112557
6176|20170907.231015|20170908.011826|20170908.032046|20170908.033540|20170907.235157 20170908.010218 20170908.032552|20170908.011832
6177|20170908.033540|20170908.060336|20170908.181530|20170908.182043|20170908.042138 20170908.055657 20170908.111419 20170908.181728|20170908.060350
6179|20170908.200745|20170908.225605|20170908.232006|20170908.233049|20170908.210426 20170908.223835 20170908.232720|20170908.225610
6180|20170908.233049|20170909.021742|20170909.023913|20170909.024728|20170909.001143 20170909.015840 20170909.024402|20170909.021745
6182|20170909.045745|20170909.072040|20170909.164706|20170909.165428|20170909.053845 20170909.070309 20170909.165016|20170909.072044
6185|20170909.231126|20170910.015801|20170910.042950|20170910.044031|20170909.234937 20170910.013514 20170910.043706|20170910.015804
6186|20170910.044031|20170910.071110|20170910.190602|20170910.191108|20170910.052827 20170910.065100 20170910.190747|20170910.071113
6189|20170911.001743|20170911.032741|20170911.163249|20170911.164611|20170911.014919 20170911.030242 20170911.163706|20170911.032744
6191|20170911.225614|20170912.012050|20170912.134217|20170912.134842|20170911.233722 20170912.010029 20170912.134515|20170912.012105
6192|20170912.134842|20170912.162207|20170912.194114|20170912.194922|20170912.144059 20170912.160228 20170912.194330|20170912.162216
6193|20170912.194922|20170912.221929|20170913.033653|20170913.034326|20170912.204058 20170912.220134 20170913.033958|20170912.221943
6194|20170913.034326|20170913.070830|20170913.132341|20170913.133003|20170913.043036 20170913.064104 20170913.132556|20170913.070839
6230|20170922.153315|20170922.180233|20170922.200741|20170922.203038|20170922.161118 20170922.171424 20170922.202646|20170922.180240
6236|20170923.095421|20170923.122100|20170923.154732|20170923.155320|20170923.114214 20170923.155000|20170923.122111
6238|20170923.172208|20170923.185158|20170924.003808|20170924.004348|20170923.182601 20170924.004028|20170923.185202
6239|20170924.004348|20170924.025548|20170924.085006|20170924.085548|20170924.012516 20170924.023146 20170924.085155|20170924.025555
6240|20170924.085548|20170924.111106|20170924.231727|20170924.232316|20170924.093302 20170924.104804 20170924.231952|20170924.111114
6241|20170924.232316|20170925.014719|20170925.144409|20170925.144959|20170925.001043 20170925.012317 20170925.144535|20170925.014723
6243|20170925.164944|20170925.190812|20170926.080539|20170926.081029|20170925.184304 20170926.080658|20170925.190819
6245|20170926.093943|20170926.124626|20170927.010224|20170927.011650|20170926.103756 20170926.122049 20170927.011322|20170926.124631
6247|20170927.040114|20170927.070342|20170927.140511|20170927.141425|20170927.063406 20170927.141057|20170927.070349
6252|20170927.190741|20170927.203610|20170928.092136|20170928.092920|20170927.201337 20170928.092600|20170927.203622
6253|20170928.092920|20170928.122743|20170929.021048|20170929.021637|20170928.101301 20170928.115657 20170928.135712 20170928.141205 20170929.021303|20170928.122751
6255|20170929.034115|20170929.052646|20170929.225845|20170929.230511|20170929.045417 20170929.230154|20170929.052650
6258|20170930.030336|20170930.054253|20170930.193926|20170930.194644|20170930.035040 20170930.051746 20170930.192405 20170930.194301|20170930.054257
6259|20170930.194644|20170930.221044|20171001.131245|20171001.131935|20170930.195613 20170930.195757 20170930.202558 20170930.214729 20171001.131603|20170930.221049
6261|20171001.153012|20171001.174537|20171001.210055|20171001.210753|20171001.160955 20171001.171819 20171001.210350|20171001.174541
6262|20171001.210753|20171001.234015|20171002.031624|20171002.032206|20171001.221347 20171001.231713 20171002.031829|20171001.234024
6263|20171002.032206|20171002.053235|20171002.081927|20171002.083349|20171002.040001 20171002.050554 20171002.082932|20171002.053240
6266|20171002.145119|20171002.173909|20171003.053529|20171003.054330|20171002.155633 20171002.171109 20171003.053924|20171002.173918
6268|20171003.091351|20171003.114819|20171003.220651|20171003.221304|20171003.100044 20171003.111511 20171003.220939|20171003.114829
6269|20171003.221304|20171004.031641|20171004.044116|20171004.045130|20171004.011516 20171004.024244 20171004.044516|20171004.031656
6271|20171004.062335|20171004.091912|20171004.211317|20171004.212119|20171004.071411 20171004.084657 20171004.211652|20171004.091926
6272|20171004.212119|20171005.004551|20171005.124657|20171005.125759|20171004.220228 20171004.225337 20171005.001725 20171005.070935 20171005.124818|20171005.004554
6275|20171005.171223|20171005.185210|20171006.074405|20171006.075016|20171005.182533 20171006.074655|20171005.185214
6276|20171006.075016|20171006.122926|20171006.174019|20171006.174900|20171006.100927 20171006.105342 20171006.120052 20171006.174524|20171006.122932
6278|20171006.192805|20171006.221410|20171007.042512|20171007.043233|20171006.201749 20171006.214520 20171007.042808|20171006.221420
6279|20171007.043233|20171007.073447|20171007.104207|20171007.110137|20171007.051510 20171007.070040 20171007.105704|20171007.073451
6283|20171008.000203|20171008.012417|20171008.132640|20171008.133301|20171008.005902 20171008.132936|20171008.012429
6284|20171008.133301|20171008.154840|20171008.222916|20171008.223803|20171008.141550 20171008.152126 20171008.223240 20171008.223659 20171008.223745|20171008.154844
6285|20171008.223803|20171009.004201|20171009.083456|20171009.084204|20171008.231421 20171009.001653 20171009.072517 20171009.083831|20171009.004213
6287|20171009.152843|20171009.195206|20171010.091536|20171010.092635|20171009.160858 20171009.180405 20171009.192109 20171010.092014|20171009.195212
6288|20171010.092635|20171010.120717|20171011.001342|20171011.002004|20171010.100814 20171010.113629 20171011.001637|20171010.120722
6291|20171011.043439|20171011.070312|20171012.020148|20171012.020748|20171011.051204 20171011.063514 20171012.020432|20171011.070315
6294|20171012.074234|20171012.162315|20171012.162510|20171012.163307|20171012.082148 20171012.104109 20171012.112927 20171012.133041 20171012.142602 20171012.162601|20171012.162317
6295|20171012.163307|20171012.202126|20171013.025101|20171013.030621|20171012.172218 20171012.182309 20171012.185258 20171013.025623|20171012.202129
6297|20171013.152244|20171013.194919|20171014.092613|20171014.093231|20171013.174553 20171013.191851 20171014.092910|20171013.194924
6298|20171014.093231|20171014.114347|20171015.045123|20171015.045843|20171014.100923 20171014.103206 20171014.111633 20171015.045513|20171014.114351
6300|20171015.062941|20171015.090402|20171015.155600|20171015.160307|20171015.072654 20171015.083621 20171015.155836|20171015.090406
6303|20171015.203405|20171015.230548|20171016.123358|20171016.124716|20171015.211737 20171015.223521 20171016.123559|20171015.230555
6304|20171016.124716|20171016.171846|20171017.053835|20171017.054323|20171016.153552 20171016.164950 20171017.053959|20171016.171851
6305|20171017.054323|20171017.081717|20171017.212001|20171017.212533|20171017.062558 20171017.074339 20171017.212157|20171017.081725
6306|20171017.212533|20171017.233310|20171018.084022|20171018.084648|20171017.220421 20171017.230851 20171018.075519 20171018.084314|20171017.233315
6307|20171018.084648|20171018.105856|20171018.190806|20171018.191946|20171018.093112 20171018.103340 20171018.191505|20171018.105907
6308|20171018.191946|20171018.235738|20171019.124400|20171019.125132|20171018.201406 20171018.203614 20171018.205014 20171018.211202 20171018.233147 20171019.124745|20171018.235742
6309|20171019.125132|20171019.152703|20171019.162157|20171019.162927|20171019.133810 20171019.145248 20171019.162604|20171019.152710
6311|20171019.174645|20171019.202645|20171020.092153|20171020.092829|20171019.184133 20171019.194956 20171020.092507|20171019.202650
6312|20171020.092829|20171020.121018|20171020.233309|20171020.233824|20171020.101522 20171020.114548 20171020.233458|20171020.121022
6313|20171020.233824|20171021.020007|20171021.031833|20171021.032606|20171021.001911 20171021.012034 20171021.032240|20171021.020013
6314|20171021.032606|20171021.054215|20171021.214433|20171021.214944|20171021.040551 20171021.051624 20171021.214620|20171021.054221
6315|20171021.214944|20171022.001002|20171022.105946|20171022.110829|20171021.224026 20171021.234022 20171022.110501|20171022.001010
6317|20171022.155804|20171022.181450|20171023.072021|20171023.072733|20171022.163507 20171022.173849 20171023.072409|20171022.181500
6318|20171023.072733|20171023.104919|20171023.132332|20171023.133001|20171023.081442 20171023.102125 20171023.132627|20171023.104926
6323|20171023.215503|20171023.234143|20171024.121127|20171024.121822|20171023.231604 20171024.121454|20171023.234157
6324|20171024.121822|20171024.174549|20171025.095610|20171025.100217|20171024.154325 20171024.172106 20171024.193047 20171025.095745|20171024.174557
6325|20171025.100217|20171025.132658|20171026.043620|20171026.044312|20171025.112402 20171025.125426 20171026.043941|20171025.132701
6336|20171026.170929|20171026.202344|20171027.002641|20171027.003726|20171026.182523 20171026.195111 20171027.003406|20171026.202349
6337|20171027.003726|20171027.043635|20171027.101039|20171027.101807|20171027.005337 20171027.025019 20171027.040727 20171027.101325|20171027.043638
6341|20171027.203244|20171027.231937|20171028.001601|20171028.002942|20171027.212037 20171027.213920 20171027.225405 20171028.002445|20171027.231946
6343|20171028.022915|20171028.061602|20171028.180740|20171028.181401|20171028.031906 20171028.053810 20171028.180919|20171028.061606
6344|20171028.181401|20171028.202816|20171029.012921|20171029.020110|20171028.185323 20171028.200209 20171029.013832|20171028.202819
6346|20171029.060545|20171029.112155|20171030.044418|20171030.045114|20171029.084513 20171029.104440 20171030.044748|20171029.112159
6347|20171030.045114|20171030.112727|20171030.153129|20171030.154014|20171030.091301 20171030.105055 20171030.153602|20171030.112731
6348|20171030.154014|20171030.202101|20171031.005819|20171031.010350|20171030.174733 20171030.195209 20171030.235416 20171031.010022|20171030.202105
6349|20171031.010350|20171031.042547|20171031.072929|20171031.073619|20171031.023202 20171031.040214 20171031.040225 20171031.073252|20171031.042553
6351|20171031.124443|20171031.152139|20171031.162047|20171031.173844|20171031.133244 20171031.145526 20171031.162610 20171031.171816|20171031.152147
6355|20171101.165718|20171101.182738|20171101.192426|20171101.194113|20171101.180132 20171101.193403|20171101.182742
6356|20171101.194113|20171101.224236|20171102.104714|20171102.105248|20171101.205103 20171101.221448 20171102.104916|20171101.224241
6358|20171102.143958|20171102.161632|20171103.062402|20171103.063101|20171102.155442 20171103.062701|20171102.161636
6360|20171103.095040|20171103.131446|20171104.132918|20171104.133443|20171103.103749 20171103.113903 20171103.125059 20171103.134810 20171104.133117|20171103.131451
6362|20171104.152301|20171104.173837|20171105.173156|20171105.173740|20171104.160815 20171104.171520 20171104.232953 20171105.173334|20171104.173845
6364|20171105.203854|20171106.023459|20171107.055910|20171107.060422|20171106.003533 20171106.020144 20171106.214443 20171107.060045|20171106.023503
6370|20171108.222225|20171109.012721|20171109.105540|20171109.110234|20171108.234609 20171109.005841 20171109.105901|20171109.012728
6371|20171109.110234|20171109.141737|20171110.140946|20171110.141433|20171109.122652 20171109.134711 20171110.070441 20171110.141108|20171109.141742
6380|20171111.175056|20171111.193007|20171112.053354|20171112.053915|20171111.183226 20171111.191504 20171112.053553|20171111.193015
6381|20171112.053915|20171112.071640|20171112.131900|20171112.132443|20171112.062341 20171112.070630 20171112.132148|20171112.071646
6382|20171112.132443|20171112.151551|20171112.161203|20171112.162705|20171112.140434 20171112.145902 20171112.161553|20171112.151603
6384|20171112.170340|20171112.184714|20171113.052556|20171113.053414|20171112.175253 20171112.183758 20171113.053047|20171112.184717
6385|20171113.053414|20171113.075640|20171114.094016|20171114.094833|20171113.062735 20171113.074601 20171114.094402|20171113.075643
6386|20171114.094833|20171114.114518|20171114.231715|20171114.232338|20171114.104322 20171114.113730 20171114.232042|20171114.114527
6387|20171114.232338|20171115.004840|20171115.005154|20171115.005849|20171114.235414 20171115.004004 20171115.005420|20171115.004845
6388|20171115.005849|20171115.024508|20171115.030052|20171115.030533|20171115.013247 20171115.014718 20171115.023657 20171115.030238|20171115.024520
6389|20171115.030533|20171115.043519|20171115.113806|20171115.121706|20171115.034100 20171115.042602 20171115.121202|20171115.043527
6390|20171115.121706|20171115.151244|20171115.230910|20171115.231446|20171115.140940 20171115.143810 20171115.150205 20171115.231148|20171115.151250
6392|20171116.023501|20171116.045109|20171116.135444|20171116.140205|20171116.032027 20171116.044215 20171116.135709|20171116.045113
6396|20171116.193840|20171116.214712|20171118.105737|20171118.110314|20171116.204344 20171116.213150 20171118.093704 20171118.110016|20171116.214715
6397|20171118.110314|20171118.124005|20171119.185956|20171119.190808|20171118.113748 20171118.122302 20171119.190448|20171118.124011
6398|20171119.190808|20171119.204546|20171120.094533|20171120.095533|20171119.194958 20171119.203102 20171120.095200|20171119.204551
6399|20171120.095533|20171120.120551|20171121.060147|20171121.060728|20171120.105414 20171120.115152 20171120.120039 20171120.211720 20171121.060432|20171120.120555
6402|20171121.084824|20171121.125809|20171121.132041|20171121.132519|20171121.114538 20171121.122135 20171121.132203|
6404|20171121.142819|20171121.170528|20171121.191435|20171121.191925|20171121.151443 20171121.163623 20171121.191601|20171121.170536
6405|20171121.191925|20171121.213605|20171122.080132|20171122.080926|20171121.195804 20171121.211113 20171122.080610|20171121.213608
6411|20171122.182017|20171122.214550|20171123.145353|20171123.150459|20171122.200116 20171122.211325 20171123.150103|20171122.214557
6413|20171123.164034|20171123.193710|20171125.001433|20171125.002204|20171123.180515 20171123.191032 20171125.001820|20171123.193712
6415|20171125.020102|20171125.042613|20171125.214343|20171125.214924|20171125.030213 20171125.035721 20171125.100914 20171125.214554|20171125.042618
6417|20171125.232950|20171126.015750|20171126.103127|20171126.103811|20171126.002143 20171126.012815 20171126.103436|20171126.015753
6469|20180320.181204|20180322.174731|20180324.081958|20180324.081958||
6570|20180417.090023|20180417.105413|20180417.181935|20180417.182636|20180417.093733 20180417.102836 20180417.182309|20180417.105432
6573|20180417.213040|20180417.222929|20180418.051023|20180418.113110|20180417.220723|20180417.222946
6574|20180418.113110|20180418.202805|20180419.080138|20180419.080621|20180418.140147 20180418.153646 20180418.161802 20180418.170714 20180418.184503 20180418.200713 20180419.080458|20180418.202812
6579|20180419.204521|20180419.222237|20180420.101758|20180420.102737|20180419.211115 20180419.214915 20180419.214926 20180419.215410 20180420.092448 20180420.094652 20180420.102730|20180419.222244
6583|20180420.163208|20180420.174822|20180420.234000|20180420.235214|20180420.172605 20180420.235137|20180420.174835
6584|20180420.235214|20180421.020419|20180421.085508|20180421.090141|20180421.003251 20180421.014425 20180421.090125|20180421.020428
6592|20180421.171657|20180421.211545|20180422.001006|20180422.001534|20180421.191256 20180421.204154 20180421.204535 20180421.204824 20180422.001513|20180421.211604
6594|20180422.031239|20180422.072921|20180422.164344|20180422.164823|20180422.055559 20180422.070859 20180422.081947 20180422.164758|20180422.072928
6595|20180422.164823|20180422.201451|20180423.051920|20180423.052432|20180422.182321 20180422.195038 20180423.052416|20180422.201501
6611|20180424.165755|20180424.203526|20180425.070813|20180425.071519|20180424.185632 20180424.201504 20180425.071439|20180424.203532
6612|20180425.071519|20180425.121658|20180425.205240|20180425.205843|20180425.082425 20180425.090644 20180425.115034 20180425.205830|20180425.121704
6613|20180425.205843|20180425.232351|20180425.235036|20180425.235748|20180425.220915 20180425.230501 20180425.235736|20180425.232400
6614|20180425.235748|20180426.014632|20180426.070641|20180426.071548|20180426.003609 20180426.012651 20180426.071522|20180426.014640
6615|20180426.071548|20180426.175405|20180426.230452|20180426.230944|20180426.103629 20180426.113331 20180426.154659 20180426.173239 20180426.185029 20180426.230926|20180426.175412
6616|20180426.230944|20180427.024414|20180427.111838|20180427.112334|20180426.234956 20180427.022502 20180427.112311|20180427.024425
6617|20180427.112334|20180427.144039|20180427.232121|20180427.232804|20180427.120126 20180427.141205 20180427.232729|20180427.144047
6618|20180427.232804|20180428.030512|20180428.070843|20180428.071410|20180428.012900 20180428.024536 20180428.071356|20180428.030517
6620|20180428.164341|20180428.193127|20180429.003851|20180429.004801|20180428.173901 20180428.190909 20180429.004749|20180428.193133
6621|20180429.004801|20180429.031659|20180429.133614|20180429.134621|20180429.013305 20180429.025617 20180429.134505|20180429.031706
6624|20180429.222143|20180429.235254|20180430.110449|20180430.111035|20180429.233119 20180430.111024|20180429.235304
6628|20180430.173413|20180430.190727|20180501.070850|20180501.071403|20180430.174917 20180430.184620 20180501.071354|20180430.190740
6629|20180501.071403|20180501.100732|20180501.204308|20180501.205103|20180501.080345 20180501.094454 20180501.205010|20180501.100741
6633|20180502.022945|20180502.040850|20180502.045521|20180502.050109|20180502.024644 20180502.034253 20180502.050049|20180502.040858
6636|20180502.070358|20180502.094143|20180502.121854|20180502.122745|20180502.080855 20180502.091821 20180502.122727|20180502.094150
6638|20180502.164130|20180502.213032|20180503.115111|20180503.115748|20180502.180658 20180502.210710 20180503.115744|20180502.213038
6639|20180503.115748|20180503.145733|20180504.024949|20180504.025831|20180503.123701 20180503.142909 20180503.170337 20180503.223546 20180504.025812|20180503.145739
6640|20180504.025831|20180504.080720|20180504.171634|20180504.172157|20180504.035327 20180504.074531 20180504.172151|20180504.080732
6641|20180504.172157|20180504.193410|20180505.023846|20180505.024710|20180504.180244 20180504.191446 20180505.024603|20180504.193422
6642|20180505.024710|20180505.050708|20180505.085917|20180505.090801|20180505.032453 20180505.044543 20180505.090738|20180505.050723
6643|20180505.090801|20180505.115648|20180505.122101|20180505.123506|20180505.095140 20180505.113634 20180505.123422|20180505.115655
6645|20180505.131539|20180505.154719|20180505.173438|20180505.174357|20180505.141409 20180505.152740 20180505.174313|20180505.154723
6646|20180505.174357|20180506.021917|20180506.041441|20180506.042125|20180506.005502 20180506.020008 20180506.042117|20180506.021925
6648|20180506.075806|20180506.110558|20180507.001312|20180507.001850|20180506.084742 20180506.104703 20180507.001842|20180506.110606
6650|20180507.041717|20180507.065406|20180507.131102|20180507.132254|20180507.051049 20180507.063133 20180507.131857|20180507.065418
6654|20180507.195543|20180507.211817|20180508.043827|20180508.044534|20180507.210050 20180508.044533|20180507.211825
6659|20180508.201203|20180508.233214|20180509.054750|20180509.055406|20180508.214304 20180508.231151|20180508.233222
6662|20180509.153408|20180509.204621|20180510.103305|20180510.103845|20180509.161844 20180509.202609 20180510.103843|20180509.204628
6663|20180510.103845|20180510.124450|20180510.151021|20180510.152407|20180510.111555 20180510.122315 20180510.152404|20180510.124507
6666|20180510.193539|20180510.211315|20180511.102238|20180511.102937|20180510.205417 20180511.102924|20180510.211335
6672|20180511.152802|20180511.165426|20180511.220243|20180511.220935|20180511.163235 20180511.220910|20180511.165433
6674|20180512.003503|20180512.025906|20180512.165431|20180512.165922|20180512.012907 20180512.024003 20180512.151618 20180512.152352 20180512.152932 20180512.165914|20180512.025912
6675|20180512.165922|20180512.185417|20180513.083335|20180513.084000|20180512.173535 20180512.183531 20180513.083954|20180512.185422
6677|20180513.100928|20180513.115637|20180514.012628|20180514.013500|20180513.113940 20180514.013243|20180513.115643
6681|20180514.041232|20180514.055116|20180514.195257|20180514.195919|20180514.052609 20180514.195906|20180514.055121
6683|20180514.230043|20180515.002248|20180515.005742|20180515.010401|20180515.000353 20180515.010354|20180515.002256
6688|20180515.143443|20180515.171332|20180515.215159|20180515.215822|20180515.165312 20180515.215817|20180515.171337
6690|20180515.235124|20180516.015458|20180516.104421|20180516.104937|20180516.002708 20180516.013606|20180516.015504
6692|20180516.145928|20180516.164758|20180516.165722|20180516.170516|20180516.152537 20180516.160009 20180516.162736 20180516.170446|20180516.164805
6693|20180516.170516|20180516.191517|20180517.050552|20180517.051333|20180516.174633 20180516.185703 20180516.201645 20180517.051258|20180516.191522
6694|20180517.051333|20180517.074729|20180517.171749|20180517.172328|20180517.055242 20180517.072910 20180517.172302|20180517.074733
6696|20180517.201321|20180518.002309|20180518.090010|20180518.090648|20180517.223622 20180518.000159 20180518.090644|20180518.002315
6699|20180518.181654|20180518.203428|20180518.234228|20180518.234720|20180518.182351 20180518.191428 20180518.234709|20180518.203434
6700|20180518.234720|20180519.021404|20180519.144531|20180519.145001|20180519.003846 20180519.015408 20180519.085756 20180519.093918 20180519.144957|20180519.021408
6702|20180519.183900|20180519.205427|20180520.001350|20180520.002046|20180519.193126 20180519.203618 20180520.002026|20180519.205431
6706|20180520.055736|20180520.075104|20180520.112627|20180520.113244|20180520.063341 20180520.072813 20180520.113238|20180520.075115
6709|20180520.174346|20180520.195906|20180521.053227|20180521.053900|20180520.183225 20180520.194208 20180520.201239 20180521.053841|20180520.195912
6710|20180521.053900|20180521.114424|20180521.195220|20180521.195742|20180521.093907 20180521.111934 20180521.195729|20180521.114431
6711|20180521.195742|20180522.010941|20180522.142510|20180522.143129|20180521.224740 20180522.005140 20180522.143123|20180522.010947
6712|20180522.143129|20180522.164151|20180523.030736|20180523.031209|20180522.150732 20180522.161933 20180523.031159|20180522.164158
6714|20180523.042756|20180523.054903|20180523.194758|20180523.195248|20180523.052355 20180523.133727 20180523.195240|20180523.054914
6719|20180524.205022|20180524.231603|20180525.071831|20180525.072311|20180524.225555 20180525.072307|20180524.231614
6724|20180525.152617|20180525.172905|20180525.182832|20180525.183359|20180525.170739 20180525.183340|20180525.172916
6729|20180526.125648|20180526.142430|20180527.020620|20180527.021225|20180526.140109 20180527.021223|20180526.142438
6731|20180527.174022|20180527.200316|20180527.230727|20180527.231532|20180527.182445 20180527.184401 20180527.193804 20180527.231426|20180527.200323
6733|20180528.005849|20180528.033151|20180528.090851|20180528.091950|20180528.015828 20180528.030954 20180528.091835|20180528.033155
6737|20180528.164720|20180528.203933|20180528.205051|20180528.205913|20180528.172707 20180528.201845 20180528.205912|20180528.203941
6738|20180528.205913|20180528.231317|20180529.111846|20180529.112437|20180528.213614 20180528.225219|20180528.231322
6740|20180529.205845|20180530.063322|20180530.063325|20180530.064153|20180529.214549 20180530.060756|
6741|20180530.064153|20180530.091432|20180530.181310|20180530.181818|20180530.064208 20180530.073727 20180530.085202|20180530.091443
6744|20180531.001051|20180531.024118|20180531.060555|20180531.062803|20180531.010134 20180531.022139|20180531.024123
6747|20180531.150453|20180531.171005|20180531.201358|20180531.201900|20180531.150510 20180531.154033 20180531.164929|20180531.171015
6749|20180601.002553|20180601.025216|20180601.163215|20180601.163900|20180601.013202 20180601.023437|20180601.025233
6751|20180601.181129|20180601.194125|20180602.083017|20180602.083535|20180601.191939 20180601.192558|20180601.194133
6752|20180602.083535|20180602.104714|20180602.150028|20180602.150556|20180602.083555 20180602.091118 20180602.101337 20180602.150517|20180602.104721
6755|20180603.134402|20180603.163310|20180603.172814|20180603.174734|20180603.160701 20180603.174553|20180603.163317
6757|20180603.221943|20180604.032058|20180604.160911|20180604.162041|20180604.013501 20180604.030138 20180604.161446|20180604.032109
6759|20180604.200600|20180604.224735|20180605.113318|20180605.114022|20180604.212240 20180604.222610 20180605.084537 20180605.113846|20180604.224743
6761|20180605.151504|20180605.181250|20180606.045705|20180606.050145|20180605.151512 20180605.163348 20180605.175311|20180605.181255
6762|20180606.050145|20180606.102319|20180606.181841|20180606.184333|20180606.050150 20180606.081627 20180606.100337 20180606.184319|20180606.102329
6763|20180606.184333|20180606.225103|20180607.081442|20180607.082241|20180606.205537 20180606.223053 20180607.082114|20180606.225117
6768|20180608.022341|20180608.070643|20180608.090138|20180608.092223|20180608.032244 20180608.064415 20180608.090933|20180608.070651
6770|20180608.171746|20180608.204415|20180609.094842|20180609.095400|20180608.181325 20180608.202411 20180609.010843 20180609.095356|20180608.204421
6772|20180609.105102|20180609.134642|20180610.040414|20180610.040841|20180609.115639 20180609.132644 20180610.040839|20180609.134645
6773|20180610.040841|20180610.062657|20180610.193923|20180610.194603|20180610.044723 20180610.060420|20180610.062703
6774|20180610.194603|20180610.215536|20180611.120238|20180611.120811|20180610.194609 20180610.202552 20180610.213419|20180610.215546
6776|20180611.143302|20180611.161714|20180611.182309|20180611.183830|20180611.154045 20180611.183707|20180611.161728
6778|20180611.213923|20180611.235936|20180612.041451|20180612.042157|20180611.223711 20180611.234006|20180611.235949
6843|20180625.175539|20180625.192542|20180625.205518|20180625.210456|20180625.185510 20180625.210400|20180625.192548
6847|20180626.053451|20180626.065549|20180626.115319|20180626.120019|20180626.063503 20180626.064215 20180626.120011|20180626.065556
6850|20180626.172210|20180626.191337|20180626.230426|20180626.231147|20180626.173202 20180626.180205 20180626.184732 20180626.231035|20180626.191341
6854|20180627.175835|20180627.205648|20180628.001437|20180628.002251|20180627.184302 20180627.203212 20180628.002139|20180627.205658
6858|20180628.042142|20180628.062918|20180628.065754|20180628.071044|20180628.054823 20180628.071036|20180628.062925
6860|20180628.121124|20180628.154940|20180629.005051|20180629.005602|20180628.133418 20180628.152616|20180628.154943
6864|20180629.125230|20180629.170732|20180630.030011|20180630.030658|20180629.144735 20180629.152258 20180629.153252 20180629.153822 20180629.154934 20180629.164820 20180630.030546|20180629.170742
6868|20180630.082545|20180630.095245|20180701.074624|20180701.080233|20180630.093343 20180630.105247 20180630.144644 20180630.183800 20180630.213107 20180630.221017 20180630.225029 20180701.075554|20180630.095252 20180630.105231 20180630.144632 20180630.212735 20180630.221007
6874|20180701.214757|20180701.232634|20180701.234341|20180701.235924|20180701.230248 20180701.235842|20180701.232643
6877|20180702.041351|20180702.081030|20180702.103623|20180702.104352|20180702.051211 20180702.071136 20180702.104202|
6879|20180702.122849|20180702.144730|20180702.173055|20180702.173733|20180702.135117 20180702.173715|20180702.144742
6881|20180703.005934|20180703.050814|20180703.112851|20180703.114411|20180703.015326 20180703.030701 20180703.041211 20180703.113559|20180703.050831
6882|20180703.114411|20180703.155414|20180704.065416|20180704.065926|20180703.132403 20180703.132427 20180703.150310 20180704.065845|20180703.155422
6884|20180704.082910|20180704.102043|20180704.123458|20180704.160549|20180704.092850|20180704.102048
6885|20180704.160549|20180704.201320|20180704.222023|20180704.223657|20180704.180300 20180704.191858 20180704.212048 20180704.222701|20180704.201326
