 1  0  0  0    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00 
 1  0  0  1   -3.086464E-04    2.840396E-01    9.979319E+01   -2.293673E+03    4.888050E+02 
 1  0  0  2   -3.212257E-04    2.639311E-01    9.292168E+01   -2.412092E+03    4.997339E+02 
 1  0  0  3   -1.252518E-04    4.918232E-01    2.155630E+02   -1.896980E+02    1.710768E+02 
 1  0  0  4   -1.803998E-04    4.578645E-01    2.040061E+02   -6.307398E+02    2.476610E+02 
 1  0  0  5   -1.461980E-06    5.324432E-01    2.217464E+02    5.767569E+02    3.431868E+01 
 1  0  0  6   -3.384919E-04    2.526542E-01    9.328244E+01   -2.348266E+03    4.870687E+02 
 1  0  0  7    1.152399E-06    5.304695E-01    2.150931E+02    5.797642E+02    3.505656E+01 
 1  0  0  8   -2.246185E-04    4.091416E-01    1.870654E+02   -1.239555E+03    3.464117E+02 
 1  0  0  9   -3.222998E-04    2.001455E-01    5.130415E+01   -2.930350E+03    5.651268E+02 
 1  0  0 10   -1.375398E-04    4.749857E-01    2.064203E+02   -5.681054E+02    2.491855E+02 
 1  0  0 11    4.495058E-06    5.334593E-01    2.246285E+02    5.501001E+02    3.840303E+01 
 1  0  0 12    1.398880E-05    5.234613E-01    2.146673E+02    5.721774E+02    3.575404E+01 
 1  0  0 13   -2.964043E-04    2.019299E-01    3.215487E+01   -3.275862E+03    6.194597E+02 
 1  0  0 14    7.863832E-06    5.407317E-01    2.339737E+02    5.434414E+02    3.970798E+01 
 1  0  0 15   -3.191840E-04    2.000949E-01    4.816759E+01   -2.928325E+03    5.651456E+02 
 1  0  0 16   -1.989102E-04    3.813985E-01    1.614207E+02   -1.688272E+03    4.171211E+02 
 1  0  0 17    9.206245E-06    5.424110E-01    2.339861E+02    5.311995E+02    4.142920E+01 
 1  0  0 18    1.112259E-05    5.447258E-01    2.346078E+02    5.385035E+02    4.003808E+01 
 1  0  0 19   -2.743627E-04    1.945607E-01    2.355592E+01   -3.557051E+03    6.596095E+02 
 1  0  0 20    1.495767E-05    5.360777E-01    2.158988E+02    5.614908E+02    3.730325E+01 
 1  0  0 21   -3.548622E-04    1.399908E-01   -1.594943E+00   -3.316719E+03    6.095450E+02 
 1  0  0 22    1.335464E-05    5.434994E-01    2.377139E+02    5.423409E+02    3.870122E+01 
 1  0  0 23    1.558128E-05    5.388194E-01    2.217744E+02    5.730132E+02    3.375565E+01 
 1  0  0 24    2.089399E-05    5.342407E-01    2.235199E+02    5.527612E+02    3.714397E+01 
 1  0  0 25    3.769147E-05    5.347636E-01    2.174020E+02    5.754056E+02    3.421653E+01 
 1  0  0 26    2.626440E-05    5.365388E-01    2.171803E+02    5.627320E+02    3.687240E+01 
 1  0  0 27    1.140114E-05    5.422674E-01    2.358939E+02    5.372548E+02    3.975367E+01 
 1  0  0 28    1.846849E-05    5.452129E-01    2.362364E+02    5.379855E+02    3.923239E+01 
 1  0  0 29    2.711597E-05    5.453534E-01    2.275109E+02    5.529579E+02    3.755778E+01 
 1  0  0 30    2.508812E-05    5.479829E-01    2.326548E+02    5.502080E+02    3.786691E+01 
 1  0  0 31    3.528216E-05    5.361570E-01    2.180068E+02    5.719555E+02    3.489707E+01 
 1  0  0 32    2.069314E-05    5.490290E-01    2.386742E+02    5.307578E+02    4.102016E+01 
 1  0  0 33    6.777223E-05    5.496039E-01    2.299937E+02    7.377974E+02    8.750546E+00 
 1  0  0 34    2.362733E-05    5.496184E-01    2.390059E+02    5.312826E+02    4.001884E+01 
 1  0  0 35    6.944793E-05    5.494598E-01    2.350137E+02    7.881656E+02    1.660577E+00 
 1  0  0 36    2.683337E-05    5.463104E-01    2.286270E+02    5.439429E+02    3.878542E+01 
 1  0  0 37    3.197040E-05    5.518699E-01    2.362079E+02    5.487578E+02    3.786331E+01 
 1  0  0 38    1.860009E-05    5.528439E-01    2.345721E+02    5.458874E+02    3.932402E+01 
 1  0  0 39    7.393724E-05    5.496365E-01    2.294204E+02    7.870908E+02    1.057559E+00 
 1  0  0 40    3.783563E-05    5.380690E-01    2.205422E+02    5.576006E+02    3.696241E+01 
